Time stamp;medida;luminosidade;luminosidade_media_movel
05/07/2026 15:23:15;1;4095.0;4095.0
05/07/2026 15:23:16;2;4095.0;4095.0
05/07/2026 15:23:18;3;4094.0;4094.67
05/07/2026 15:23:19;4;4079.0;4090.75
05/07/2026 15:23:20;5;4042.0;4081.0
05/07/2026 15:23:22;6;4007.0;4068.67
05/07/2026 15:23:23;7;3968.0;4054.29
05/07/2026 15:23:24;8;3950.0;4041.25
05/07/2026 15:23:25;9;3945.0;4030.56
05/07/2026 15:23:26;10;3949.0;4022.4
05/07/2026 15:23:28;11;3954.0;4008.3
05/07/2026 15:23:29;12;3959.0;3994.7
05/07/2026 15:23:30;13;3961.0;3981.4
05/07/2026 15:23:31;14;3956.0;3969.1
05/07/2026 15:23:33;15;3952.0;3960.1
05/07/2026 15:23:34;16;3945.0;3953.9
05/07/2026 15:23:35;17;3936.0;3950.7
05/07/2026 15:23:36;18;3936.0;3949.3
05/07/2026 15:23:37;19;3941.0;3948.9
05/07/2026 15:23:39;20;3948.0;3948.8
05/07/2026 15:23:40;21;3958.0;3949.2
05/07/2026 15:23:41;22;3965.0;3949.8
05/07/2026 15:23:42;23;3976.0;3951.3
05/07/2026 15:23:44;24;3991.0;3954.8
05/07/2026 15:23:45;25;3997.0;3959.3
05/07/2026 15:23:46;26;4011.0;3965.9
05/07/2026 15:23:47;27;4011.0;3973.4
05/07/2026 15:23:49;28;4020.0;3981.8
05/07/2026 15:23:50;29;4023.0;3990.0
05/07/2026 15:23:51;30;4027.0;3997.9
05/07/2026 15:23:52;31;4038.0;4005.9
05/07/2026 15:23:54;32;4058.0;4015.2
05/07/2026 15:23:55;33;4084.0;4026.0
05/07/2026 15:23:56;34;4094.0;4036.3
05/07/2026 15:23:57;35;4095.0;4046.1
05/07/2026 15:23:58;36;4095.0;4054.5
05/07/2026 15:24:00;37;4095.0;4062.9
05/07/2026 15:24:01;38;4095.0;4070.4
05/07/2026 15:24:02;39;4095.0;4077.6
05/07/2026 15:24:03;40;4095.0;4084.4
05/07/2026 15:24:05;41;4095.0;4090.1
05/07/2026 15:24:06;42;4095.0;4093.8
05/07/2026 15:24:07;43;4095.0;4094.9
05/07/2026 15:24:08;44;4095.0;4095.0
05/07/2026 15:24:09;45;4095.0;4095.0
05/07/2026 15:24:11;46;4095.0;4095.0
05/07/2026 15:24:12;47;4095.0;4095.0
05/07/2026 15:24:13;48;4095.0;4095.0
05/07/2026 15:24:14;49;4095.0;4095.0
05/07/2026 15:24:16;50;4095.0;4095.0
05/07/2026 15:24:17;51;4095.0;4095.0
05/07/2026 15:24:18;52;4095.0;4095.0
05/07/2026 15:24:19;53;4095.0;4095.0
05/07/2026 15:24:20;54;4095.0;4095.0
05/07/2026 15:24:22;55;4095.0;4095.0
05/07/2026 15:24:23;56;4095.0;4095.0
05/07/2026 15:24:24;57;4095.0;4095.0
05/07/2026 15:24:25;58;4095.0;4095.0
05/07/2026 15:24:27;59;4095.0;4095.0
05/07/2026 15:24:28;60;4095.0;4095.0
05/07/2026 15:24:29;61;4095.0;4095.0
05/07/2026 15:24:31;62;4095.0;4095.0
05/07/2026 15:24:32;63;4095.0;4095.0
05/07/2026 15:24:33;64;4095.0;4095.0
05/07/2026 15:24:34;65;4095.0;4095.0
05/07/2026 15:24:35;66;4095.0;4095.0
05/07/2026 15:24:37;67;4095.0;4095.0
05/07/2026 15:24:38;68;4095.0;4095.0
05/07/2026 15:24:39;69;4095.0;4095.0
05/07/2026 15:24:40;70;4095.0;4095.0
05/07/2026 15:24:42;71;4095.0;4095.0
05/07/2026 15:24:43;72;4095.0;4095.0
05/07/2026 15:24:46;73;4095.0;4095.0
05/07/2026 15:24:47;74;4095.0;4095.0
05/07/2026 15:24:49;75;4095.0;4095.0
05/07/2026 15:24:50;76;4095.0;4095.0
05/07/2026 15:24:51;77;4095.0;4095.0
05/07/2026 15:24:52;78;4095.0;4095.0
05/07/2026 15:24:53;79;4095.0;4095.0
05/07/2026 15:24:55;80;4095.0;4095.0
05/07/2026 15:24:56;81;4095.0;4095.0
05/07/2026 15:24:57;82;4095.0;4095.0
05/07/2026 15:24:58;83;4095.0;4095.0
05/07/2026 15:24:59;84;4095.0;4095.0
05/07/2026 15:25:01;85;4095.0;4095.0
05/07/2026 15:25:02;86;4095.0;4095.0
05/07/2026 15:25:03;87;4064.0;4091.9
05/07/2026 15:25:04;88;4095.0;4091.9
05/07/2026 15:25:06;89;4095.0;4091.9
05/07/2026 15:25:07;90;4095.0;4091.9
05/07/2026 15:25:08;91;4086.0;4091.0
05/07/2026 15:25:09;92;4095.0;4091.0
05/07/2026 15:25:10;93;4095.0;4091.0
05/07/2026 15:25:12;94;4095.0;4091.0
05/07/2026 15:25:13;95;4095.0;4091.0
05/07/2026 15:25:14;96;4095.0;4091.0
05/07/2026 15:25:15;97;4095.0;4094.1
05/07/2026 15:25:16;98;4095.0;4094.1
05/07/2026 15:25:18;99;4095.0;4094.1
05/07/2026 15:25:19;100;4095.0;4094.1
05/07/2026 15:25:20;101;4095.0;4095.0
05/07/2026 15:25:21;102;4095.0;4095.0
05/07/2026 15:25:23;103;4095.0;4095.0
05/07/2026 15:25:24;104;4095.0;4095.0
05/07/2026 15:25:25;105;4095.0;4095.0
05/07/2026 15:25:26;106;4095.0;4095.0
05/07/2026 15:25:27;107;4095.0;4095.0
05/07/2026 15:25:29;108;4095.0;4095.0
05/07/2026 15:25:30;109;4095.0;4095.0
05/07/2026 15:25:31;110;4092.0;4094.7
05/07/2026 15:25:32;111;4066.0;4091.8
05/07/2026 15:25:34;112;4040.0;4086.3
05/07/2026 15:25:35;113;4023.0;4079.1
05/07/2026 15:25:36;114;4015.0;4071.1
05/07/2026 15:25:37;115;4011.0;4062.7
05/07/2026 15:25:39;116;4006.0;4053.8
05/07/2026 15:25:40;117;4009.0;4045.2
05/07/2026 15:25:41;118;3998.0;4035.5
05/07/2026 15:25:42;119;4001.0;4026.1
05/07/2026 15:25:43;120;3999.0;4016.8
05/07/2026 15:25:45;121;3991.0;4009.3
05/07/2026 15:25:46;122;3999.0;4005.2
05/07/2026 15:25:47;123;4006.0;4003.5
