Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR_DL;PSR_UL;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
05/07/2026 15:23:15;1;-57.0;-55.0;0;100.0;100.0;-57.0;-57.0;-55.0;-55.0;7;125;5;14;5468.75;5468.75;9.5;9.75;0;1;0;1
05/07/2026 15:23:16;2;-55.0;-57.0;0;100.0;100.0;-55.0;-57.0;-55.0;-57.0;7;125;5;14;5468.75;5468.75;9.25;9.5;0;2;0;1
05/07/2026 15:23:18;3;-52.5;-52.5;0;100.0;100.0;-52.5;-57.0;-52.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;3;0;1
05/07/2026 15:23:19;4;-52.5;-54.0;0;100.0;100.0;-52.5;-57.0;-52.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.5;0;4;0;1
05/07/2026 15:23:20;5;-54.0;-51.5;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.5;0;5;0;1
05/07/2026 15:23:21;6;-54.0;-52.5;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.5;10.25;0;6;0;1
05/07/2026 15:23:23;7;-52.5;-52.5;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;7;0;1
05/07/2026 15:23:24;8;-52.5;-52.5;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;8;0;1
05/07/2026 15:23:25;9;-54.0;-54.0;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;9;0;1
05/07/2026 15:23:26;10;-52.5;-52.5;0;100.0;100.0;-52.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;10;0;1
05/07/2026 15:23:27;11;-51.5;-54.0;0;100.0;100.0;-51.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.0;10.0;0;11;0;1
05/07/2026 15:23:29;12;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-51.5;-57.0;7;125;5;14;5468.75;5468.75;9.5;9.75;0;12;0;1
05/07/2026 15:23:30;13;-54.0;-59.0;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;13;0;1
05/07/2026 15:23:31;14;-54.0;-54.0;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.25;0;14;0;1
05/07/2026 15:23:32;15;-52.5;-54.0;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.75;0;15;0;1
05/07/2026 15:23:34;16;-52.5;-51.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;10.0;0;16;0;1
05/07/2026 15:23:35;17;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;10.0;9.5;0;17;0;1
05/07/2026 15:23:36;18;-54.0;-54.0;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;10.0;0;18;0;1
05/07/2026 15:23:37;19;-51.5;-52.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.5;0;19;0;1
05/07/2026 15:23:39;20;-54.0;-56.0;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;10.0;10.0;0;20;0;1
05/07/2026 15:23:40;21;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.5;0;21;0;1
05/07/2026 15:23:41;22;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.25;0;22;0;1
05/07/2026 15:23:42;23;-51.5;-52.5;0;100.0;100.0;-51.5;-57.0;-51.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;10.0;0;23;0;1
05/07/2026 15:23:44;24;-51.5;-50.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.75;0;24;0;1
05/07/2026 15:23:45;25;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;25;0;1
05/07/2026 15:23:46;26;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.5;0;26;0;1
05/07/2026 15:23:47;27;-51.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.25;0;27;0;1
05/07/2026 15:23:49;28;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.5;0;28;0;1
05/07/2026 15:23:50;29;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;29;0;1
05/07/2026 15:23:51;30;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.5;0;30;0;1
05/07/2026 15:23:52;31;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;31;0;1
05/07/2026 15:23:53;32;-52.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.75;0;32;0;1
05/07/2026 15:23:55;33;-51.5;-50.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;10.0;0;33;0;1
05/07/2026 15:23:56;34;-51.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.25;9.5;0;34;0;1
05/07/2026 15:23:57;35;-52.5;-54.0;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;35;0;1
05/07/2026 15:23:58;36;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;10.0;0;36;0;1
05/07/2026 15:24:00;37;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;12.0;0;37;0;1
05/07/2026 15:24:01;38;-52.5;-51.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.25;0;38;0;1
05/07/2026 15:24:02;39;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;10.0;9.5;0;39;0;1
05/07/2026 15:24:03;40;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;40;0;1
05/07/2026 15:24:05;41;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;41;0;1
05/07/2026 15:24:06;42;-54.0;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;10.0;0;42;0;1
05/07/2026 15:24:07;43;-52.5;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;10.0;0;43;0;1
05/07/2026 15:24:08;44;-54.0;-52.5;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.75;0;44;0;1
05/07/2026 15:24:09;45;-54.0;-54.0;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;10.0;0;45;0;1
05/07/2026 15:24:11;46;-54.0;-57.0;0;100.0;100.0;-51.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;10.0;0;46;0;1
05/07/2026 15:24:12;47;-50.5;-50.5;0;100.0;100.0;-50.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.75;9.5;0;47;0;1
05/07/2026 15:24:13;48;-54.0;-59.0;0;100.0;100.0;-50.5;-57.0;-50.5;-59.0;7;125;5;14;5468.75;5468.75;9.5;9.5;0;48;0;1
