Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
05/07/2026 15:23:15;1;4095;39.9;30.8;-23.005328;-46.83536;760.7
05/07/2026 15:23:16;2;4095;39.9;30.7;-23.005325;-46.835359;760.7
05/07/2026 15:23:18;3;4094;39.9;30.7;-23.005324;-46.835356;760.7
05/07/2026 15:23:19;4;4079;40.0;30.8;-23.005324;-46.835355;760.8
05/07/2026 15:23:20;5;4042;40.0;30.8;-23.005323;-46.835355;760.7
05/07/2026 15:23:21;6;4007;40.0;30.8;-23.005322;-46.835354;760.8
05/07/2026 15:23:23;7;3968;39.9;30.9;-23.005321;-46.835354;760.7
05/07/2026 15:23:24;8;3950;39.9;30.9;-23.00532;-46.835355;760.7
05/07/2026 15:23:25;9;3945;40.0;31.0;-23.005319;-46.835355;760.6
05/07/2026 15:23:26;10;3949;40.0;31.0;-23.005318;-46.835355;760.6
05/07/2026 15:23:27;11;3954;40.0;31.1;-23.005316;-46.835354;760.5
05/07/2026 15:23:29;12;3959;40.0;31.2;-23.005315;-46.835354;760.6
05/07/2026 15:23:30;13;3961;40.0;31.2;-23.005314;-46.835353;760.5
05/07/2026 15:23:31;14;3956;40.0;31.2;-23.005313;-46.835353;760.3
05/07/2026 15:23:32;15;3952;40.0;31.2;-23.005312;-46.835353;760.2
05/07/2026 15:23:34;16;3945;40.0;31.1;-23.005309;-46.835353;760.3
05/07/2026 15:23:35;17;3936;40.0;31.0;-23.005308;-46.835353;760.3
05/07/2026 15:23:36;18;3936;40.0;31.0;-23.005307;-46.835353;760.4
05/07/2026 15:23:37;19;3941;40.0;31.0;-23.005306;-46.835353;760.5
05/07/2026 15:23:39;20;3948;40.0;31.0;-23.005305;-46.835352;760.4
05/07/2026 15:23:40;21;3958;40.0;31.0;-23.005304;-46.835352;760.2
05/07/2026 15:23:41;22;3965;40.0;31.0;-23.005304;-46.835351;760.2
05/07/2026 15:23:42;23;3976;40.0;31.0;-23.005303;-46.835351;760.2
05/07/2026 15:23:44;24;3991;40.0;30.9;-23.005303;-46.835351;760.0
05/07/2026 15:23:45;25;3997;40.0;30.9;-23.005303;-46.835351;760.0
05/07/2026 15:23:46;26;4011;40.0;30.9;-23.005304;-46.835352;760.0
05/07/2026 15:23:47;27;4011;40.0;30.8;-23.005304;-46.835352;760.1
05/07/2026 15:23:49;28;4020;40.0;30.8;-23.005304;-46.835351;760.1
05/07/2026 15:23:50;29;4023;40.0;30.7;-23.005305;-46.835351;760.0
05/07/2026 15:23:51;30;4027;40.0;30.7;-23.005304;-46.835352;760.0
05/07/2026 15:23:52;31;4038;40.0;30.5;-23.005305;-46.835352;759.8
05/07/2026 15:23:53;32;4058;40.0;30.4;-23.005305;-46.835353;759.6
05/07/2026 15:23:55;33;4084;40.0;30.4;-23.005305;-46.835353;759.6
05/07/2026 15:23:56;34;4094;40.0;30.3;-23.005306;-46.835353;759.6
05/07/2026 15:23:57;35;4095;40.0;30.3;-23.005306;-46.835353;759.5
05/07/2026 15:23:58;36;4095;40.0;30.3;-23.005306;-46.835353;759.5
05/07/2026 15:24:00;37;4095;40.0;30.3;-23.005307;-46.835353;759.6
05/07/2026 15:24:01;38;4095;40.0;30.3;-23.005306;-46.835353;759.6
05/07/2026 15:24:02;39;4095;40.0;30.3;-23.005306;-46.835353;759.6
05/07/2026 15:24:03;40;4095;40.0;30.3;-23.005306;-46.835353;759.7
05/07/2026 15:24:05;41;4095;40.0;30.3;-23.005306;-46.835353;760.0
05/07/2026 15:24:06;42;4095;40.0;30.3;-23.005306;-46.835353;759.9
05/07/2026 15:24:07;43;4095;40.0;30.3;-23.005306;-46.835353;760.1
05/07/2026 15:24:08;44;4095;40.0;30.3;-23.005304;-46.835351;760.3
05/07/2026 15:24:09;45;4095;40.0;30.3;-23.005303;-46.835349;760.3
05/07/2026 15:24:11;46;4095;40.0;30.5;-23.005303;-46.835349;760.5
05/07/2026 15:24:12;47;4095;40.0;30.5;-23.005304;-46.835349;760.4
05/07/2026 15:24:13;48;4095;40.0;30.5;-23.005304;-46.835349;760.2
05/07/2026 15:24:14;49;4095;40.0;30.6;-23.005304;-46.835348;760.2
05/07/2026 15:24:15;50;4095;40.0;30.6;-23.005306;-46.835349;760.1
05/07/2026 15:24:17;51;4095;40.0;30.6;-23.005308;-46.83535;760.0
05/07/2026 15:24:18;52;4095;40.0;30.6;-23.005311;-46.835351;760.0
05/07/2026 15:24:19;53;4095;40.0;30.6;-23.005311;-46.835351;759.9
05/07/2026 15:24:20;54;4095;40.0;30.4;-23.005312;-46.835351;759.8
05/07/2026 15:24:22;55;4095;40.0;30.4;-23.005315;-46.835353;759.5
05/07/2026 15:24:23;56;4095;40.0;30.2;-23.005316;-46.835353;759.4
05/07/2026 15:24:24;57;4095;40.0;30.2;-23.005317;-46.835354;759.5
05/07/2026 15:24:25;58;4095;40.0;29.9;-23.005317;-46.835354;759.4
05/07/2026 15:24:27;59;4095;39.9;29.8;-23.00532;-46.835355;759.1
05/07/2026 15:24:28;60;4095;39.9;29.8;-23.005321;-46.835355;759.0
05/07/2026 15:24:29;61;4095;39.9;29.6;-23.005322;-46.835355;758.8
05/07/2026 15:24:30;62;4095;39.9;29.6;-23.005323;-46.835355;759.0
05/07/2026 15:24:31;63;4095;39.9;29.3;-23.005325;-46.835356;759.0
05/07/2026 15:24:33;64;4095;39.9;28.9;-23.005326;-46.835356;759.0
05/07/2026 15:24:34;65;4095;39.9;28.9;-23.005326;-46.835357;759.0
05/07/2026 15:24:35;66;4095;39.9;28.7;-23.005326;-46.835357;759.0
05/07/2026 15:24:36;67;4095;39.9;28.7;-23.005328;-46.835358;759.0
05/07/2026 15:24:38;68;4095;39.9;28.4;-23.00533;-46.835354;758.8
05/07/2026 15:24:39;69;4095;39.9;28.4;-23.005331;-46.835353;758.9
05/07/2026 15:24:40;70;4095;39.9;28.4;-23.005332;-46.835352;759.0
05/07/2026 15:24:41;71;4095;39.8;28.4;-23.005333;-46.835352;759.1
05/07/2026 15:24:43;72;4095;39.8;28.4;-23.005335;-46.835352;759.3
05/07/2026 15:24:46;73;4095;39.8;28.4;-23.005335;-46.835352;759.3
05/07/2026 15:24:47;74;4095;39.8;28.1;-23.005339;-46.835352;759.3
05/07/2026 15:24:48;75;4095;39.8;28.1;-23.00534;-46.835353;759.3
05/07/2026 15:24:49;76;4095;39.8;27.9;-23.005341;-46.835353;759.2
05/07/2026 15:24:51;77;4095;39.8;27.9;-23.005342;-46.835353;759.1
05/07/2026 15:24:52;78;4095;39.7;27.9;-23.005342;-46.835353;759.0
05/07/2026 15:24:53;79;4095;39.7;28.0;-23.005343;-46.835354;759.0
05/07/2026 15:24:54;80;4095;39.7;28.0;-23.005343;-46.835354;759.0
05/07/2026 15:24:56;81;4095;39.7;28.1;-23.005341;-46.835359;759.0
05/07/2026 15:24:57;82;4095;39.7;28.1;-23.005338;-46.835365;759.0
05/07/2026 15:24:58;83;4095;39.7;28.0;-23.00533;-46.835377;758.9
05/07/2026 15:24:59;84;4095;39.7;28.0;-23.005313;-46.835392;759.0
05/07/2026 15:25:00;85;4095;39.7;28.0;-23.005277;-46.835459;758.4
05/07/2026 15:25:02;86;4095;39.59;28.1;-23.005259;-46.8355;757.9
05/07/2026 15:25:03;87;4064;39.59;28.1;-23.005243;-46.835542;758.2
05/07/2026 15:25:04;88;4095;39.59;28.3;-23.005229;-46.835583;758.4
05/07/2026 15:25:05;89;4095;39.59;28.6;-23.005209;-46.835662;757.8
05/07/2026 15:25:07;90;4095;39.59;28.6;-23.005197;-46.835696;757.7
05/07/2026 15:25:08;91;4086;39.59;28.8;-23.005183;-46.835725;757.7
05/07/2026 15:25:09;92;4095;39.59;28.8;-23.005173;-46.835744;757.7
05/07/2026 15:25:10;93;4095;39.5;29.0;-23.005166;-46.835758;757.9
05/07/2026 15:25:12;94;4095;39.5;29.1;-23.005164;-46.835769;758.1
05/07/2026 15:25:13;95;4095;39.5;29.1;-23.005166;-46.835765;758.2
05/07/2026 15:25:14;96;4095;39.5;28.9;-23.00517;-46.835762;759.0
05/07/2026 15:25:15;97;4095;39.5;28.9;-23.005172;-46.835755;758.9
05/07/2026 15:25:16;98;4095;39.5;28.7;-23.005177;-46.83574;760.0
05/07/2026 15:25:18;99;4095;39.4;28.5;-23.00518;-46.835738;761.1
05/07/2026 15:25:19;100;4095;39.4;28.5;-23.00518;-46.835735;761.8
05/07/2026 15:25:20;101;4095;39.4;28.4;-23.00518;-46.835732;761.6
05/07/2026 15:25:21;102;4095;39.4;28.4;-23.005181;-46.835729;761.6
05/07/2026 15:25:23;103;4095;39.3;28.2;-23.005185;-46.835724;761.3
05/07/2026 15:25:24;104;4095;39.3;28.2;-23.005186;-46.835723;761.4
05/07/2026 15:25:25;105;4095;39.3;28.1;-23.005187;-46.835722;761.5
05/07/2026 15:25:26;106;4095;39.3;28.2;-23.005189;-46.835721;761.3
05/07/2026 15:25:27;107;4095;39.3;28.2;-23.005191;-46.835722;761.2
05/07/2026 15:25:29;108;4095;39.2;28.4;-23.005192;-46.835722;761.1
05/07/2026 15:25:30;109;4095;39.2;28.4;-23.005193;-46.835722;761.0
05/07/2026 15:25:31;110;4092;39.2;28.4;-23.005194;-46.835722;761.0
05/07/2026 15:25:32;111;4066;39.2;28.5;-23.005196;-46.835723;761.0
05/07/2026 15:25:33;112;4040;39.2;28.5;-23.005198;-46.835723;760.8
05/07/2026 15:25:35;113;4023;39.2;28.4;-23.005199;-46.835724;760.8
05/07/2026 15:25:36;114;4015;39.2;28.4;-23.0052;-46.835724;760.8
05/07/2026 15:25:37;115;4011;39.09;28.4;-23.0052;-46.835725;760.8
05/07/2026 15:25:38;116;4006;39.09;28.4;-23.005201;-46.835725;760.8
05/07/2026 15:25:40;117;4009;39.09;28.4;-23.005203;-46.835727;760.9
05/07/2026 15:25:41;118;3998;39.09;28.3;-23.005204;-46.835728;761.0
05/07/2026 15:25:42;119;4001;39.09;28.3;-23.005205;-46.835729;761.2
05/07/2026 15:25:43;120;3999;39.09;28.3;-23.005207;-46.83573;761.3
05/07/2026 15:25:45;121;3991;39.0;28.4;-23.005208;-46.835731;761.4
05/07/2026 15:25:46;122;3999;39.0;28.4;-23.005208;-46.835732;761.8
05/07/2026 15:25:47;123;4006;39.0;28.3;-23.005209;-46.835732;762.0
05/07/2026 15:25:48;124;4012;39.0;28.3;-23.005209;-46.835731;762.1
05/07/2026 15:25:50;125;4028;39.0;28.2;-23.005208;-46.835731;762.5
05/07/2026 15:25:51;126;4042;38.9;28.3;-23.005209;-46.835731;762.7
05/07/2026 15:25:52;127;4044;38.9;28.3;-23.005209;-46.835732;762.8
05/07/2026 15:25:53;128;4049;38.9;28.3;-23.005209;-46.835732;762.9
05/07/2026 15:25:54;129;4056;38.9;28.3;-23.005209;-46.835732;763.2
05/07/2026 15:25:56;130;4049;38.9;28.4;-23.00521;-46.835732;763.7
05/07/2026 15:25:57;131;4042;38.9;28.3;-23.00521;-46.835732;763.8
05/07/2026 15:25:58;132;4027;38.9;28.3;-23.00521;-46.835732;764.0
05/07/2026 15:25:59;133;4016;38.8;28.3;-23.00521;-46.835732;764.2
05/07/2026 15:26:01;134;4010;38.8;28.3;-23.005211;-46.835732;764.4
05/07/2026 15:26:02;135;4000;38.8;28.3;-23.005211;-46.835732;764.8
05/07/2026 15:26:06;136;4000;38.8;28.3;-23.005211;-46.835732;764.8
05/07/2026 15:26:09;137;4000;38.8;28.3;-23.005211;-46.835732;764.8
05/07/2026 15:26:12;138;4000;38.8;28.3;-23.005211;-46.835732;764.8
05/07/2026 15:26:13;139;4079;38.5;28.5;-23.005212;-46.835732;768.4
05/07/2026 15:26:14;140;4080;38.5;28.5;-23.005212;-46.835731;768.7
05/07/2026 15:26:16;141;4086;38.4;28.7;-23.005212;-46.835731;769.3
05/07/2026 15:26:17;142;4095;38.4;28.7;-23.005211;-46.835731;769.6
05/07/2026 15:26:18;143;4095;38.4;28.7;-23.005211;-46.83573;769.6
05/07/2026 15:26:19;144;4095;38.3;28.7;-23.00521;-46.83573;769.7
05/07/2026 15:26:21;145;4092;38.3;28.7;-23.005209;-46.83573;769.9
05/07/2026 15:26:22;146;4094;38.3;28.7;-23.005209;-46.835731;770.1
05/07/2026 15:26:23;147;4095;38.3;28.7;-23.005208;-46.835731;769.9
05/07/2026 15:26:24;148;4095;38.3;28.8;-23.005208;-46.83573;770.0
05/07/2026 15:26:25;149;4095;38.3;28.9;-23.005207;-46.835729;770.0
05/07/2026 15:26:27;150;4095;38.3;28.9;-23.005207;-46.835729;770.3
05/07/2026 15:26:28;151;4095;38.2;28.9;-23.005207;-46.835729;770.4
05/07/2026 15:26:29;152;4095;38.2;28.9;-23.005207;-46.835729;770.5
05/07/2026 15:26:30;153;4095;38.2;29.0;-23.005206;-46.835729;770.7
05/07/2026 15:26:32;154;4095;38.2;29.0;-23.005207;-46.835729;771.0
05/07/2026 15:26:33;155;4095;38.2;29.0;-23.005207;-46.835729;771.3
05/07/2026 15:26:34;156;4095;38.2;29.1;-23.005207;-46.835729;771.3
05/07/2026 15:26:35;157;4095;38.2;29.1;-23.005206;-46.835729;771.3
05/07/2026 15:26:37;158;4095;38.09;29.2;-23.005206;-46.835731;771.9
05/07/2026 15:26:38;159;4095;38.09;29.3;-23.005206;-46.835732;772.2
05/07/2026 15:26:39;160;4095;38.09;29.3;-23.005204;-248.162324;772.2
05/07/2026 15:26:40;161;4095;38.09;29.2;-23.005206;-46.835731;771.8
05/07/2026 15:26:41;162;4095;38.09;29.2;-23.005206;-46.835733;771.7
05/07/2026 15:26:43;163;4095;38.09;29.3;-23.005207;-46.835732;771.3
05/07/2026 15:26:44;164;4095;38.09;29.4;-23.005207;-46.835731;771.0
