Medida;Latitude;Longitude;Altitude;Distancia_3D_m;RSSI_DL_medido;RSSI_DL_previsto_shadowing
1;-23.005328;-46.83536;760.7;21.19;-57.0;-57.0
2;-23.005325;-46.835359;760.7;21.44;-55.0;-57.15
3;-23.005324;-46.835356;760.7;21.54;-52.5;-57.21
4;-23.005324;-46.835355;760.8;21.48;-52.5;-57.17
5;-23.005323;-46.835355;760.7;21.63;-54.0;-57.26
6;-23.005322;-46.835354;760.8;21.65;-54.0;-57.28
7;-23.005321;-46.835354;760.7;21.8;-52.5;-57.37
8;-23.00532;-46.835355;760.7;21.87;-52.5;-57.41
9;-23.005319;-46.835355;760.6;22.02;-54.0;-57.5
10;-23.005318;-46.835355;760.6;22.1;-52.5;-57.55
11;-23.005316;-46.835354;760.5;22.34;-51.5;-57.69
12;-23.005315;-46.835354;760.6;22.36;-52.5;-57.7
13;-23.005314;-46.835353;760.5;22.52;-54.0;-57.79
14;-23.005313;-46.835353;760.3;22.73;-54.0;-57.91
15;-23.005312;-46.835353;760.2;22.88;-52.5;-58.0
16;-23.005309;-46.835353;760.3;23.06;-52.5;-58.1
17;-23.005308;-46.835353;760.3;23.15;-52.5;-58.15
18;-23.005307;-46.835353;760.4;23.17;-54.0;-58.16
19;-23.005306;-46.835353;760.5;23.19;-51.5;-58.17
20;-23.005305;-46.835352;760.4;23.34;-54.0;-58.26
21;-23.005304;-46.835352;760.2;23.56;-52.5;-58.38
22;-23.005304;-46.835351;760.2;23.57;-51.5;-58.38
23;-23.005303;-46.835351;760.2;23.65;-51.5;-58.43
24;-23.005303;-46.835351;760.0;23.78;-51.5;-58.5
25;-23.005303;-46.835351;760.0;23.78;-51.5;-58.5
26;-23.005304;-46.835352;760.0;23.69;-51.5;-58.45
27;-23.005304;-46.835352;760.1;23.62;-51.5;-58.41
28;-23.005304;-46.835351;760.1;23.63;-51.5;-58.42
29;-23.005305;-46.835351;760.0;23.61;-52.5;-58.41
30;-23.005304;-46.835352;760.0;23.69;-51.5;-58.45
31;-23.005305;-46.835352;759.8;23.73;-51.5;-58.47
32;-23.005305;-46.835353;759.6;23.86;-52.5;-58.54
33;-23.005305;-46.835353;759.6;23.86;-51.5;-58.54
34;-23.005306;-46.835353;759.6;23.77;-51.5;-58.5
35;-23.005306;-46.835353;759.5;23.84;-52.5;-58.53
36;-23.005306;-46.835353;759.5;23.84;-52.5;-58.53
37;-23.005307;-46.835353;759.6;23.69;-52.5;-58.45
38;-23.005306;-46.835353;759.6;23.77;-52.5;-58.5
39;-23.005306;-46.835353;759.6;23.77;-52.5;-58.5
40;-23.005306;-46.835353;759.7;23.71;-52.5;-58.46
41;-23.005306;-46.835353;760.0;23.51;-52.5;-58.35
42;-23.005306;-46.835353;759.9;23.58;-54.0;-58.39
43;-23.005306;-46.835353;760.1;23.45;-52.5;-58.32
44;-23.005304;-46.835351;760.3;23.5;-54.0;-58.35
45;-23.005303;-46.835349;760.3;23.6;-54.0;-58.4
46;-23.005303;-46.835349;760.5;23.48;-54.0;-58.33
47;-23.005304;-46.835349;760.4;23.45;-50.5;-58.32
48;-23.005304;-46.835349;760.2;23.58;-54.0;-58.39
49;-23.005304;-46.835348;760.2;23.59;-54.0;-58.4
50;-23.005306;-46.835349;760.1;23.48;-58.0;-58.33
51;-23.005308;-46.83535;760.0;23.37;-57.0;-58.27
52;-23.005311;-46.835351;760.0;23.11;-61.5;-58.13
53;-23.005311;-46.835351;759.9;23.18;-50.5;-58.17
54;-23.005312;-46.835351;759.8;23.16;-49.5;-58.16
55;-23.005315;-46.835353;759.5;23.11;-49.5;-58.13
56;-23.005316;-46.835353;759.4;23.1;-54.0;-58.12
57;-23.005317;-46.835354;759.5;22.94;-52.5;-58.03
58;-23.005317;-46.835354;759.4;23.01;-51.5;-58.07
59;-23.00532;-46.835355;759.1;22.98;-54.0;-58.05
60;-23.005321;-46.835355;759.0;22.97;-54.0;-58.05
61;-23.005322;-46.835355;758.8;23.04;-55.0;-58.09
62;-23.005323;-46.835355;759.0;22.82;-55.0;-57.96
63;-23.005325;-46.835356;759.0;22.66;-56.0;-57.87
64;-23.005326;-46.835356;759.0;22.58;-54.0;-57.83
65;-23.005326;-46.835357;759.0;22.57;-54.0;-57.82
66;-23.005326;-46.835357;759.0;22.57;-50.5;-57.82
67;-23.005328;-46.835358;759.0;22.42;-49.5;-57.73
68;-23.00533;-46.835354;758.8;22.44;-52.5;-57.74
69;-23.005331;-46.835353;758.9;22.3;-50.5;-57.66
70;-23.005332;-46.835352;759.0;22.16;-51.5;-57.58
71;-23.005333;-46.835352;759.1;22.01;-59.0;-57.49
72;-23.005335;-46.835352;759.3;21.72;-56.0;-57.32
73;-23.005335;-46.835352;759.3;21.72;-56.0;-57.32
74;-23.005339;-46.835352;759.3;21.42;-52.5;-57.14
75;-23.00534;-46.835353;759.3;21.34;-51.5;-57.09
76;-23.005341;-46.835353;759.2;21.34;-51.5;-57.09
77;-23.005342;-46.835353;759.1;21.35;-50.5;-57.09
78;-23.005342;-46.835353;759.0;21.43;-52.5;-57.14
79;-23.005343;-46.835354;759.0;21.35;-52.5;-57.09
80;-23.005343;-46.835354;759.0;21.35;-56.0;-57.09
81;-23.005341;-46.835359;759.0;21.46;-48.5;-57.16
82;-23.005338;-46.835365;759.0;21.65;-45.5;-57.28
83;-23.00533;-46.835377;758.9;22.32;-60.0;-57.67
84;-23.005313;-46.835392;759.0;23.66;-50.5;-58.43
85;-23.005277;-46.835459;758.4;28.44;-59.0;-60.83
86;-23.005259;-46.8355;757.9;31.75;-55.0;-62.27
87;-23.005243;-46.835542;758.2;34.86;-57.0;-63.48
88;-23.005229;-46.835583;758.4;38.12;-63.5;-64.65
89;-23.005209;-46.835662;757.8;44.87;-65.5;-66.77
90;-23.005197;-46.835696;757.7;48.11;-68.5;-67.68
91;-23.005183;-46.835725;757.7;51.15;-64.5;-68.48
92;-23.005173;-46.835744;757.7;53.22;-71.0;-69.0
93;-23.005166;-46.835758;757.9;54.67;-77.5;-69.35
94;-23.005164;-46.835769;758.1;55.56;-72.0;-69.56
95;-23.005166;-46.835765;758.2;55.1;-65.5;-69.45
96;-23.00517;-46.835762;759.0;54.36;-65.5;-69.27
97;-23.005172;-46.835755;758.9;53.73;-63.5;-69.12
98;-23.005177;-46.83574;760.0;51.93;-66.5;-68.68
99;-23.00518;-46.835738;761.1;51.26;-74.0;-68.51
100;-23.00518;-46.835735;761.8;50.84;-68.5;-68.4
101;-23.00518;-46.835732;761.6;50.67;-70.0;-68.36
102;-23.005181;-46.835729;761.6;50.38;-70.0;-68.28
103;-23.005185;-46.835724;761.3;49.81;-70.0;-68.13
104;-23.005186;-46.835723;761.4;49.64;-68.5;-68.09
105;-23.005187;-46.835722;761.5;49.46;-70.0;-68.04
106;-23.005189;-46.835721;761.3;49.31;-67.5;-68.0
107;-23.005191;-46.835722;761.2;49.27;-70.0;-67.99
108;-23.005192;-46.835722;761.1;49.23;-70.0;-67.98
109;-23.005193;-46.835722;761.0;49.19;-68.5;-67.97
110;-23.005194;-46.835722;761.0;49.13;-68.5;-67.95
111;-23.005196;-46.835723;761.0;49.07;-68.5;-67.94
112;-23.005198;-46.835723;760.8;48.99;-68.5;-67.92
113;-23.005199;-46.835724;760.8;49.0;-68.5;-67.92
