Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR_DL;PSR_UL;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
05/07/2026 15:56:11;1;-51.5;-49.5;0;100.0;100.0;-51.5;-51.5;-49.5;-49.5;9;125;5;20;1757.8125;1757.8125;13.5;14.5;0;1;0;1
05/07/2026 15:56:13;2;-51.5;-50.5;0;100.0;100.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1757.8125;13.5;12.75;0;2;0;1
05/07/2026 15:56:15;3;-51.5;-50.5;0;100.0;100.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1757.8125;13.5;13.5;0;3;0;1
05/07/2026 15:56:17;4;-51.5;-50.5;0;100.0;100.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1757.8125;13.5;13.75;0;4;0;1
05/07/2026 15:56:18;5;-51.5;-50.5;0;100.0;100.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1757.8125;13.5;13.5;0;5;0;1
05/07/2026 15:56:20;6;-51.5;-50.5;0;100.0;100.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1757.8125;13.25;13.25;0;6;0;1
05/07/2026 15:56:25;7;-51.5;-50.5;1;100.0;85.71;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1506.6964285714284;13.25;13.25;0;6;1;1
05/07/2026 15:56:26;8;-51.5;-50.5;1;87.5;87.5;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1538.0859375;14.0;13.5;0;7;1;1
05/07/2026 15:56:28;9;-51.5;-50.5;1;88.89;88.89;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1562.5;13.25;13.75;0;8;1;1
05/07/2026 15:56:30;10;-51.5;-50.5;1;90.0;90.0;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1582.03125;13.25;13.25;0;9;1;1
05/07/2026 15:56:32;11;-51.5;-50.5;1;90.91;90.91;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1598.0113636363635;13.75;13.5;0;10;1;1
05/07/2026 15:56:33;12;-51.5;-50.5;1;91.67;91.67;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1611.3281249999998;13.5;14.0;0;11;1;1
05/07/2026 15:56:35;13;-51.5;-50.5;1;92.31;92.31;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1622.5961538461538;12.5;13.5;0;12;1;1
05/07/2026 15:56:37;14;-51.5;-49.5;1;92.86;92.86;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1632.2544642857144;12.5;13.75;0;13;1;1
05/07/2026 15:56:39;15;-51.5;-50.5;1;93.33;93.33;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1640.625;13.75;13.5;0;14;1;1
05/07/2026 15:56:40;16;-51.5;-50.5;1;93.75;93.75;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1647.94921875;14.25;13.25;0;15;1;1
05/07/2026 15:56:42;17;-51.5;-49.5;1;94.12;94.12;-51.5;-51.5;-49.5;-50.5;9;125;5;20;1757.8125;1654.4117647058822;12.75;13.5;0;16;1;1
05/07/2026 15:56:44;18;-51.5;-51.5;1;94.44;94.44;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1660.15625;13.25;12.75;0;17;1;1
05/07/2026 15:56:45;19;-51.5;-51.5;1;94.74;94.74;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1665.296052631579;13.5;13.25;0;18;1;1
05/07/2026 15:56:47;20;-51.5;-50.5;1;95.0;95.0;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1669.921875;12.0;14.0;0;19;1;1
05/07/2026 15:56:49;21;-51.5;-50.5;1;95.24;95.24;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1674.1071428571427;13.5;13.25;0;20;1;1
05/07/2026 15:56:51;22;-51.5;-51.5;1;95.45;95.45;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1677.9119318181818;13.5;12.75;0;21;1;1
05/07/2026 15:56:52;23;-51.5;-49.5;1;95.65;95.65;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1681.3858695652175;13.75;13.0;0;22;1;1
05/07/2026 15:56:54;24;-51.5;-49.5;1;95.83;95.83;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1684.5703125000002;13.5;13.5;0;23;1;1
05/07/2026 15:56:56;25;-51.5;-49.5;1;96.0;96.0;-51.5;-51.5;-49.5;-51.5;9;125;5;20;1757.8125;1687.5;13.75;13.5;0;24;1;1
05/07/2026 15:56:58;26;-52.5;-50.5;1;96.15;96.15;-51.5;-52.5;-49.5;-51.5;9;125;5;20;1757.8125;1690.2043269230771;13.25;13.25;0;25;1;1
05/07/2026 15:56:59;27;-51.5;-50.5;1;96.3;96.3;-51.5;-52.5;-49.5;-51.5;9;125;5;20;1757.8125;1692.708333333333;14.25;13.75;0;26;1;1
