Medida;Latitude;Longitude;Altitude;Distancia_3D_m;RSSI_DL_medido;RSSI_DL_previsto_shadowing
1;-23.005307;-46.835255;761.9;25.09;-51.5;-52.15
2;-23.005304;-46.835253;761.7;25.53;-51.5;-52.37
3;-23.005299;-46.835251;761.6;26.07;-51.5;-52.65
4;-23.005297;-46.835249;761.6;26.32;-51.5;-52.77
5;-23.005294;-46.835247;761.4;26.76;-51.5;-52.99
6;-23.005293;-46.835246;761.3;26.94;-51.5;-53.07
7;-23.005293;-46.835246;761.3;26.94;-51.5;-53.07
8;-23.005292;-46.835245;761.0;27.22;-51.5;-53.21
9;-23.005289;-46.835242;760.6;27.81;-51.5;-53.49
10;-23.005291;-46.835243;760.4;27.72;-51.5;-53.45
11;-23.005289;-46.835241;760.2;28.08;-51.5;-53.61
12;-23.00529;-46.835241;759.9;28.16;-51.5;-53.65
13;-23.005293;-46.835244;759.7;27.9;-51.5;-53.53
14;-23.005294;-46.835245;759.5;27.89;-51.5;-53.53
15;-23.005295;-46.835245;759.3;27.93;-51.5;-53.55
16;-23.005296;-46.835247;759.0;27.94;-51.5;-53.55
17;-23.005299;-46.835249;758.9;27.68;-51.5;-53.43
18;-23.005299;-46.835249;758.7;27.8;-51.5;-53.49
19;-23.005298;-46.835249;758.4;28.06;-51.5;-53.6
20;-23.005299;-46.835251;758.2;28.02;-51.5;-53.59
21;-23.0053;-46.835252;758.1;27.96;-51.5;-53.56
22;-23.005301;-46.835252;758.1;27.89;-51.5;-53.53
23;-23.005301;-46.835253;758.1;27.84;-51.5;-53.5
24;-23.005303;-46.835255;758.1;27.61;-51.5;-53.39
25;-23.005304;-46.835256;758.3;27.37;-51.5;-53.28
26;-23.005306;-46.835257;758.4;27.12;-52.5;-53.16
27;-23.005308;-46.835258;758.6;26.8;-51.5;-53.01
28;-23.00531;-46.835259;758.6;26.62;-51.5;-52.92
29;-23.005312;-46.83526;758.6;26.43;-51.5;-52.82
30;-23.005312;-46.83526;758.6;26.43;-51.5;-52.82
31;-23.005315;-46.83526;758.6;26.21;-50.5;-52.72
32;-23.005317;-46.835262;758.8;25.86;-50.5;-52.54
33;-23.005318;-46.835262;758.7;25.85;-54.0;-52.54
34;-23.005318;-46.835265;758.6;25.79;-48.5;-52.5
35;-23.005319;-46.835271;759.0;25.2;-48.5;-52.21
36;-23.005323;-46.835275;759.3;24.56;-46.5;-51.87
37;-23.005327;-46.835279;759.0;24.31;-47.5;-51.74
38;-23.005328;-46.83528;759.0;24.2;-47.5;-51.68
39;-23.00533;-46.835282;758.8;24.13;-46.5;-51.64
40;-23.005333;-46.835285;758.8;23.81;-46.5;-51.46
41;-23.005334;-46.835288;758.9;23.56;-51.5;-51.33
42;-23.005335;-46.83529;759.0;23.34;-47.5;-51.21
43;-23.005336;-46.835292;758.9;23.28;-48.5;-51.17
44;-23.005337;-46.835295;759.1;22.96;-48.5;-50.99
45;-23.005337;-46.835295;759.2;22.89;-50.5;-50.95
46;-23.005338;-46.835298;759.5;22.51;-48.5;-50.73
47;-23.00534;-46.8353;760.0;21.95;-49.5;-50.4
48;-23.005341;-46.835303;760.3;21.57;-50.5;-50.18
49;-23.005341;-46.835304;760.5;21.4;-49.5;-50.07
50;-23.005342;-46.835306;760.6;21.19;-50.5;-49.95
51;-23.005342;-46.835308;761.1;20.78;-49.5;-49.69
52;-23.005341;-46.83531;761.3;20.66;-57.0;-49.61
53;-23.005342;-46.835309;761.5;20.48;-49.5;-49.5
54;-23.005342;-46.835304;761.2;20.84;-61.5;-49.73
55;-23.005339;-46.835303;760.9;21.3;-60.0;-50.01
56;-23.005339;-46.835303;761.0;21.23;-59.0;-49.97
57;-23.005339;-46.835303;761.0;21.23;-60.0;-49.97
58;-23.005341;-46.835304;760.5;21.4;-63.5;-50.07
59;-23.005341;-46.835302;760.7;21.32;-58.0;-50.03
60;-23.00534;-46.835301;760.8;21.36;-60.0;-50.05
61;-23.005338;-46.8353;760.9;21.47;-60.0;-50.12
62;-23.005337;-46.835298;761.2;21.41;-57.0;-50.08
63;-23.005336;-46.835296;761.2;21.56;-56.0;-50.17
64;-23.005335;-46.835294;761.4;21.57;-58.0;-50.18
65;-23.005332;-46.835291;761.6;21.78;-58.0;-50.31
66;-23.005332;-46.83529;761.6;21.82;-58.0;-50.33
67;-23.005334;-46.835288;761.9;21.56;-58.0;-50.17
68;-23.005335;-46.835287;761.7;21.65;-58.0;-50.23
69;-23.005336;-46.835285;761.9;21.53;-58.0;-50.16
70;-23.005336;-46.835282;762.2;21.47;-59.0;-50.12
71;-23.005336;-46.835281;762.3;21.46;-61.5;-50.11
72;-23.005336;-46.83528;762.7;21.26;-57.0;-49.99
73;-23.005337;-46.835281;762.7;21.14;-56.0;-49.92
74;-23.005334;-46.835279;763.4;21.05;-57.0;-49.86
75;-23.005334;-46.83528;763.1;21.17;-56.0;-49.94
76;-23.005333;-46.83528;763.3;21.14;-55.0;-49.91
77;-23.005335;-46.835285;761.9;21.61;-66.5;-50.2
78;-23.005336;-46.835289;761.2;21.82;-59.0;-50.33
79;-23.005337;-46.835291;759.7;22.68;-65.5;-50.83
80;-23.005338;-46.835295;758.7;23.18;-59.0;-51.12
81;-23.00534;-46.835299;757.3;23.95;-56.0;-51.54
82;-23.005342;-46.8353;756.7;24.25;-55.0;-51.7
83;-23.005341;-46.835299;756.5;24.5;-50.5;-51.84
84;-23.005339;-46.835304;756.5;24.48;-63.5;-51.83
85;-23.005327;-46.835329;756.6;24.63;-47.5;-51.91
86;-23.005321;-46.835382;754.3;26.52;-48.5;-52.87
87;-23.00531;-46.835406;752.8;28.66;-58.0;-53.88
88;-23.005288;-46.835457;755.9;29.1;-67.5;-54.08
89;-23.005271;-46.835517;757.2;31.98;-66.5;-55.31
90;-23.005262;-46.835549;757.0;34.41;-68.5;-56.26
91;-23.005248;-46.835614;756.8;39.39;-75.0;-58.03
92;-23.005248;-46.835614;756.8;39.39;-75.0;-58.03
93;-23.005248;-46.835614;756.8;39.39;-75.0;-58.03
94;-23.005205;-46.83573;759.3;49.52;-73.0;-61.01
95;-23.005207;-46.835724;759.2;48.97;-67.5;-60.86
96;-23.005209;-46.835717;759.3;48.28;-61.5;-60.68
97;-23.005208;-46.835713;759.2;48.08;-67.5;-60.62
98;-23.005209;-46.835709;759.2;47.71;-64.5;-60.52
99;-23.005209;-46.835709;759.0;47.78;-68.5;-60.54
100;-23.005209;-46.835709;758.9;47.82;-73.0;-60.55
101;-23.005209;-46.835708;758.8;47.78;-66.5;-60.54
102;-23.005209;-46.835708;758.2;47.99;-72.0;-60.6
103;-23.00521;-46.835708;757.2;48.29;-64.5;-60.68
104;-23.00521;-46.835708;756.8;48.44;-66.5;-60.72
105;-23.00521;-46.835708;756.3;48.64;-74.0;-60.77
106;-23.005209;-46.835708;755.7;48.94;-67.5;-60.85
107;-23.005208;-46.835709;755.4;49.2;-72.0;-60.92
108;-23.005208;-46.835708;755.2;49.21;-71.0;-60.92
109;-23.005208;-46.835708;754.9;49.33;-74.0;-60.96
110;-23.005208;-46.835709;754.4;49.61;-65.5;-61.03
111;-23.005208;-46.835709;754.3;49.66;-66.5;-61.04
112;-23.005208;-46.835709;754.3;49.66;-66.5;-61.04
113;-23.005209;-46.835709;753.6;49.89;-66.5;-61.1
114;-23.005209;-46.835708;753.4;49.91;-66.5;-61.11
115;-23.005209;-46.835708;753.3;49.96;-66.5;-61.12
116;-23.005209;-46.835709;753.2;50.07;-66.5;-61.15
117;-23.005209;-46.835708;753.3;49.96;-70.0;-61.12
118;-23.005209;-46.835709;753.2;50.07;-72.0;-61.15
119;-23.005209;-46.835709;753.1;50.11;-66.5;-61.16
120;-23.005209;-46.835709;752.8;50.25;-67.5;-61.2
121;-23.005209;-46.83571;752.7;50.36;-64.5;-61.23
122;-23.005209;-46.83571;752.8;50.32;-65.5;-61.22
123;-23.005209;-46.83571;752.8;50.32;-71.0;-61.22
124;-23.005208;-46.835711;753.0;50.36;-68.5;-61.23
125;-23.005208;-46.835712;753.1;50.39;-72.0;-61.23
126;-23.005208;-46.835712;753.0;50.44;-66.5;-61.24
127;-23.005208;-46.835712;752.8;50.52;-66.5;-61.27
128;-23.005209;-46.835712;752.4;50.64;-70.0;-61.3
129;-23.005208;-46.835712;752.2;50.8;-78.5;-61.34
130;-23.005208;-46.835712;752.2;50.8;-65.5;-61.34
131;-23.005209;-46.835714;752.3;50.83;-65.5;-61.35
132;-23.005209;-46.835714;752.1;50.92;-66.5;-61.37
133;-23.00521;-46.835715;751.7;51.11;-66.5;-61.42
134;-23.00521;-46.835715;751.5;51.21;-65.5;-61.44
135;-23.00521;-46.835714;751.4;51.18;-66.5;-61.44
136;-23.00521;-46.835714;751.4;51.18;-66.5;-61.44
137;-23.005209;-46.835714;751.7;51.1;-66.5;-61.42
138;-23.005209;-46.835714;751.9;51.01;-67.5;-61.39
139;-23.005209;-46.835714;752.0;50.97;-66.5;-61.38
