Medida;Latitude;Longitude;Altitude;Distancia_3D_m;RSSI_DL_medido;RSSI_DL_previsto_shadowing
1;-23.005327;-46.835368;765.7;18.15;-65.5;-57.29
2;-23.005324;-46.835364;766.9;17.84;-70.0;-57.07
3;-23.005324;-46.83536;767.5;17.59;-66.5;-56.88
4;-23.005325;-46.83536;767.8;17.35;-64.5;-56.71
5;-23.005328;-46.835366;766.1;17.85;-48.5;-57.08
6;-23.00533;-46.835365;766.5;17.46;-48.5;-56.78
7;-23.005333;-46.835365;766.8;17.02;-49.5;-56.45
8;-23.005336;-46.835362;766.7;16.8;-56.0;-56.28
9;-23.005331;-46.835362;766.5;17.38;-57.0;-56.72
10;-23.005328;-46.835364;766.4;17.7;-56.0;-56.97
11;-23.005326;-46.835365;766.3;17.94;-55.0;-57.14
12;-23.005328;-46.835364;766.5;17.65;-55.0;-56.93
13;-23.005331;-46.835362;766.7;17.27;-55.0;-56.65
14;-23.005335;-46.835359;766.8;16.86;-54.0;-56.33
15;-23.005339;-46.835359;766.5;16.64;-54.0;-56.16
16;-23.005344;-46.83536;765.5;16.74;-55.0;-56.23
17;-23.005345;-46.835361;764.9;17.0;-55.0;-56.44
18;-23.005347;-46.835363;764.5;17.07;-55.0;-56.49
19;-23.005351;-46.835359;764.1;17.02;-68.5;-56.45
20;-23.005353;-46.835358;764.7;16.47;-55.0;-56.02
21;-23.005355;-46.835357;765.8;15.61;-56.0;-55.32
22;-23.005356;-46.835356;766.3;15.22;-55.0;-55.0
23;-23.005331;-46.835399;765.6;18.08;-41.0;-57.24
24;-23.005264;-46.835621;762.9;36.27;-71.0;-66.31
25;-23.005173;-46.835881;761.3;63.15;-76.0;-73.54
26;-23.005024;-46.836247;758.5;103.67;-78.5;-79.99
27;-23.004976;-46.836346;756.8;115.25;-82.5;-81.37
28;-23.004952;-46.836432;756.4;124.22;-82.5;-82.35
29;-23.00488;-46.836711;756.1;153.11;-89.0;-85.07
30;-23.004791;-46.836994;754.6;183.52;-93.5;-87.43
31;-23.004686;-46.837334;753.5;219.98;-89.0;-89.8
32;-23.004581;-46.837654;752.6;254.62;-95.5;-91.7
33;-23.004475;-46.838;752.4;291.73;-97.5;-93.47
34;-23.004338;-46.838429;751.5;338.09;-105.5;-95.4
35;-23.004244;-46.838727;751.0;370.25;-110.0;-96.58
37;-23.004137;-46.839033;753.5;403.54;-93.5;-97.7
38;-23.004138;-46.839042;753.9;404.34;-97.5;-97.73
39;-23.004138;-46.839042;754.0;404.33;-95.5;-97.73
40;-23.00412;-46.839101;754.0;410.67;-95.5;-97.93
41;-23.004077;-46.839217;754.6;423.43;-106.0;-98.33
42;-23.004068;-46.839243;755.2;426.24;-95.5;-98.41
43;-23.004069;-46.839243;756.7;426.13;-97.5;-98.41
44;-23.00407;-46.839243;757.5;426.05;-98.5;-98.41
45;-23.004073;-46.839242;758.3;425.8;-95.5;-98.4
46;-23.004076;-46.839243;758.8;425.76;-96.5;-98.4
47;-23.004078;-46.839244;759.9;425.73;-96.5;-98.4
48;-23.00408;-46.839243;761.1;425.51;-95.5;-98.39
49;-23.004083;-46.839241;762.5;425.16;-95.5;-98.38
52;-23.004092;-46.839208;776.4;421.45;-95.5;-98.27
53;-23.004085;-46.83921;775.7;421.92;-95.5;-98.28
54;-23.004081;-46.839211;774.8;422.18;-95.5;-98.29
55;-23.004078;-46.839212;774.4;422.4;-94.5;-98.3
56;-23.004078;-46.839214;774.8;422.59;-95.5;-98.3
57;-23.004078;-46.839214;774.8;422.59;-95.5;-98.3
58;-23.004082;-46.839215;773.1;422.53;-96.5;-98.3
59;-23.004081;-46.839218;772.4;422.86;-97.5;-98.31
60;-23.004083;-46.839221;772.1;423.07;-95.5;-98.32
61;-23.004084;-46.839224;771.9;423.31;-97.5;-98.32
62;-23.004087;-46.839222;773.2;422.99;-97.5;-98.31
63;-23.004091;-46.839226;773.9;423.21;-96.5;-98.32
64;-23.004093;-46.839232;773.7;423.7;-97.5;-98.34
65;-23.004096;-46.839241;773.0;424.45;-96.5;-98.36
66;-23.004101;-46.839242;772.3;424.35;-96.5;-98.36
67;-23.004107;-46.839247;771.6;424.59;-95.5;-98.36
68;-23.004104;-46.839268;767.8;426.77;-95.5;-98.43
69;-23.004085;-46.839261;765.4;426.91;-94.5;-98.43
70;-23.004074;-46.839254;764.0;426.72;-93.5;-98.43
71;-23.004066;-46.83925;763.1;426.68;-93.5;-98.43
72;-23.004063;-46.83925;762.0;426.84;-92.0;-98.43
73;-23.00406;-46.839252;759.9;427.22;-94.5;-98.44
74;-23.004059;-46.839253;757.8;427.44;-93.5;-98.45
75;-23.004057;-46.839254;755.9;427.7;-94.5;-98.46
76;-23.004055;-46.839255;754.8;427.93;-94.5;-98.47
