Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
05/07/2026 20:53:43;1;1974;22.0;63.5;-23.005348;-46.835397;762.5
05/07/2026 20:53:44;2;1971;22.0;63.5;-23.005349;-46.835398;762.5
05/07/2026 20:53:46;3;1970;22.0;63.5;-23.005349;-46.835398;762.9
05/07/2026 20:53:47;4;1971;22.0;63.5;-23.005349;-46.835398;763.0
05/07/2026 20:53:48;5;1968;22.0;63.5;-23.00535;-46.835398;763.0
05/07/2026 20:53:49;6;1968;22.0;63.4;-23.005351;-46.835398;762.7
05/07/2026 20:53:51;7;1967;22.0;63.4;-23.005351;-46.835397;762.6
05/07/2026 20:53:52;8;1978;22.0;63.4;-23.005351;-46.835397;762.6
05/07/2026 20:53:53;9;1968;22.0;63.3;-23.005352;-46.835396;762.4
05/07/2026 20:53:54;10;1970;22.0;63.3;-23.005352;-46.835396;762.0
05/07/2026 20:53:55;11;1968;22.1;63.2;-23.005351;-46.835396;762.0
05/07/2026 20:53:57;12;1969;22.1;63.2;-23.00535;-46.835396;762.2
05/07/2026 20:53:58;13;1976;22.0;63.2;-23.005349;-46.835396;762.4
05/07/2026 20:53:59;14;1970;22.0;63.2;-23.005346;-46.835397;762.7
05/07/2026 20:54:03;15;1970;22.0;63.2;-23.005346;-46.835397;762.7
05/07/2026 20:54:04;16;1982;22.1;63.0;-23.005345;-46.835397;762.6
05/07/2026 20:54:08;17;1982;22.1;63.0;-23.005345;-46.835397;762.6
05/07/2026 20:54:09;18;1970;22.1;63.1;-23.005344;-46.8354;762.8
05/07/2026 20:54:10;19;1970;22.1;63.0;-23.005343;-46.835401;762.8
05/07/2026 20:54:11;20;1967;22.1;63.0;-23.005343;-46.835401;762.6
05/07/2026 20:54:12;21;1968;22.1;62.9;-23.005344;-46.835401;762.3
05/07/2026 20:54:14;22;1975;22.1;62.9;-23.005344;-46.835401;762.1
05/07/2026 20:54:15;23;1983;22.1;62.9;-23.005344;-46.8354;762.0
05/07/2026 20:54:18;24;1983;22.1;62.9;-23.005344;-46.8354;762.0
05/07/2026 20:54:19;25;1975;22.1;62.8;-23.005343;-46.835398;761.5
05/07/2026 20:54:20;26;1980;22.1;62.8;-23.005343;-46.835398;761.0
05/07/2026 20:54:22;27;1975;22.1;62.7;-23.005343;-46.835397;760.9
05/07/2026 20:54:23;28;1969;22.1;62.7;-23.005343;-46.835397;760.6
05/07/2026 20:54:24;29;1979;22.1;62.7;-23.005344;-46.835397;760.3
05/07/2026 20:54:25;30;1970;22.1;62.7;-23.005346;-46.835396;759.9
05/07/2026 20:54:26;31;1970;22.2;62.6;-23.005347;-46.835397;759.2
05/07/2026 20:54:28;32;1970;22.2;62.6;-23.005348;-46.835397;759.0
05/07/2026 20:54:29;33;1968;22.2;62.6;-23.005349;-46.835398;758.8
05/07/2026 20:54:30;34;1976;22.2;62.6;-23.00535;-46.835398;758.7
05/07/2026 20:54:31;35;1968;22.2;62.6;-23.005353;-46.835398;758.4
05/07/2026 20:54:32;36;1968;22.2;62.5;-23.005354;-46.835397;758.1
05/07/2026 20:54:36;37;1968;22.2;62.5;-23.005354;-46.835397;758.1
05/07/2026 20:54:37;38;1982;22.2;62.4;-23.005358;-46.835396;757.2
05/07/2026 20:54:38;39;1969;22.2;62.4;-23.00536;-46.835395;756.7
05/07/2026 20:54:40;40;1971;22.2;62.4;-23.005361;-46.835394;756.2
