Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR_DL;PSR_UL;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
05/07/2026 20:53:43;1;-32.5;-32.5;0;100.0;100.0;-32.5;-32.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.5;5.5;0;1;0;1
05/07/2026 20:53:44;2;-32.5;-32.5;0;100.0;100.0;-32.5;-32.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.25;5.25;0;2;0;1
05/07/2026 20:53:46;3;-32.5;-32.5;0;100.0;100.0;-32.5;-32.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.5;5.5;0;3;0;1
05/07/2026 20:53:47;4;-32.5;-32.5;0;100.0;100.0;-32.5;-32.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.5;5.5;0;4;0;1
05/07/2026 20:53:48;5;-33.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.25;5.0;0;5;0;1
05/07/2026 20:53:49;6;-33.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.75;5.25;0;6;0;1
05/07/2026 20:53:51;7;-32.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.0;5.5;0;7;0;1
05/07/2026 20:53:52;8;-32.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.25;5.5;0;8;0;1
05/07/2026 20:53:53;9;-33.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.5;5.25;0;9;0;1
05/07/2026 20:53:54;10;-32.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.25;5.25;0;10;0;1
05/07/2026 20:53:55;11;-33.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-32.5;7;500;5;20;21875.0;21875.0;5.5;5.5;0;11;0;1
05/07/2026 20:53:57;12;-32.5;-33.5;0;100.0;100.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;21875.0;5.0;5.5;0;12;0;1
05/07/2026 20:53:58;13;-33.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;21875.0;5.5;5.0;0;13;0;1
05/07/2026 20:53:59;14;-32.5;-32.5;0;100.0;100.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;21875.0;5.25;5.25;0;14;0;1
05/07/2026 20:54:03;15;-32.5;-32.5;1;100.0;93.33;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;20416.666666666664;5.25;5.25;0;14;1;1
05/07/2026 20:54:04;16;-33.5;-32.5;1;93.75;93.75;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;20507.8125;5.25;5.5;0;15;1;1
05/07/2026 20:54:08;17;-33.5;-32.5;2;94.12;88.24;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19301.470588235294;5.25;5.5;0;15;2;1
05/07/2026 20:54:09;18;-32.5;-32.5;2;88.89;88.89;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19444.44444444444;5.25;5.5;0;16;2;1
05/07/2026 20:54:10;19;-32.5;-32.5;2;89.47;89.47;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19572.36842105263;5.5;5.25;0;17;2;1
05/07/2026 20:54:11;20;-32.5;-32.5;2;90.0;90.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19687.5;5.25;5.25;0;18;2;1
05/07/2026 20:54:12;21;-33.5;-33.5;2;90.48;90.48;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19791.666666666668;5.75;5.75;0;19;2;1
05/07/2026 20:54:14;22;-32.5;-32.5;2;90.91;90.91;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19886.363636363636;5.5;5.0;0;20;2;1
05/07/2026 20:54:15;23;-32.5;-32.5;2;91.3;91.3;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19972.82608695652;5.25;5.5;0;21;2;1
05/07/2026 20:54:18;24;-32.5;-32.5;3;91.67;87.5;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19140.625;5.25;5.5;0;21;3;1
05/07/2026 20:54:19;25;-32.5;-33.5;3;88.0;88.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19250.0;5.5;5.5;0;22;3;1
05/07/2026 20:54:20;26;-33.5;-32.5;3;88.46;88.46;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19350.96153846154;5.25;5.25;0;23;3;1
05/07/2026 20:54:22;27;-32.5;-32.5;3;88.89;88.89;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19444.44444444444;5.25;5.25;0;24;3;1
05/07/2026 20:54:23;28;-33.5;-33.5;3;89.29;89.29;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19531.250000000004;5.0;5.75;0;25;3;1
05/07/2026 20:54:24;29;-32.5;-33.5;3;89.66;89.66;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19612.068965517243;5.5;5.75;0;26;3;1
05/07/2026 20:54:25;30;-32.5;-33.5;3;90.0;90.0;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19687.5;5.0;5.5;0;27;3;1
05/07/2026 20:54:26;31;-33.5;-32.5;3;90.32;90.32;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19758.06451612903;5.25;5.75;0;28;3;1
05/07/2026 20:54:28;32;-33.5;-32.5;3;90.62;90.62;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19824.21875;5.5;5.25;0;29;3;1
05/07/2026 20:54:29;33;-33.5;-33.5;3;90.91;90.91;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19886.363636363636;5.25;5.25;0;30;3;1
05/07/2026 20:54:30;34;-32.5;-32.5;3;91.18;91.18;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;19944.85294117647;5.5;5.25;0;31;3;1
05/07/2026 20:54:31;35;-32.5;-32.5;3;91.43;91.43;-32.5;-33.5;-32.5;-33.5;7;500;5;20;21875.0;20000.0;5.5;5.75;0;32;3;1
