Medida;Latitude;Longitude;Altitude;Distancia_3D_m;RSSI_DL_medido;RSSI_DL_previsto_shadowing
1;-23.005348;-46.835397;762.5;18.53;-32.5;-33.85
2;-23.005349;-46.835398;762.5;18.47;-32.5;-33.8
3;-23.005349;-46.835398;762.9;18.19;-32.5;-33.61
4;-23.005349;-46.835398;763.0;18.12;-32.5;-33.56
5;-23.00535;-46.835398;763.0;18.04;-33.5;-33.5
6;-23.005351;-46.835398;762.7;18.17;-33.5;-33.59
7;-23.005351;-46.835397;762.6;18.23;-32.5;-33.63
8;-23.005351;-46.835397;762.6;18.23;-32.5;-33.63
9;-23.005352;-46.835396;762.4;18.27;-33.5;-33.67
10;-23.005352;-46.835396;762.0;18.56;-32.5;-33.87
11;-23.005351;-46.835396;762.0;18.64;-33.5;-33.92
12;-23.00535;-46.835396;762.2;18.57;-32.5;-33.88
13;-23.005349;-46.835396;762.4;18.51;-33.5;-33.83
14;-23.005346;-46.835397;762.7;18.55;-32.5;-33.86
15;-23.005346;-46.835397;762.7;18.55;-32.5;-33.86
16;-23.005345;-46.835397;762.6;18.7;-33.5;-33.96
17;-23.005345;-46.835397;762.6;18.7;-33.5;-33.96
18;-23.005344;-46.8354;762.8;18.69;-32.5;-33.96
19;-23.005343;-46.835401;762.8;18.78;-32.5;-34.03
20;-23.005343;-46.835401;762.6;18.92;-32.5;-34.12
21;-23.005344;-46.835401;762.3;19.04;-33.5;-34.21
22;-23.005344;-46.835401;762.1;19.18;-32.5;-34.3
23;-23.005344;-46.8354;762.0;19.24;-32.5;-34.34
24;-23.005344;-46.8354;762.0;19.24;-32.5;-34.34
25;-23.005343;-46.835398;761.5;19.63;-32.5;-34.6
26;-23.005343;-46.835398;761.0;19.99;-33.5;-34.84
27;-23.005343;-46.835397;760.9;20.05;-32.5;-34.87
28;-23.005343;-46.835397;760.6;20.27;-33.5;-35.01
29;-23.005344;-46.835397;760.3;20.41;-32.5;-35.11
30;-23.005346;-46.835396;759.9;20.55;-32.5;-35.2
31;-23.005347;-46.835397;759.2;21.03;-33.5;-35.5
32;-23.005348;-46.835397;759.0;21.12;-33.5;-35.55
33;-23.005349;-46.835398;758.8;21.22;-33.5;-35.61
34;-23.00535;-46.835398;758.7;21.23;-32.5;-35.62
35;-23.005353;-46.835398;758.4;21.27;-32.5;-35.64
36;-23.005354;-46.835397;758.1;21.43;-32.5;-35.74
37;-23.005354;-46.835397;758.1;21.43;-32.5;-35.74
38;-23.005358;-46.835396;757.2;21.91;-33.5;-36.03
39;-23.00536;-46.835395;756.7;22.19;-32.5;-36.2
40;-23.005361;-46.835394;756.2;22.55;-32.5;-36.41
41;-23.005362;-46.835393;755.8;22.82;-33.5;-36.56
42;-23.005361;-46.835392;755.5;23.13;-32.5;-36.73
43;-23.005361;-46.835392;755.3;23.3;-32.5;-36.83
44;-23.005362;-46.835392;755.1;23.42;-32.5;-36.9
45;-23.005362;-46.835392;755.1;23.42;-32.5;-36.9
46;-23.005363;-46.835392;755.0;23.45;-32.5;-36.92
47;-23.005363;-46.835393;754.9;23.55;-33.5;-36.97
48;-23.005364;-46.835394;754.8;23.59;-33.5;-36.99
49;-23.005363;-46.835395;754.9;23.57;-33.5;-36.98
50;-23.005363;-46.835395;754.9;23.57;-34.5;-36.98
51;-23.005363;-46.835395;755.0;23.48;-33.5;-36.93
52;-23.005363;-46.835395;755.2;23.31;-32.5;-36.84
53;-23.005363;-46.835396;755.4;23.15;-33.5;-36.75
54;-23.005362;-46.835396;755.4;23.2;-33.5;-36.78
55;-23.005361;-46.835396;755.5;23.17;-32.5;-36.76
56;-23.005361;-46.835396;755.7;23.0;-32.5;-36.66
57;-23.00536;-46.835397;756.0;22.81;-32.5;-36.56
58;-23.005359;-46.835397;756.2;22.7;-32.5;-36.49
59;-23.005358;-46.835398;756.4;22.6;-32.5;-36.44
60;-23.005355;-46.835398;757.0;22.28;-33.5;-36.25
61;-23.005354;-46.835399;757.4;22.03;-32.5;-36.1
62;-23.005352;-46.835399;757.8;21.83;-33.5;-35.98
63;-23.005351;-46.8354;758.2;21.59;-32.5;-35.84
64;-23.005348;-46.8354;758.9;21.24;-32.5;-35.62
65;-23.005347;-46.835401;759.2;21.09;-32.5;-35.53
66;-23.005346;-46.835401;759.5;20.93;-32.5;-35.43
67;-23.005345;-46.835402;759.9;20.71;-32.5;-35.3
68;-23.005345;-46.835403;760.5;20.28;-33.5;-35.03
69;-23.005344;-46.835403;760.8;20.14;-32.5;-34.93
70;-23.005344;-46.835403;761.0;19.99;-32.5;-34.84
71;-23.005343;-46.835403;761.1;20.0;-32.5;-34.84
72;-23.005342;-46.835403;761.0;20.15;-32.5;-34.94
73;-23.005342;-46.835403;761.0;20.15;-32.5;-34.94
74;-23.005342;-46.835403;761.0;20.15;-32.5;-34.94
75;-23.005342;-46.835403;760.9;20.22;-32.5;-34.98
76;-23.005342;-46.835403;760.8;20.29;-32.5;-35.03
77;-23.005342;-46.835403;760.7;20.36;-32.5;-35.08
78;-23.005342;-46.835402;760.2;20.71;-32.5;-35.3
79;-23.005343;-46.835401;759.9;20.84;-33.5;-35.38
80;-23.005343;-46.835401;759.6;21.07;-33.5;-35.52
81;-23.005343;-46.8354;759.3;21.28;-33.5;-35.65
82;-23.005345;-46.835399;758.7;21.58;-32.5;-35.83
83;-23.005345;-46.835399;758.4;21.81;-33.5;-35.97
84;-23.005346;-46.835399;758.1;21.98;-32.5;-36.07
85;-23.005346;-46.835398;757.9;22.13;-33.5;-36.16
86;-23.005347;-46.835397;757.7;22.21;-33.5;-36.21
87;-23.005347;-46.835397;757.3;22.53;-32.5;-36.39
88;-23.005347;-46.835396;757.3;22.51;-32.5;-36.39
89;-23.005347;-46.835396;757.3;22.51;-32.5;-36.39
90;-23.005346;-46.835396;757.3;22.58;-32.5;-36.42
91;-23.005346;-46.835396;757.4;22.5;-32.5;-36.38
92;-23.005345;-46.835396;757.5;22.48;-32.5;-36.37
93;-23.005345;-46.835396;757.5;22.48;-33.5;-36.37
94;-23.005344;-46.835396;757.5;22.55;-33.5;-36.41
95;-23.005344;-46.835395;757.5;22.54;-33.5;-36.4
96;-23.005342;-46.835394;757.6;22.58;-33.5;-36.42
97;-23.005342;-46.835393;758.1;22.18;-32.5;-36.19
98;-23.005341;-46.835392;758.3;22.08;-33.5;-36.13
99;-23.00534;-46.835392;758.5;22.0;-32.5;-36.08
100;-23.005339;-46.835391;758.7;21.9;-32.5;-36.03
101;-23.005339;-46.835391;758.9;21.75;-32.5;-35.94
102;-23.005338;-46.83539;759.2;21.59;-32.5;-35.84
103;-23.005338;-46.83539;759.3;21.51;-32.5;-35.79
104;-23.005338;-46.83539;759.6;21.29;-32.5;-35.66
105;-23.005337;-46.83539;759.8;21.22;-32.5;-35.61
106;-23.005337;-46.83539;760.3;20.85;-32.5;-35.39
107;-23.005338;-46.835391;760.5;20.64;-32.5;-35.25
108;-23.005338;-46.835391;760.8;20.43;-32.5;-35.12
109;-23.005338;-46.835392;761.1;20.22;-32.5;-34.99
110;-23.005337;-46.835392;761.7;19.88;-32.5;-34.77
111;-23.005336;-46.835393;762.1;19.7;-32.5;-34.65
112;-23.005335;-46.835393;762.5;19.52;-32.5;-34.52
113;-23.005334;-46.835393;762.8;19.4;-33.5;-34.45
114;-23.005332;-46.835394;763.6;19.08;-32.5;-34.23
115;-23.00533;-46.835394;763.9;19.07;-32.5;-34.22
116;-23.005328;-46.835395;764.1;19.14;-33.5;-34.27
117;-23.005325;-46.835395;764.4;19.23;-32.5;-34.33
118;-23.005324;-46.835395;764.6;19.21;-33.5;-34.32
119;-23.005323;-46.835396;764.9;19.15;-32.5;-34.28
120;-23.005322;-46.835397;765.0;19.2;-32.5;-34.31
121;-23.005321;-46.835398;765.0;19.31;-32.5;-34.38
122;-23.005321;-46.835398;765.2;19.2;-33.5;-34.31
123;-23.00532;-46.835398;765.4;19.19;-36.5;-34.3
124;-23.005319;-46.835402;765.5;19.29;-38.0;-34.38
125;-23.005315;-46.835411;765.4;19.89;-39.0;-34.77
126;-23.005299;-46.835438;765.2;22.21;-43.0;-36.21
127;-23.005288;-46.835454;764.9;23.91;-44.0;-37.17
128;-23.005278;-46.83547;764.4;25.65;-42.0;-38.09
129;-23.005267;-46.835486;763.6;27.66;-44.0;-39.07
130;-23.005255;-46.835509;763.1;29.98;-50.5;-40.12
131;-23.005233;-46.835562;762.2;35.01;-48.5;-42.14
132;-23.005223;-46.83559;761.5;37.74;-54.0;-43.12
133;-23.005213;-46.835619;761.3;40.42;-64.5;-44.01
134;-23.005204;-46.835647;761.1;43.02;-64.5;-44.82
135;-23.005192;-46.835694;760.7;47.3;-67.5;-46.06
136;-23.005183;-46.83571;760.6;49.13;-73.0;-46.55
137;-23.005175;-46.835723;760.3;50.73;-70.0;-46.97
138;-23.005165;-46.835734;760.2;52.27;-66.5;-47.36
139;-23.005155;-46.835757;759.8;54.78;-60.0;-47.97
140;-23.005153;-46.835767;760.0;55.6;-67.5;-48.17
141;-23.005152;-46.835771;759.9;56.0;-68.5;-48.26
142;-23.005151;-46.835772;759.8;56.17;-72.0;-48.3
143;-23.005152;-46.835765;759.7;55.61;-82.5;-48.17
144;-23.005154;-46.835759;759.9;54.97;-74.0;-48.01
145;-23.005155;-46.835753;760.0;54.42;-68.5;-47.89
146;-23.005157;-46.835748;760.2;53.86;-68.5;-47.75
147;-23.005158;-46.835744;760.2;53.49;-71.0;-47.66
148;-23.005159;-46.835744;760.5;53.34;-68.5;-47.62
149;-23.00516;-46.835743;761.0;53.06;-70.0;-47.55
