Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
04/07/2026 13:55:10;1;2706;25.1;63.2;-23.005496;-46.835448;772.9
04/07/2026 13:55:17;2;2840;25.1;63.3;-23.005479;-46.835476;776.8
04/07/2026 13:55:24;3;2704;25.1;63.3;-23.005474;-46.835489;778.2
04/07/2026 13:55:30;4;2704;25.1;63.3;-23.005451;-46.835525;784.0
04/07/2026 13:55:36;5;2733;25.1;63.3;-23.005454;-46.835506;782.6
04/07/2026 13:55:43;6;2745;25.1;63.4;-23.005457;-46.835491;781.9
04/07/2026 13:55:49;7;2809;25.1;63.5;-23.005456;-46.835483;780.6
04/07/2026 13:55:55;8;2716;25.1;63.5;-23.005456;-46.835501;780.8
04/07/2026 13:56:02;9;2840;25.1;63.5;-23.00546;-46.835496;779.3
04/07/2026 13:56:08;10;2838;25.1;63.5;-23.005457;-46.835508;779.9
