Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
04/07/2026 09:14:43;1;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-76.0;-76.0;0.0;-76.0;-76.0;9.0;9.0;9.0;9.0;10.5;10.5;10.5;10.5;100.0;100.0;0.0;183.11;183.11;0;1;0;1
04/07/2026 09:14:50;2;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-75.0;-75.0;-76.0;0.707;-75.5;-75.47;9.25;9.25;9.0;9.12;9.75;10.5;9.75;10.12;100.0;100.0;0.0;183.11;183.11;0;2;0;1
04/07/2026 09:14:56;3;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-76.0;0.577;-76.0;-75.64;9.25;9.25;9.0;9.17;10.0;10.5;9.75;10.08;100.0;100.0;0.0;183.11;183.11;0;3;0;1
04/07/2026 09:15:02;4;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-77.5;-75.0;-77.5;1.031;-76.0;-76.04;10.0;10.0;9.0;9.38;10.5;10.5;9.75;10.19;100.0;100.0;0.0;183.11;183.11;0;4;0;1
04/07/2026 09:15:08;5;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.894;-76.0;-76.03;9.5;10.0;9.0;9.4;10.5;10.5;9.75;10.25;100.0;100.0;0.0;183.11;183.11;0;5;0;1
04/07/2026 09:15:15;6;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.801;-76.0;-76.02;9.25;10.0;9.0;9.38;10.75;10.75;9.75;10.33;100.0;100.0;0.0;183.11;183.11;0;6;0;1
04/07/2026 09:15:21;7;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.732;-76.0;-76.02;9.75;10.0;9.0;9.43;8.75;10.75;8.75;10.11;100.0;100.0;0.0;183.11;183.11;0;7;0;1
04/07/2026 09:15:27;8;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.678;-76.0;-76.02;10.25;10.25;9.0;9.53;9.75;10.75;8.75;10.06;100.0;100.0;0.0;183.11;183.11;0;8;0;1
04/07/2026 09:15:34;9;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.635;-76.0;-76.02;9.25;10.25;9.0;9.5;9.5;10.75;8.75;10.0;100.0;100.0;0.0;183.11;183.11;0;9;0;1
04/07/2026 09:15:40;10;-74.0;-74.0;-74.0;0.0;-74.0;-74.0;-76.0;-75.0;-77.5;0.599;-76.0;-76.01;9.0;10.25;9.0;9.45;10.5;10.75;8.75;10.05;100.0;100.0;0.0;183.11;183.11;0;10;0;1
