Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
04/07/2026 09:19:02;1;2557;23.2;63.4;-23.005433;-46.835377;769.1
04/07/2026 09:19:03;2;2667;23.2;63.5;-23.005432;-46.835377;769.1
04/07/2026 09:19:05;3;2605;23.2;63.5;-23.005432;-46.835377;769.2
04/07/2026 09:19:06;4;2626;23.2;63.5;-23.005432;-46.835377;769.3
04/07/2026 09:19:07;5;2640;23.2;63.5;-23.005432;-46.835377;769.3
04/07/2026 09:19:08;6;2595;23.2;63.5;-23.005431;-46.835376;769.3
04/07/2026 09:19:09;7;2662;23.2;63.5;-23.005429;-46.835375;769.3
04/07/2026 09:19:11;8;2559;23.2;63.5;-23.005429;-46.835375;769.4
04/07/2026 09:19:12;9;2664;23.2;63.5;-23.005429;-46.835376;769.4
04/07/2026 09:19:13;10;2588;23.2;63.5;-23.00543;-46.835376;769.5
