Time stamp;Medida;Luminosidade
27/06/2026 11:19:38;1;452
27/06/2026 11:19:40;2;453
27/06/2026 11:19:42;3;452
27/06/2026 11:19:44;4;451
27/06/2026 11:19:48;5;451
27/06/2026 11:19:52;6;451
27/06/2026 11:19:54;7;451
27/06/2026 11:19:56;8;449
27/06/2026 11:19:58;9;449
27/06/2026 11:20:00;10;450
27/06/2026 11:20:02;11;450
27/06/2026 11:20:04;12;450
27/06/2026 11:20:06;13;449
27/06/2026 11:20:08;14;452
27/06/2026 11:20:10;15;449
27/06/2026 11:20:12;16;444
27/06/2026 11:20:14;17;449
27/06/2026 11:20:16;18;450
27/06/2026 11:20:20;19;450
27/06/2026 11:20:24;20;450
27/06/2026 11:20:28;21;450
27/06/2026 11:20:33;22;450
27/06/2026 11:20:35;23;448
27/06/2026 11:20:37;24;449
27/06/2026 11:20:39;25;449
27/06/2026 11:20:41;26;448
27/06/2026 11:20:43;27;448
27/06/2026 11:20:47;28;448
27/06/2026 11:20:51;29;448
27/06/2026 11:20:53;30;446
27/06/2026 11:20:55;31;447
27/06/2026 11:20:57;32;447
27/06/2026 11:20:59;33;447
27/06/2026 11:21:01;34;447
27/06/2026 11:21:03;35;446
27/06/2026 11:21:05;36;448
27/06/2026 11:21:07;37;446
27/06/2026 11:21:09;38;457
27/06/2026 11:21:11;39;448
27/06/2026 11:21:13;40;448
27/06/2026 11:21:15;41;466
27/06/2026 11:21:17;42;446
27/06/2026 11:21:19;43;466
27/06/2026 11:21:21;44;446
27/06/2026 11:21:25;45;446
27/06/2026 11:21:27;46;464
27/06/2026 11:21:29;47;469
27/06/2026 11:21:31;48;450
27/06/2026 11:21:33;49;469
27/06/2026 11:21:35;50;452
27/06/2026 11:21:37;51;446
27/06/2026 11:21:39;52;458
27/06/2026 11:21:41;53;446
27/06/2026 11:21:43;54;445
27/06/2026 11:21:45;55;448
27/06/2026 11:21:47;56;444
27/06/2026 11:21:49;57;446
27/06/2026 11:21:51;58;444
27/06/2026 11:21:53;59;444
27/06/2026 11:21:55;60;443
27/06/2026 11:21:57;61;445
27/06/2026 11:21:59;62;445
27/06/2026 11:22:01;63;444
27/06/2026 11:22:03;64;437
27/06/2026 11:22:05;65;432
27/06/2026 11:22:07;66;366
27/06/2026 11:22:09;67;346
27/06/2026 11:22:11;68;432
27/06/2026 11:22:13;69;434
27/06/2026 11:22:15;70;419
27/06/2026 11:22:17;71;334
27/06/2026 11:22:21;72;334
27/06/2026 11:22:25;73;334
27/06/2026 11:22:27;74;439
27/06/2026 11:22:29;75;437
27/06/2026 11:22:33;76;437
27/06/2026 11:22:37;77;437
27/06/2026 11:22:41;78;437
27/06/2026 11:22:45;79;437
27/06/2026 11:22:49;80;437
27/06/2026 11:22:52;81;437
27/06/2026 11:22:54;82;436
27/06/2026 11:22:56;83;451
27/06/2026 11:22:58;84;461
27/06/2026 11:23:00;85;448
27/06/2026 11:23:02;86;435
27/06/2026 11:23:06;87;435
27/06/2026 11:23:08;88;432
27/06/2026 11:23:10;89;432
27/06/2026 11:23:12;90;432
27/06/2026 11:23:14;91;435
27/06/2026 11:23:18;92;435
27/06/2026 11:23:20;93;432
27/06/2026 11:23:22;94;432
27/06/2026 11:23:24;95;432
27/06/2026 11:23:26;96;432
27/06/2026 11:23:28;97;432
27/06/2026 11:23:32;98;432
27/06/2026 11:23:34;99;432
27/06/2026 11:23:36;100;432
