Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
27/06/2026 11:50:45;1;-76.0;-76.0;-76.0;0.0;-76.0;-76.0;-76.0;-76.0;-76.0;0.0;-76.0;-76.0;6.5;6.5;6.5;6.5;6.25;6.25;6.25;6.25;100.0;100.0;0.0;7031.25;7031.25;1;1;0;1
27/06/2026 11:50:47;2;-76.0;-76.0;-76.0;0.0;-76.0;-76.0;-77.5;-76.0;-77.5;1.061;-76.75;-76.69;6.0;6.5;6.0;6.25;6.25;6.25;6.25;6.25;100.0;100.0;0.0;7031.25;7031.25;2;2;0;1
27/06/2026 11:50:49;3;-75.0;-75.0;-76.0;0.577;-76.0;-75.64;-77.5;-76.0;-77.5;0.866;-77.5;-76.94;6.0;6.5;6.0;6.17;6.0;6.25;6.0;6.17;100.0;100.0;0.0;7031.25;7031.25;3;3;0;1
27/06/2026 11:50:51;4;-76.0;-75.0;-76.0;0.5;-76.0;-75.73;-76.0;-76.0;-77.5;0.866;-76.75;-76.69;8.0;8.0;6.0;6.62;8.5;8.5;6.0;6.75;100.0;100.0;0.0;7031.25;7031.25;4;4;0;1
27/06/2026 11:50:53;5;-77.5;-75.0;-77.5;0.894;-76.0;-76.03;-78.5;-76.0;-78.5;1.084;-77.5;-76.99;7.75;8.0;6.0;6.85;8.5;8.5;6.0;7.1;100.0;100.0;0.0;7031.25;7031.25;5;5;0;1
27/06/2026 11:50:55;6;-78.5;-75.0;-78.5;1.265;-76.0;-76.35;-75.0;-75.0;-78.5;1.294;-76.75;-76.59;8.25;8.25;6.0;7.08;8.25;8.5;6.0;7.29;100.0;100.0;0.0;7031.25;7031.25;6;6;0;1
27/06/2026 11:50:57;7;-76.0;-75.0;-78.5;1.17;-76.0;-76.3;-77.5;-75.0;-78.5;1.215;-77.5;-76.71;7.75;8.25;6.0;7.18;8.5;8.5;6.0;7.46;100.0;100.0;0.0;7031.25;7031.25;7;7;0;1
27/06/2026 11:51:01;8;-76.0;-75.0;-78.5;1.094;-76.0;-76.26;-77.5;-75.0;-78.5;1.148;-77.5;-76.8;7.75;8.25;6.0;7.25;8.5;8.5;6.0;7.59;87.5;98.44;1.56;7031.25;6152.34;7;7;1;1
27/06/2026 11:51:03;9;-76.0;-75.0;-78.5;1.031;-76.0;-76.23;-76.0;-75.0;-78.5;1.118;-77.5;-76.7;7.5;8.25;6.0;7.28;8.0;8.5;6.0;7.64;88.89;97.38;2.62;7031.25;6250.0;9;8;1;1
27/06/2026 11:51:05;10;-76.0;-75.0;-78.5;0.978;-76.0;-76.21;-77.5;-75.0;-78.5;1.075;-77.5;-76.78;7.25;8.25;6.0;7.28;8.25;8.5;6.0;7.7;90.0;96.64;3.36;7031.25;6328.12;10;9;1;1
27/06/2026 11:51:07;11;-76.0;-75.0;-78.5;0.932;-76.0;-76.21;-74.0;-74.0;-78.5;1.343;-77.5;-76.48;7.0;8.25;6.0;7.25;6.5;8.5;6.0;7.59;90.91;96.12;3.88;7031.25;6392.05;11;10;1;1
27/06/2026 11:51:09;12;-76.0;-75.0;-78.5;0.892;-76.0;-76.21;-76.0;-74.0;-78.5;1.294;-76.75;-76.34;5.75;8.25;5.75;7.12;6.5;8.5;6.0;7.5;91.67;95.75;4.25;7031.25;6445.31;12;11;1;1
27/06/2026 11:51:11;13;-75.0;-75.0;-78.5;0.922;-76.0;-76.21;-76.0;-74.0;-78.5;1.249;-76.0;-76.21;5.75;8.25;5.75;7.02;6.0;8.5;6.0;7.38;92.31;95.48;4.52;7031.25;6490.38;13;12;1;1
27/06/2026 11:51:13;14;-76.0;-75.0;-78.5;0.886;-76.0;-76.21;-74.0;-74.0;-78.5;1.379;-76.0;-75.95;6.0;8.25;5.75;6.95;6.25;8.5;6.0;7.3;92.86;95.3;4.7;7031.25;6529.02;14;13;1;1
