Time stamp;Medida;Luminosidade
27/06/2026 10:37:47;1;963
27/06/2026 10:37:49;2;954
27/06/2026 10:37:51;3;955
27/06/2026 10:37:53;4;970
27/06/2026 10:37:55;5;949
27/06/2026 10:37:57;6;969
27/06/2026 10:37:59;7;970
27/06/2026 10:38:01;8;967
27/06/2026 10:38:03;9;972
27/06/2026 10:38:05;10;965
27/06/2026 10:38:07;11;968
27/06/2026 10:38:09;12;953
27/06/2026 10:38:11;13;966
27/06/2026 10:38:13;14;953
27/06/2026 10:38:15;15;949
27/06/2026 10:38:17;16;953
27/06/2026 10:38:19;17;946
27/06/2026 10:38:21;18;957
27/06/2026 10:38:23;19;948
27/06/2026 10:38:25;20;949
27/06/2026 10:38:27;21;944
27/06/2026 10:38:29;22;944
27/06/2026 10:38:31;23;945
27/06/2026 10:38:33;24;945
27/06/2026 10:38:37;25;945
27/06/2026 10:38:39;26;944
27/06/2026 10:38:41;27;945
27/06/2026 10:38:43;28;946
27/06/2026 10:38:45;29;947
27/06/2026 10:38:47;30;944
27/06/2026 10:38:49;31;944
27/06/2026 10:38:51;32;944
27/06/2026 10:38:53;33;944
27/06/2026 10:38:55;34;943
27/06/2026 10:38:57;35;944
27/06/2026 10:38:59;36;944
27/06/2026 10:39:01;37;944
27/06/2026 10:39:05;38;944
27/06/2026 10:39:07;39;942
27/06/2026 10:39:09;40;944
27/06/2026 10:39:11;41;943
27/06/2026 10:39:13;42;942
27/06/2026 10:39:15;43;941
27/06/2026 10:39:17;44;941
27/06/2026 10:39:19;45;943
27/06/2026 10:39:21;46;941
27/06/2026 10:39:23;47;941
27/06/2026 10:39:27;48;941
27/06/2026 10:39:29;49;941
27/06/2026 10:39:31;50;939
27/06/2026 10:39:33;51;939
27/06/2026 10:39:35;52;938
27/06/2026 10:39:37;53;939
27/06/2026 10:39:39;54;937
27/06/2026 10:39:41;55;939
27/06/2026 10:39:43;56;938
27/06/2026 10:39:45;57;939
27/06/2026 10:39:47;58;938
27/06/2026 10:39:49;59;936
27/06/2026 10:39:54;60;936
27/06/2026 10:39:56;61;932
27/06/2026 10:39:58;62;934
27/06/2026 10:40:02;63;934
27/06/2026 10:40:04;64;937
27/06/2026 10:40:06;65;934
27/06/2026 10:40:08;66;932
27/06/2026 10:40:10;67;935
27/06/2026 10:40:12;68;934
27/06/2026 10:40:14;69;932
27/06/2026 10:40:16;70;933
27/06/2026 10:40:18;71;933
27/06/2026 10:40:20;72;933
27/06/2026 10:40:22;73;948
27/06/2026 10:40:24;74;951
27/06/2026 10:40:26;75;948
27/06/2026 10:40:28;76;949
27/06/2026 10:40:30;77;936
27/06/2026 10:40:32;78;949
27/06/2026 10:40:34;79;935
27/06/2026 10:40:36;80;932
27/06/2026 10:40:38;81;929
27/06/2026 10:40:40;82;930
27/06/2026 10:40:42;83;929
27/06/2026 10:40:44;84;927
27/06/2026 10:40:46;85;928
27/06/2026 10:40:50;86;928
27/06/2026 10:40:52;87;928
27/06/2026 10:40:54;88;929
27/06/2026 10:40:56;89;927
27/06/2026 10:40:58;90;927
27/06/2026 10:41:00;91;928
27/06/2026 10:41:02;92;927
27/06/2026 10:41:04;93;927
27/06/2026 10:41:06;94;927
27/06/2026 10:41:08;95;927
27/06/2026 10:41:10;96;926
27/06/2026 10:41:12;97;927
27/06/2026 10:41:14;98;925
27/06/2026 10:41:16;99;926
27/06/2026 10:41:18;100;923
27/06/2026 10:41:20;101;924
27/06/2026 10:41:22;102;923
27/06/2026 10:41:24;103;922
27/06/2026 10:41:26;104;924
27/06/2026 10:41:29;105;921
27/06/2026 10:41:31;106;921
27/06/2026 10:41:33;107;920
27/06/2026 10:41:35;108;922
27/06/2026 10:41:37;109;919
27/06/2026 10:41:39;110;921
27/06/2026 10:41:41;111;918
27/06/2026 10:41:43;112;937
27/06/2026 10:41:45;113;916
27/06/2026 10:41:47;114;938
27/06/2026 10:41:49;115;939
27/06/2026 10:41:51;116;936
27/06/2026 10:41:53;117;937
27/06/2026 10:41:55;118;922
27/06/2026 10:41:57;119;917
27/06/2026 10:41:59;120;924
27/06/2026 10:42:01;121;916
27/06/2026 10:42:03;122;914
27/06/2026 10:42:05;123;915
27/06/2026 10:42:07;124;914
27/06/2026 10:42:09;125;913
27/06/2026 10:42:11;126;912
27/06/2026 10:42:13;127;915
27/06/2026 10:42:15;128;913
27/06/2026 10:42:17;129;912
27/06/2026 10:42:19;130;913
