Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
05/07/2026 11:00:32;1;-58.0;-58.0;-58.0;0.0;-58.0;-58.0;-60.0;-60.0;-60.0;0.0;-60.0;-60.0;7.25;7.25;7.25;7.25;9.0;9.0;9.0;9.0;100.0;100.0;0.0;183.11;183.11;0;1;0;1
05/07/2026 11:00:38;2;-59.0;-58.0;-59.0;0.707;-58.5;-58.47;-61.5;-60.0;-61.5;1.061;-60.75;-60.69;8.25;8.25;7.25;7.75;8.25;9.0;8.25;8.62;100.0;100.0;0.0;183.11;183.11;0;2;0;1
05/07/2026 11:00:44;3;-59.0;-58.0;-59.0;0.577;-59.0;-58.64;-59.0;-59.0;-61.5;1.258;-60.0;-60.05;10.5;10.5;7.25;8.67;7.5;9.0;7.5;8.25;100.0;100.0;0.0;183.11;183.11;0;3;0;1
05/07/2026 11:00:51;4;-61.5;-58.0;-61.5;1.493;-59.0;-59.2;-61.5;-59.0;-61.5;1.225;-60.75;-60.37;8.75;10.5;7.25;8.69;9.75;9.75;7.5;8.62;100.0;100.0;0.0;183.11;183.11;0;4;0;1
05/07/2026 11:00:57;5;-61.5;-58.0;-61.5;1.605;-59.0;-59.57;-62.5;-59.0;-62.5;1.387;-61.5;-60.72;9.5;10.5;7.25;8.85;8.25;9.75;7.5;8.55;100.0;100.0;0.0;183.11;183.11;0;5;0;1
05/07/2026 11:01:03;6;-60.0;-58.0;-61.5;1.438;-59.5;-59.64;-60.0;-59.0;-62.5;1.294;-60.75;-60.59;8.25;10.5;7.25;8.75;7.25;9.75;7.25;8.33;100.0;100.0;0.0;183.11;183.11;0;6;0;1
05/07/2026 11:01:10;7;-58.0;-58.0;-61.5;1.484;-59.0;-59.36;-59.0;-59.0;-62.5;1.354;-60.0;-60.32;9.5;10.5;7.25;8.86;7.75;9.75;7.25;8.25;100.0;100.0;0.0;183.11;183.11;0;7;0;1
05/07/2026 11:01:16;8;-58.0;-58.0;-61.5;1.482;-59.0;-59.17;-59.0;-59.0;-62.5;1.361;-60.0;-60.14;10.0;10.5;7.25;9.0;6.25;9.75;6.25;8.0;100.0;100.0;0.0;183.11;183.11;0;8;0;1
05/07/2026 11:01:23;9;-58.0;-58.0;-61.5;1.46;-59.0;-59.02;-59.0;-59.0;-62.5;1.346;-60.0;-59.99;10.0;10.5;7.25;9.11;8.5;9.75;6.25;8.06;100.0;100.0;0.0;183.11;183.11;0;9;0;1
05/07/2026 11:01:29;10;-58.0;-58.0;-61.5;1.43;-58.5;-58.91;-59.0;-59.0;-62.5;1.322;-59.5;-59.88;7.25;10.5;7.25;8.93;7.5;9.75;6.25;8.0;100.0;100.0;0.0;183.11;183.11;0;10;0;1
