Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
05/07/2026 11:00:32;1;3400;21.2;63.9;-23.005421;-46.835391;767.6
05/07/2026 11:00:38;2;3422;21.2;63.8;-23.005421;-46.835395;767.8
05/07/2026 11:00:44;3;3458;21.2;63.9;-23.005421;-46.835396;767.8
05/07/2026 11:00:50;4;3403;21.3;63.9;-23.005421;-46.835396;767.9
05/07/2026 11:00:57;5;3411;21.3;63.8;-23.005418;-46.835396;768.0
05/07/2026 11:01:03;6;3388;21.3;63.7;-23.005418;-46.835396;767.9
05/07/2026 11:01:10;7;3396;21.3;63.7;-23.005417;-46.835397;768.0
05/07/2026 11:01:16;8;3334;21.2;63.7;-23.005414;-46.835397;768.0
05/07/2026 11:01:22;9;3288;21.3;63.7;-23.005413;-46.835397;767.8
05/07/2026 11:01:29;10;3234;21.3;63.7;-23.005414;-46.835397;767.5
