Time stamp;Medida;Luminosidade
27/06/2026 09:52:22;1;1000
27/06/2026 09:52:30;2;1002
27/06/2026 09:52:38;3;1003
27/06/2026 09:52:54;4;1003
27/06/2026 09:53:02;5;1004
27/06/2026 09:53:10;6;1005
27/06/2026 09:53:19;7;1000
27/06/2026 09:53:27;8;1004
27/06/2026 09:53:35;9;1001
27/06/2026 09:53:43;10;1002
27/06/2026 09:53:51;11;1002
27/06/2026 09:53:59;12;1006
27/06/2026 09:54:07;13;1008
27/06/2026 09:54:15;14;1008
27/06/2026 09:54:23;15;1007
27/06/2026 09:54:31;16;1008
27/06/2026 09:54:39;17;1010
27/06/2026 09:54:47;18;1008
27/06/2026 09:54:55;19;1010
27/06/2026 09:55:03;20;1011
27/06/2026 09:55:11;21;1010
27/06/2026 09:55:19;22;1013
27/06/2026 09:55:27;23;1010
27/06/2026 09:55:35;24;1012
27/06/2026 09:55:43;25;1010
27/06/2026 09:55:51;26;1012
27/06/2026 09:55:59;27;1036
27/06/2026 09:56:07;28;1034
27/06/2026 09:56:15;29;1022
27/06/2026 09:56:23;30;1015
27/06/2026 09:56:31;31;1039
27/06/2026 09:56:39;32;1039
27/06/2026 09:56:47;33;1037
27/06/2026 09:56:55;34;1020
27/06/2026 09:57:03;35;1021
27/06/2026 09:57:11;36;1021
27/06/2026 09:57:19;37;1023
27/06/2026 09:57:27;38;1040
27/06/2026 09:57:35;39;1040
27/06/2026 09:57:43;40;1018
27/06/2026 09:57:51;41;1024
27/06/2026 09:57:59;42;1021
27/06/2026 09:58:07;43;1022
27/06/2026 09:58:15;44;1027
27/06/2026 09:58:23;45;1023
27/06/2026 09:58:31;46;1022
27/06/2026 09:58:39;47;1025
27/06/2026 09:58:47;48;1025
27/06/2026 09:58:55;49;1027
27/06/2026 09:59:03;50;1030
27/06/2026 09:59:11;51;1025
27/06/2026 09:59:19;52;1022
27/06/2026 09:59:27;53;1030
27/06/2026 09:59:35;54;1033
27/06/2026 09:59:43;55;1037
27/06/2026 09:59:51;56;1026
27/06/2026 10:00:00;57;1034
27/06/2026 10:00:08;58;1032
27/06/2026 10:00:24;59;1032
27/06/2026 10:00:32;60;1037
27/06/2026 10:00:40;61;1036
27/06/2026 10:00:48;62;1037
27/06/2026 10:00:56;63;1038
27/06/2026 10:01:04;64;1040
27/06/2026 10:01:12;65;1039
27/06/2026 10:01:20;66;1039
27/06/2026 10:01:28;67;1053
27/06/2026 10:01:36;68;1052
27/06/2026 10:01:44;69;1052
27/06/2026 10:01:52;70;1044
27/06/2026 10:02:00;71;1058
27/06/2026 10:02:08;72;1040
27/06/2026 10:02:16;73;1040
27/06/2026 10:02:32;74;1040
27/06/2026 10:02:40;75;1039
27/06/2026 10:02:48;76;1040
27/06/2026 10:02:56;77;1040
27/06/2026 10:03:04;78;1040
27/06/2026 10:03:20;79;1040
27/06/2026 10:03:28;80;1041
27/06/2026 10:03:36;81;1043
27/06/2026 10:03:44;82;1042
27/06/2026 10:03:52;83;1041
27/06/2026 10:04:08;84;1041
27/06/2026 10:04:16;85;1041
27/06/2026 10:04:25;86;1043
27/06/2026 10:04:33;87;1041
27/06/2026 10:04:41;88;1043
27/06/2026 10:04:49;89;1041
27/06/2026 10:04:57;90;1045
27/06/2026 10:05:13;91;1045
27/06/2026 10:05:21;92;1044
27/06/2026 10:05:29;93;1042
27/06/2026 10:05:37;94;1045
27/06/2026 10:05:45;95;1045
27/06/2026 10:05:53;96;1043
27/06/2026 10:06:01;97;1043
27/06/2026 10:06:09;98;1047
27/06/2026 10:06:17;99;1063
27/06/2026 10:06:25;100;1057
