Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
24/06/2026 00:16:26;1;-64.5;-64.5;0;100.0;-64.5;-64.5;-64.5;-64.5;7;500;5;20;21875.0;21875.0;6.25;6.5;3;0;0;1
24/06/2026 00:16:28;2;-63.5;-65.5;0;100.0;-63.5;-64.5;-64.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;5.5;4;1;0;1
24/06/2026 00:16:31;3;-63.5;-64.5;0;100.0;-63.5;-64.5;-64.5;-65.5;7;500;5;20;21875.0;21875.0;6.0;6.0;5;2;0;1
24/06/2026 00:16:33;4;-63.5;-64.5;0;100.0;-63.5;-64.5;-64.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;6;3;0;1
24/06/2026 00:16:36;5;-63.5;-63.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;7;4;0;1
24/06/2026 00:16:39;6;-63.5;-64.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;8;5;0;1
24/06/2026 00:16:41;7;-63.5;-63.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;5.75;9;6;0;1
24/06/2026 00:16:44;8;-64.5;-64.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;6.0;6.0;10;7;0;1
24/06/2026 00:16:46;9;-63.5;-64.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.5;5.75;11;8;0;1
24/06/2026 00:16:49;10;-64.5;-64.5;0;100.0;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;12;9;0;1
