Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
24/06/2026 00:17:38;1;-63.5;-65.5;0;100.0;-63.5;-63.5;-65.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;3;0;0;1
24/06/2026 00:17:41;2;-63.5;-64.5;0;100.0;-63.5;-63.5;-64.5;-65.5;7;500;5;20;21875.0;21875.0;6.0;5.75;4;1;0;1
24/06/2026 00:17:44;3;-63.5;-64.5;0;100.0;-63.5;-63.5;-64.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;5;2;0;1
24/06/2026 00:17:46;4;-63.5;-63.5;0;100.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.25;6;3;0;1
24/06/2026 00:17:49;5;-63.5;-64.5;0;100.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;6.0;6.0;7;4;0;1
24/06/2026 00:17:52;6;-63.5;-63.5;0;100.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.25;8;5;0;1
24/06/2026 00:17:55;7;-63.5;-64.5;0;100.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.25;9;6;0;1
24/06/2026 00:17:57;8;-63.5;-65.5;0;100.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;21875.0;5.75;6.0;10;7;0;1
24/06/2026 00:18:02;9;-63.5;-65.5;1;88.89;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;19444.44444444444;5.75;6.0;10;7;1;1
24/06/2026 00:18:04;10;-63.5;-64.5;1;90.0;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;19687.5;6.0;5.75;12;8;1;1
24/06/2026 00:18:07;11;-63.5;-64.5;1;90.91;-63.5;-63.5;-63.5;-65.5;7;500;5;20;21875.0;19886.363636363636;6.25;5.75;13;9;1;1
24/06/2026 00:18:10;12;-64.5;-65.5;1;91.67;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;20052.08333333333;5.5;6.0;14;10;1;1
24/06/2026 00:18:12;13;-63.5;-64.5;1;92.31;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;20192.30769230769;6.0;6.0;15;11;1;1
24/06/2026 00:18:15;14;-64.5;-65.5;1;92.86;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;20312.5;5.75;6.0;16;12;1;1
24/06/2026 00:18:17;15;-64.5;-64.5;1;93.33;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;20416.666666666664;6.0;6.0;17;13;1;1
24/06/2026 00:18:20;16;-63.5;-64.5;1;93.75;-63.5;-64.5;-63.5;-65.5;7;500;5;20;21875.0;20507.8125;6.0;6.0;18;14;1;1
