Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 09:44:23;1;-78.5;-80.5;0;100.0;-78.5;-78.5;-80.5;-80.5;12;125;8;20;183.10546875;183.10546875;9.0;8.5;1;1;0;1
27/06/2026 09:44:31;2;-79.5;-81.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;9.0;9.0;2;2;0;1
27/06/2026 09:44:40;3;-79.5;-80.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;8.75;9.5;3;3;0;1
27/06/2026 09:44:48;4;-78.5;-80.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;9.0;9.5;4;4;0;1
27/06/2026 09:44:56;5;-78.5;-80.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;8.75;9.5;5;5;0;1
27/06/2026 09:45:04;6;-78.5;-81.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;9.0;8.75;6;6;0;1
27/06/2026 09:45:12;7;-78.5;-80.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;8.75;9.0;7;7;0;1
27/06/2026 09:45:20;8;-78.5;-80.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;9.0;9.5;8;8;0;1
27/06/2026 09:45:28;9;-79.5;-81.5;0;100.0;-78.5;-79.5;-80.5;-81.5;12;125;8;20;183.10546875;183.10546875;9.25;8.75;9;9;0;1
27/06/2026 09:45:36;10;-76.0;-78.5;0;100.0;-76.0;-79.5;-78.5;-81.5;12;125;8;20;183.10546875;183.10546875;10.25;10.0;10;10;0;1
