Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
04/07/2026 09:19:44;1;2552;23.2;63.5;-23.005427;-46.835374;770.4
04/07/2026 09:19:45;2;2557;23.2;63.5;-23.005427;-46.835374;770.3
04/07/2026 09:19:46;3;2655;23.2;63.5;-23.005426;-46.835373;770.1
04/07/2026 09:19:47;4;2553;23.2;63.5;-23.005426;-46.835373;770.3
04/07/2026 09:19:49;5;2663;23.2;63.5;-23.005425;-46.835373;770.3
04/07/2026 09:19:50;6;2556;23.2;63.5;-23.005425;-46.835373;770.4
04/07/2026 09:19:51;7;2665;23.2;63.5;-23.005424;-46.835372;770.4
04/07/2026 09:19:52;8;2559;23.2;63.5;-23.005422;-46.835372;770.3
04/07/2026 09:19:54;9;2581;23.2;63.5;-23.005423;-46.835373;770.2
04/07/2026 09:19:55;10;2643;23.2;63.5;-23.005424;-46.835373;770.3
04/07/2026 09:19:56;11;2559;23.2;63.4;-23.005423;-46.835373;770.3
04/07/2026 09:19:57;12;2653;23.2;63.4;-23.005423;-46.835373;770.3
04/07/2026 09:19:58;13;2559;23.2;63.5;-23.00542;-46.835371;769.9
04/07/2026 09:20:00;14;2662;23.2;63.5;-23.005419;-46.835371;769.9
04/07/2026 09:20:01;15;2584;23.2;63.4;-23.005418;-46.835371;769.8
04/07/2026 09:20:02;16;2642;23.2;63.5;-23.005416;-46.83537;769.9
04/07/2026 09:20:03;17;2658;23.2;63.5;-23.005415;-46.835369;769.5
04/07/2026 09:20:05;18;2595;23.2;63.5;-23.005413;-46.835369;769.3
04/07/2026 09:20:06;19;2635;23.2;63.5;-23.005412;-46.835369;769.2
04/07/2026 09:20:07;20;2633;23.2;63.5;-23.005412;-46.83537;769.3
04/07/2026 09:20:09;21;2664;23.2;63.4;-23.00541;-46.83537;769.1
04/07/2026 09:20:10;22;2559;23.2;63.4;-23.005411;-46.83537;769.2
04/07/2026 09:20:11;23;2559;23.2;63.4;-23.00541;-46.83537;769.3
04/07/2026 09:20:12;24;2650;23.2;63.4;-23.00541;-46.83537;769.3
04/07/2026 09:20:13;25;2614;23.2;63.4;-23.00541;-46.83537;769.2
04/07/2026 09:20:15;26;2564;23.2;63.4;-23.005408;-46.83537;769.3
04/07/2026 09:20:16;27;2665;23.2;63.4;-23.005408;-46.83537;769.3
04/07/2026 09:20:17;28;2558;23.2;63.4;-23.005407;-46.83537;769.3
04/07/2026 09:20:18;29;2579;23.2;63.5;-23.005404;-46.835369;769.2
04/07/2026 09:20:20;30;2619;23.2;63.5;-23.005403;-46.835369;769.2
04/07/2026 09:20:21;31;2660;23.2;63.4;-23.005402;-46.835369;769.1
04/07/2026 09:20:22;32;2633;23.2;63.4;-23.005402;-46.835369;769.1
04/07/2026 09:20:24;33;2626;23.2;63.4;-23.005402;-46.835368;769.3
04/07/2026 09:20:25;34;2579;23.2;63.4;-23.005401;-46.835367;769.3
04/07/2026 09:20:26;35;2615;23.2;63.4;-23.005401;-46.835367;769.3
04/07/2026 09:20:27;36;2559;23.2;63.4;-23.0054;-46.835367;769.3
04/07/2026 09:20:28;37;2659;23.2;63.4;-23.005398;-46.835368;769.5
04/07/2026 09:20:30;38;2611;23.2;63.4;-23.005398;-46.835368;769.5
04/07/2026 09:20:31;39;2603;23.2;63.5;-23.005398;-46.835367;769.7
04/07/2026 09:20:32;40;2625;23.2;63.5;-23.005398;-46.835367;769.7
04/07/2026 09:20:34;41;2594;23.2;63.4;-23.005398;-46.835367;769.6
04/07/2026 09:20:35;42;2559;23.2;63.4;-23.005398;-46.835366;769.6
04/07/2026 09:20:36;43;2593;23.2;63.4;-23.005398;-46.835366;769.7
04/07/2026 09:20:37;44;2643;23.2;63.4;-23.005397;-46.835364;769.9
04/07/2026 09:20:39;45;2559;23.2;63.4;-23.005397;-46.835363;770.0
04/07/2026 09:20:40;46;2666;23.2;63.4;-23.005396;-46.835363;770.0
04/07/2026 09:20:41;47;2559;23.2;63.4;-23.005395;-46.835363;769.9
04/07/2026 09:20:42;48;2666;23.2;63.4;-23.005394;-46.835363;770.0
04/07/2026 09:20:44;49;2577;23.2;63.4;-23.005394;-46.835363;769.9
