Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 11:50:45;1;-76.0;-76.0;0;100.0;-76.0;-76.0;-76.0;-76.0;9;500;5;14;7031.25;7031.25;6.5;6.25;1;1;0;1
27/06/2026 11:50:47;2;-76.0;-77.5;0;100.0;-76.0;-76.0;-76.0;-77.5;9;500;5;14;7031.25;7031.25;6.0;6.25;2;2;0;1
27/06/2026 11:50:49;3;-75.0;-77.5;0;100.0;-75.0;-76.0;-76.0;-77.5;9;500;5;14;7031.25;7031.25;6.0;6.0;3;3;0;1
27/06/2026 11:50:51;4;-76.0;-76.0;0;100.0;-75.0;-76.0;-76.0;-77.5;9;500;5;14;7031.25;7031.25;8.0;8.5;4;4;0;1
27/06/2026 11:50:53;5;-77.5;-78.5;0;100.0;-75.0;-77.5;-76.0;-78.5;9;500;5;14;7031.25;7031.25;7.75;8.5;5;5;0;1
27/06/2026 11:50:55;6;-78.5;-75.0;0;100.0;-75.0;-78.5;-75.0;-78.5;9;500;5;14;7031.25;7031.25;8.25;8.25;6;6;0;1
27/06/2026 11:50:57;7;-76.0;-77.5;0;100.0;-75.0;-78.5;-75.0;-78.5;9;500;5;14;7031.25;7031.25;7.75;8.5;7;7;0;1
27/06/2026 11:51:01;8;-76.0;-77.5;1;87.5;-75.0;-78.5;-75.0;-78.5;9;500;5;14;7031.25;6152.34375;7.75;8.5;7;7;1;1
27/06/2026 11:51:03;9;-76.0;-76.0;1;88.89;-75.0;-78.5;-75.0;-78.5;9;500;5;14;7031.25;6250.0;7.5;8.0;9;8;1;1
27/06/2026 11:51:05;10;-76.0;-77.5;1;90.0;-75.0;-78.5;-75.0;-78.5;9;500;5;14;7031.25;6328.125;7.25;8.25;10;9;1;1
27/06/2026 11:51:07;11;-76.0;-74.0;1;90.91;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6392.045454545454;7.0;6.5;11;10;1;1
27/06/2026 11:51:09;12;-76.0;-76.0;1;91.67;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6445.312499999999;5.75;6.5;12;11;1;1
27/06/2026 11:51:11;13;-75.0;-76.0;1;92.31;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6490.384615384615;5.75;6.0;13;12;1;1
27/06/2026 11:51:13;14;-76.0;-74.0;1;92.86;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6529.017857142858;6.0;6.25;14;13;1;1
27/06/2026 11:51:15;15;-76.0;-76.0;1;93.33;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6562.5;5.75;6.25;15;14;1;1
27/06/2026 11:51:17;16;-76.0;-76.0;1;93.75;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6591.796875;6.0;6.25;16;15;1;1
27/06/2026 11:51:19;17;-76.0;-76.0;1;94.12;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6617.647058823529;5.75;6.25;17;16;1;1
27/06/2026 11:51:21;18;-78.5;-76.0;1;94.44;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6640.625;7.0;6.25;18;17;1;1
27/06/2026 11:51:23;19;-76.0;-76.0;1;94.74;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6661.184210526316;6.0;6.25;19;18;1;1
27/06/2026 11:51:25;20;-76.0;-75.0;1;95.0;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6679.6875;6.25;6.25;20;19;1;1
27/06/2026 11:51:27;21;-76.0;-76.0;1;95.24;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6696.428571428571;5.75;6.0;21;20;1;1
27/06/2026 11:51:29;22;-76.0;-75.0;1;95.45;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6711.647727272727;5.5;6.5;22;21;1;1
27/06/2026 11:51:31;23;-76.0;-77.5;1;95.65;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6725.54347826087;6.0;6.75;23;22;1;1
27/06/2026 11:51:33;24;-76.0;-76.0;1;95.83;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6738.281250000001;6.25;6.25;24;23;1;1
27/06/2026 11:51:35;25;-76.0;-76.0;1;96.0;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6750.0;5.75;6.25;25;24;1;1
27/06/2026 11:51:37;26;-76.0;-75.0;1;96.15;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6760.8173076923085;5.5;6.25;26;25;1;1
27/06/2026 11:51:39;27;-75.0;-76.0;1;96.3;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6770.833333333332;5.25;6.0;27;26;1;1
27/06/2026 11:51:41;28;-76.0;-74.0;1;96.43;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6780.133928571428;5.75;6.25;28;27;1;1
27/06/2026 11:51:43;29;-76.0;-75.0;1;96.55;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6788.793103448276;6.0;6.5;29;28;1;1
27/06/2026 11:51:45;30;-78.5;-75.0;1;96.67;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6796.875;7.75;6.0;30;29;1;1
27/06/2026 11:51:47;31;-76.0;-76.0;1;96.77;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6804.435483870969;5.75;6.25;31;30;1;1
27/06/2026 11:51:49;32;-75.0;-76.0;1;96.88;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6811.5234375;5.75;6.75;32;31;1;1
27/06/2026 11:51:51;33;-75.0;-76.0;1;96.97;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6818.181818181818;5.75;6.25;33;32;1;1
27/06/2026 11:51:53;34;-76.0;-76.0;1;97.06;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6824.448529411765;5.75;6.5;34;33;1;1
27/06/2026 11:51:55;35;-76.0;-75.0;1;97.14;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6830.357142857142;5.5;6.5;35;34;1;1
27/06/2026 11:51:57;36;-75.0;-76.0;1;97.22;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6835.9375;5.5;6.25;36;35;1;1
27/06/2026 11:52:01;37;-75.0;-76.0;2;94.59;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6651.182432432433;5.5;6.25;36;35;2;1
27/06/2026 11:52:03;38;-78.5;-76.0;2;94.74;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6661.184210526316;6.0;6.5;38;36;2;1
27/06/2026 11:52:05;39;-75.0;-77.5;2;94.87;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6670.673076923076;5.5;6.75;39;37;2;1
27/06/2026 11:52:07;40;-76.0;-77.5;2;95.0;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6679.6875;5.5;6.75;40;38;2;1
27/06/2026 11:52:09;41;-78.5;-75.0;2;95.12;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6688.262195121951;5.75;6.0;41;39;2;1
27/06/2026 11:52:11;42;-75.0;-77.5;2;95.24;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6696.428571428571;5.5;6.5;42;40;2;1
27/06/2026 11:52:13;43;-78.5;-75.0;2;95.35;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6704.215116279071;6.0;6.25;43;41;2;1
27/06/2026 11:52:15;44;-76.0;-76.0;2;95.45;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6711.647727272727;5.75;6.5;44;42;2;1
27/06/2026 11:52:17;45;-78.5;-76.0;2;95.56;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6718.75;6.0;6.5;45;43;2;1
27/06/2026 11:52:21;46;-78.5;-76.0;3;93.48;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6572.690217391305;6.0;6.5;45;43;3;1
27/06/2026 11:52:23;47;-75.0;-75.0;3;93.62;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6582.446808510639;6.0;6.25;47;44;3;1
27/06/2026 11:52:25;48;-78.5;-75.0;3;93.75;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6591.796875;6.0;6.5;48;45;3;1
27/06/2026 11:52:27;49;-76.0;-76.0;3;93.88;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6600.765306122448;5.75;6.25;49;46;3;1
27/06/2026 11:52:31;50;-76.0;-76.0;4;92.0;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6468.75;5.75;6.25;49;46;4;1
27/06/2026 11:52:35;51;-76.0;-76.0;5;90.2;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6341.911764705883;5.75;6.25;49;46;5;1
27/06/2026 11:52:38;52;-75.0;-76.0;5;90.38;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6355.1682692307695;5.75;6.25;52;47;5;1
27/06/2026 11:52:40;53;-76.0;-75.0;5;90.57;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6367.924528301888;5.75;6.25;53;48;5;1
27/06/2026 11:52:42;54;-75.0;-76.0;5;90.74;-75.0;-78.5;-74.0;-78.5;9;500;5;14;7031.25;6380.208333333334;5.75;6.0;54;49;5;1
