Time stamp;Medida;Luminosidade
27/06/2026 11:50:45;1;606
27/06/2026 11:50:47;2;607
27/06/2026 11:50:49;3;607
27/06/2026 11:50:51;4;626
27/06/2026 11:50:53;5;608
27/06/2026 11:50:55;6;627
27/06/2026 11:50:57;7;634
27/06/2026 11:51:01;8;634
27/06/2026 11:51:03;9;625
27/06/2026 11:51:05;10;636
27/06/2026 11:51:07;11;628
27/06/2026 11:51:09;12;637
27/06/2026 11:51:11;13;639
27/06/2026 11:51:13;14;619
27/06/2026 11:51:15;15;618
27/06/2026 11:51:17;16;623
27/06/2026 11:51:19;17;620
27/06/2026 11:51:21;18;623
27/06/2026 11:51:23;19;622
27/06/2026 11:51:25;20;621
27/06/2026 11:51:27;21;623
27/06/2026 11:51:29;22;622
27/06/2026 11:51:31;23;626
27/06/2026 11:51:33;24;624
27/06/2026 11:51:35;25;624
27/06/2026 11:51:37;26;624
27/06/2026 11:51:39;27;624
27/06/2026 11:51:41;28;625
27/06/2026 11:51:43;29;626
27/06/2026 11:51:45;30;625
27/06/2026 11:51:47;31;626
27/06/2026 11:51:49;32;628
27/06/2026 11:51:51;33;627
27/06/2026 11:51:53;34;630
27/06/2026 11:51:55;35;629
27/06/2026 11:51:57;36;631
27/06/2026 11:52:01;37;631
27/06/2026 11:52:03;38;631
27/06/2026 11:52:05;39;632
27/06/2026 11:52:07;40;635
27/06/2026 11:52:09;41;637
27/06/2026 11:52:11;42;638
27/06/2026 11:52:13;43;637
27/06/2026 11:52:15;44;637
27/06/2026 11:52:17;45;638
27/06/2026 11:52:21;46;638
27/06/2026 11:52:23;47;639
27/06/2026 11:52:25;48;641
27/06/2026 11:52:27;49;641
27/06/2026 11:52:31;50;641
27/06/2026 11:52:35;51;641
27/06/2026 11:52:38;52;641
27/06/2026 11:52:40;53;642
27/06/2026 11:52:42;54;645
27/06/2026 11:52:44;55;645
27/06/2026 11:52:46;56;664
27/06/2026 11:52:48;57;671
27/06/2026 11:52:50;58;647
27/06/2026 11:52:52;59;650
27/06/2026 11:52:54;60;650
27/06/2026 11:52:56;61;648
27/06/2026 11:52:58;62;653
27/06/2026 11:53:00;63;654
27/06/2026 11:53:02;64;653
27/06/2026 11:53:04;65;654
27/06/2026 11:53:06;66;652
27/06/2026 11:53:08;67;655
27/06/2026 11:53:10;68;654
27/06/2026 11:53:12;69;655
27/06/2026 11:53:14;70;656
27/06/2026 11:53:18;71;656
27/06/2026 11:53:20;72;656
27/06/2026 11:53:22;73;658
27/06/2026 11:53:26;74;658
27/06/2026 11:53:28;75;658
27/06/2026 11:53:30;76;660
27/06/2026 11:53:32;77;660
27/06/2026 11:53:34;78;661
27/06/2026 11:53:36;79;663
27/06/2026 11:53:38;80;662
27/06/2026 11:53:40;81;660
27/06/2026 11:53:42;82;666
27/06/2026 11:53:44;83;662
27/06/2026 11:53:46;84;666
27/06/2026 11:53:48;85;665
27/06/2026 11:53:50;86;665
27/06/2026 11:53:53;87;668
27/06/2026 11:53:55;88;669
27/06/2026 11:53:57;89;670
27/06/2026 11:53:59;90;688
27/06/2026 11:54:01;91;670
27/06/2026 11:54:03;92;690
27/06/2026 11:54:05;93;692
27/06/2026 11:54:07;94;690
27/06/2026 11:54:09;95;694
27/06/2026 11:54:11;96;683
27/06/2026 11:54:13;97;695
27/06/2026 11:54:15;98;687
27/06/2026 11:54:17;99;676
27/06/2026 11:54:19;100;678
