Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR_DL;PSR_UL;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
04/07/2026 11:11:13;1;-78.5;-80.5;0;100.0;100.0;-78.5;-78.5;-80.5;-80.5;7;125;8;14;3417.96875;3417.96875;9.75;8.75;0;1;0;1
04/07/2026 11:11:15;2;-77.5;-78.5;0;100.0;100.0;-77.5;-78.5;-78.5;-80.5;7;125;8;14;3417.96875;3417.96875;9.5;9.25;0;2;0;1
04/07/2026 11:11:17;3;-77.5;-80.5;0;100.0;100.0;-77.5;-78.5;-78.5;-80.5;7;125;8;14;3417.96875;3417.96875;9.5;8.75;0;3;0;1
04/07/2026 11:11:18;4;-77.5;-79.5;0;100.0;100.0;-77.5;-78.5;-78.5;-80.5;7;125;8;14;3417.96875;3417.96875;9.25;9.0;0;4;0;1
04/07/2026 11:11:20;5;-76.0;-78.5;0;100.0;100.0;-76.0;-78.5;-78.5;-80.5;7;125;8;14;3417.96875;3417.96875;9.25;9.5;0;5;0;1
04/07/2026 11:11:22;6;-79.5;-82.5;0;100.0;100.0;-76.0;-79.5;-78.5;-82.5;7;125;8;14;3417.96875;3417.96875;9.25;9.25;0;6;0;1
04/07/2026 11:11:24;7;-79.5;-81.5;0;100.0;100.0;-76.0;-79.5;-78.5;-82.5;7;125;8;14;3417.96875;3417.96875;9.25;9.0;0;7;0;1
04/07/2026 11:11:25;8;-79.5;-81.5;0;100.0;100.0;-76.0;-79.5;-78.5;-82.5;7;125;8;14;3417.96875;3417.96875;9.0;8.5;0;8;0;1
04/07/2026 11:11:27;9;-79.5;-82.5;0;100.0;100.0;-76.0;-79.5;-78.5;-82.5;7;125;8;14;3417.96875;3417.96875;9.25;9.0;0;9;0;1
04/07/2026 11:11:29;10;-80.5;-82.5;0;100.0;100.0;-76.0;-80.5;-78.5;-82.5;7;125;8;14;3417.96875;3417.96875;8.75;8.75;0;10;0;1
