Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
27/06/2026 09:14:21;1;-36.5;-36.5;-36.5;0.0;-36.5;-36.5;-38.0;-38.0;-38.0;0.0;-38.0;-38.0;11.75;11.75;11.75;11.75;11.25;11.25;11.25;11.25;100.0;100.0;0.0;183.11;183.11;1;1;0;1
27/06/2026 09:14:21;2;-36.5;-36.5;-36.5;0.0;-36.5;-36.5;-39.0;-38.0;-39.0;0.707;-38.5;-38.47;13.0;13.0;11.75;12.38;11.75;11.75;11.25;11.5;100.0;100.0;0.0;183.11;183.11;2;2;0;1
27/06/2026 09:14:21;3;-36.5;-36.5;-36.5;0.0;-36.5;-36.5;-38.0;-38.0;-39.0;0.577;-38.0;-38.31;12.75;13.0;11.75;12.5;11.25;11.75;11.25;11.42;100.0;100.0;0.0;183.11;183.11;3;3;0;1
27/06/2026 09:14:21;4;-36.5;-36.5;-36.5;0.0;-36.5;-36.5;-38.0;-38.0;-39.0;0.5;-38.0;-38.23;12.75;13.0;11.75;12.56;11.5;11.75;11.25;11.44;100.0;100.0;0.0;183.11;183.11;4;4;0;1
27/06/2026 09:14:29;5;-36.5;-36.5;-36.5;0.0;-36.5;-36.5;-38.0;-38.0;-39.0;0.447;-38.0;-38.18;11.25;13.0;11.25;12.3;11.25;11.75;11.25;11.4;100.0;100.0;0.0;183.11;183.11;5;5;0;1
27/06/2026 09:14:37;6;-35.5;-35.5;-36.5;0.408;-36.5;-36.32;-38.0;-38.0;-39.0;0.408;-38.0;-38.15;11.0;13.0;11.0;12.08;11.5;11.75;11.25;11.42;100.0;100.0;0.0;183.11;183.11;6;6;0;1
27/06/2026 09:14:45;7;-39.0;-35.5;-39.0;1.075;-36.5;-36.61;-39.0;-38.0;-39.0;0.488;-38.0;-38.26;8.75;13.0;8.75;11.61;10.25;11.75;10.25;11.25;100.0;100.0;0.0;183.11;183.11;7;7;0;1
27/06/2026 09:14:54;8;-39.0;-35.5;-39.0;1.282;-36.5;-36.85;-39.0;-38.0;-39.0;0.518;-38.0;-38.35;9.5;13.0;8.75;11.34;10.25;11.75;10.25;11.12;100.0;100.0;0.0;183.11;183.11;8;8;0;1
27/06/2026 09:15:01;9;-36.5;-35.5;-39.0;1.21;-36.5;-36.81;-38.0;-38.0;-39.0;0.5;-38.0;-38.31;9.5;13.0;8.75;11.14;10.25;11.75;10.25;11.03;100.0;100.0;0.0;183.11;183.11;9;9;0;1
27/06/2026 09:15:10;10;-36.5;-35.5;-39.0;1.15;-36.5;-36.78;-39.0;-38.0;-39.0;0.516;-38.0;-38.37;10.0;13.0;8.75;11.03;9.75;11.75;9.75;10.9;100.0;100.0;0.0;183.11;183.11;10;10;0;1
