Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 11:40:01;1;-73.0;-73.0;0;100.0;-73.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.5;3.25;34049;1;0;1
27/06/2026 11:40:03;2;-73.0;-73.0;0;100.0;-73.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.75;5.75;2;2;0;1
27/06/2026 11:40:06;3;-73.0;-73.0;0;100.0;-73.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.5;5.75;3;3;0;1
27/06/2026 11:40:08;4;-72.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.5;5.75;4;4;0;1
27/06/2026 11:40:10;5;-72.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.75;5.75;5;5;0;1
27/06/2026 11:40:12;6;-73.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.75;5.5;6;6;0;1
27/06/2026 11:40:14;7;-73.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.5;6.0;7;7;0;1
27/06/2026 11:40:16;8;-73.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.75;5.75;8;8;0;1
27/06/2026 11:40:18;9;-73.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;6.0;5.75;9;9;0;1
27/06/2026 11:40:20;10;-73.0;-73.0;0;100.0;-72.0;-73.0;-73.0;-73.0;7;500;5;17;21875.0;21875.0;5.75;6.0;10;10;0;1
