Time stamp;Medida;Luminosidade
24/06/2026 00:23:05;1;0
24/06/2026 00:23:07;2;0
24/06/2026 00:23:10;3;0
24/06/2026 00:23:13;4;0
24/06/2026 00:23:15;5;0
24/06/2026 00:23:18;6;0
24/06/2026 00:23:20;7;0
24/06/2026 00:23:23;8;0
24/06/2026 00:23:26;9;0
24/06/2026 00:23:28;10;0
24/06/2026 00:23:31;11;0
24/06/2026 00:23:34;12;0
24/06/2026 00:23:36;13;0
24/06/2026 00:23:39;14;0
24/06/2026 00:23:42;15;0
24/06/2026 00:23:44;16;0
24/06/2026 00:23:47;17;0
24/06/2026 00:23:50;18;0
24/06/2026 00:23:52;19;0
24/06/2026 00:23:55;20;0
24/06/2026 00:23:58;21;0
24/06/2026 00:24:00;22;0
24/06/2026 00:24:03;23;0
24/06/2026 00:24:06;24;0
24/06/2026 00:24:08;25;0
24/06/2026 00:24:11;26;0
24/06/2026 00:24:13;27;0
24/06/2026 00:24:16;28;0
24/06/2026 00:24:19;29;0
24/06/2026 00:24:21;30;0
24/06/2026 00:24:24;31;0
24/06/2026 00:24:27;32;0
24/06/2026 00:24:29;33;0
24/06/2026 00:24:32;34;0
24/06/2026 00:24:34;35;0
24/06/2026 00:24:37;36;0
24/06/2026 00:24:40;37;0
24/06/2026 00:24:42;38;0
24/06/2026 00:24:45;39;0
24/06/2026 00:24:47;40;0
24/06/2026 00:24:50;41;0
24/06/2026 00:24:53;42;0
24/06/2026 00:24:55;43;0
24/06/2026 00:24:58;44;0
24/06/2026 00:25:01;45;0
24/06/2026 00:25:03;46;0
24/06/2026 00:25:06;47;0
24/06/2026 00:25:10;48;0
24/06/2026 00:25:13;49;0
24/06/2026 00:25:15;50;0
24/06/2026 00:25:18;51;0
24/06/2026 00:25:21;52;0
24/06/2026 00:25:23;53;0
24/06/2026 00:25:26;54;0
24/06/2026 00:25:29;55;0
24/06/2026 00:25:31;56;0
24/06/2026 00:25:34;57;0
24/06/2026 00:25:37;58;0
24/06/2026 00:25:40;59;0
24/06/2026 00:25:42;60;0
24/06/2026 00:25:45;61;0
24/06/2026 00:25:48;62;0
24/06/2026 00:25:50;63;0
24/06/2026 00:25:53;64;0
24/06/2026 00:25:56;65;0
24/06/2026 00:25:58;66;4
24/06/2026 00:26:01;67;0
24/06/2026 00:26:03;68;0
24/06/2026 00:26:06;69;0
24/06/2026 00:26:09;70;0
24/06/2026 00:26:11;71;0
24/06/2026 00:26:14;72;0
24/06/2026 00:26:17;73;0
24/06/2026 00:26:19;74;0
24/06/2026 00:26:22;75;0
24/06/2026 00:26:25;76;0
24/06/2026 00:26:27;77;0
24/06/2026 00:26:30;78;0
24/06/2026 00:26:33;79;0
24/06/2026 00:26:35;80;0
24/06/2026 00:26:38;81;0
24/06/2026 00:26:41;82;0
24/06/2026 00:26:43;83;0
24/06/2026 00:26:46;84;0
24/06/2026 00:26:49;85;0
24/06/2026 00:26:51;86;0
24/06/2026 00:26:54;87;0
24/06/2026 00:26:56;88;0
24/06/2026 00:26:59;89;0
24/06/2026 00:27:02;90;0
24/06/2026 00:27:04;91;0
24/06/2026 00:27:07;92;5
24/06/2026 00:27:10;93;0
24/06/2026 00:27:13;94;0
24/06/2026 00:27:15;95;1
24/06/2026 00:27:18;96;0
24/06/2026 00:27:21;97;0
24/06/2026 00:27:23;98;0
24/06/2026 00:27:27;99;0
24/06/2026 00:27:29;100;0
