Time stamp;Medida;Luminosidade
27/06/2026 11:46:13;1;504
27/06/2026 11:46:15;2;503
27/06/2026 11:46:17;3;505
27/06/2026 11:46:21;4;505
27/06/2026 11:46:23;5;509
27/06/2026 11:46:25;6;507
27/06/2026 11:46:27;7;509
27/06/2026 11:46:29;8;510
27/06/2026 11:46:31;9;510
27/06/2026 11:46:33;10;510
27/06/2026 11:46:35;11;510
27/06/2026 11:46:37;12;511
27/06/2026 11:46:39;13;511
27/06/2026 11:46:42;14;513
27/06/2026 11:46:44;15;521
27/06/2026 11:46:46;16;523
27/06/2026 11:46:48;17;520
27/06/2026 11:46:50;18;517
27/06/2026 11:46:52;19;517
27/06/2026 11:46:54;20;527
27/06/2026 11:46:56;21;526
27/06/2026 11:46:58;22;543
27/06/2026 11:47:00;23;549
27/06/2026 11:47:02;24;541
27/06/2026 11:47:04;25;551
27/06/2026 11:47:06;26;540
27/06/2026 11:47:08;27;552
27/06/2026 11:47:12;28;552
27/06/2026 11:47:14;29;556
27/06/2026 11:47:18;30;556
27/06/2026 11:47:20;31;537
27/06/2026 11:47:22;32;559
27/06/2026 11:47:24;33;540
27/06/2026 11:47:26;34;536
27/06/2026 11:47:28;35;534
27/06/2026 11:47:30;36;534
27/06/2026 11:47:32;37;537
27/06/2026 11:47:34;38;538
27/06/2026 11:47:36;39;541
27/06/2026 11:47:38;40;542
27/06/2026 11:47:40;41;541
27/06/2026 11:47:42;42;541
27/06/2026 11:47:44;43;542
27/06/2026 11:47:46;44;541
27/06/2026 11:47:48;45;542
27/06/2026 11:47:50;46;543
27/06/2026 11:47:52;47;546
27/06/2026 11:47:54;48;546
27/06/2026 11:47:56;49;545
27/06/2026 11:47:58;50;548
27/06/2026 11:48:00;51;546
27/06/2026 11:48:02;52;549
27/06/2026 11:48:06;53;549
27/06/2026 11:48:10;54;549
27/06/2026 11:48:12;55;554
27/06/2026 11:48:14;56;553
27/06/2026 11:48:16;57;553
27/06/2026 11:48:20;58;553
27/06/2026 11:48:22;59;558
27/06/2026 11:48:24;60;557
27/06/2026 11:48:26;61;559
27/06/2026 11:48:28;62;559
27/06/2026 11:48:32;63;559
27/06/2026 11:48:34;64;561
27/06/2026 11:48:36;65;559
27/06/2026 11:48:38;66;560
27/06/2026 11:48:40;67;560
27/06/2026 11:48:42;68;561
27/06/2026 11:48:46;69;561
27/06/2026 11:48:50;70;561
27/06/2026 11:48:54;71;561
27/06/2026 11:48:56;72;566
27/06/2026 11:48:58;73;568
27/06/2026 11:49:00;74;567
27/06/2026 11:49:02;75;570
27/06/2026 11:49:04;76;571
27/06/2026 11:49:09;77;571
27/06/2026 11:49:11;78;574
27/06/2026 11:49:13;79;573
27/06/2026 11:49:15;80;574
27/06/2026 11:49:17;81;574
27/06/2026 11:49:19;82;574
27/06/2026 11:49:21;83;576
27/06/2026 11:49:23;84;576
27/06/2026 11:49:25;85;577
27/06/2026 11:49:27;86;577
27/06/2026 11:49:29;87;579
27/06/2026 11:49:31;88;591
27/06/2026 11:49:33;89;578
27/06/2026 11:49:35;90;583
27/06/2026 11:49:37;91;605
27/06/2026 11:49:39;92;584
27/06/2026 11:49:41;93;585
27/06/2026 11:49:43;94;586
27/06/2026 11:49:45;95;590
27/06/2026 11:49:47;96;587
27/06/2026 11:49:49;97;587
27/06/2026 11:49:51;98;588
27/06/2026 11:49:53;99;589
27/06/2026 11:49:55;100;589
