Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 11:19:38;1;-70.0;-71.0;0;100.0;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;21875.0;5.75;6.25;1;1;0;1
27/06/2026 11:19:40;2;-70.0;-71.0;0;100.0;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;21875.0;5.75;5.75;2;2;0;1
27/06/2026 11:19:42;3;-70.0;-71.0;0;100.0;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;21875.0;6.0;5.75;3;3;0;1
27/06/2026 11:19:44;4;-70.0;-71.0;0;100.0;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;21875.0;5.5;6.25;4;4;0;1
27/06/2026 11:19:48;5;-70.0;-71.0;1;80.0;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;17500.0;5.5;6.25;4;4;1;1
27/06/2026 11:19:52;6;-70.0;-71.0;2;66.67;-70.0;-70.0;-71.0;-71.0;7;500;5;20;21875.0;14583.33333333333;5.5;6.25;4;4;2;1
27/06/2026 11:19:54;7;-68.5;-71.0;2;71.43;-68.5;-70.0;-71.0;-71.0;7;500;5;20;21875.0;15625.0;5.75;6.0;7;5;2;1
27/06/2026 11:19:56;8;-70.0;-71.0;2;75.0;-68.5;-70.0;-71.0;-71.0;7;500;5;20;21875.0;16406.25;5.75;5.75;8;6;2;1
27/06/2026 11:19:58;9;-70.0;-71.0;2;77.78;-68.5;-70.0;-71.0;-71.0;7;500;5;20;21875.0;17013.88888888889;5.5;6.5;9;7;2;1
27/06/2026 11:20:00;10;-70.0;-71.0;2;80.0;-68.5;-70.0;-71.0;-71.0;7;500;5;20;21875.0;17500.0;6.0;5.75;10;8;2;1
27/06/2026 11:20:02;11;-70.0;-70.0;2;81.82;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;17897.727272727276;5.75;6.0;11;9;2;1
27/06/2026 11:20:04;12;-70.0;-70.0;2;83.33;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;18229.16666666667;5.75;6.0;12;10;2;1
27/06/2026 11:20:06;13;-70.0;-71.0;2;84.62;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;18509.615384615387;6.0;5.75;13;11;2;1
27/06/2026 11:20:08;14;-70.0;-71.0;2;85.71;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;18749.999999999996;5.75;5.75;14;12;2;1
27/06/2026 11:20:10;15;-70.0;-71.0;2;86.67;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;18958.333333333336;5.75;5.75;15;13;2;1
27/06/2026 11:20:12;16;-70.0;-70.0;2;87.5;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;19140.625;5.75;5.75;16;14;2;1
27/06/2026 11:20:14;17;-70.0;-71.0;2;88.24;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;19301.470588235294;5.75;6.0;17;15;2;1
27/06/2026 11:20:16;18;-70.0;-70.0;2;88.89;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;19444.44444444444;5.75;6.0;18;16;2;1
27/06/2026 11:20:20;19;-70.0;-70.0;3;84.21;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;18421.052631578947;5.75;6.0;18;16;3;1
27/06/2026 11:20:24;20;-70.0;-70.0;4;80.0;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;17500.0;5.75;6.0;18;16;4;1
27/06/2026 11:20:28;21;-70.0;-70.0;5;76.19;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;16666.666666666668;5.75;6.0;18;16;5;1
27/06/2026 11:20:33;22;-70.0;-70.0;6;72.73;-68.5;-70.0;-70.0;-71.0;7;500;5;20;21875.0;15909.09090909091;5.75;6.0;18;16;6;1
27/06/2026 11:20:35;23;-70.0;-72.0;6;73.91;-68.5;-70.0;-70.0;-72.0;7;500;5;20;21875.0;16168.478260869562;6.0;6.0;23;17;6;1
27/06/2026 11:20:37;24;-70.0;-71.0;6;75.0;-68.5;-70.0;-70.0;-72.0;7;500;5;20;21875.0;16406.25;5.75;6.5;24;18;6;1
27/06/2026 11:20:39;25;-70.0;-71.0;6;76.0;-68.5;-70.0;-70.0;-72.0;7;500;5;20;21875.0;16625.0;6.0;6.0;25;19;6;1
27/06/2026 11:20:41;26;-72.0;-72.0;6;76.92;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16826.923076923078;6.25;5.75;26;20;6;1
27/06/2026 11:20:43;27;-70.0;-71.0;6;77.78;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17013.88888888889;5.5;5.75;27;21;6;1
27/06/2026 11:20:47;28;-70.0;-71.0;7;75.0;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16406.25;5.5;5.75;27;21;7;1
27/06/2026 11:20:51;29;-70.0;-71.0;8;72.41;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;15840.51724137931;5.5;5.75;27;21;8;1
27/06/2026 11:20:53;30;-71.0;-72.0;8;73.33;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16041.666666666664;6.0;6.0;30;22;8;1
27/06/2026 11:20:55;31;-70.0;-71.0;8;74.19;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16229.838709677419;5.75;6.0;31;23;8;1
27/06/2026 11:20:57;32;-70.0;-71.0;8;75.0;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16406.25;5.5;6.25;32;24;8;1
27/06/2026 11:20:59;33;-70.0;-72.0;8;75.76;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16571.969696969696;6.0;6.25;33;25;8;1
27/06/2026 11:21:01;34;-70.0;-71.0;8;76.47;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16727.941176470587;6.25;6.25;34;26;8;1
27/06/2026 11:21:03;35;-70.0;-72.0;8;77.14;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;16875.000000000004;5.75;6.25;35;27;8;1
27/06/2026 11:21:05;36;-71.0;-71.0;8;77.78;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17013.88888888889;6.0;5.75;36;28;8;1
27/06/2026 11:21:07;37;-70.0;-71.0;8;78.38;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17145.27027027027;6.0;6.0;37;29;8;1
27/06/2026 11:21:09;38;-71.0;-72.0;8;78.95;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17269.736842105263;5.75;6.25;38;30;8;1
27/06/2026 11:21:11;39;-71.0;-71.0;8;79.49;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17387.82051282051;5.75;5.75;39;31;8;1
27/06/2026 11:21:13;40;-71.0;-72.0;8;80.0;-68.5;-72.0;-70.0;-72.0;7;500;5;20;21875.0;17500.0;5.75;6.0;40;32;8;1
