Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
23/06/2026 22:35:02;1;-26.0;-30.5;0;100.0;-26.0;-26.0;-30.5;-30.5;12;125;8;20;183.10546875;183.10546875;10.0;8.5;1;1;0;1
23/06/2026 22:35:10;2;-27.0;-34.5;0;100.0;-26.0;-27.0;-30.5;-34.5;12;125;8;20;183.10546875;183.10546875;10.25;10.0;2;2;0;1
23/06/2026 22:35:18;3;-32.5;-34.5;0;100.0;-26.0;-32.5;-30.5;-34.5;12;125;8;20;183.10546875;183.10546875;10.75;9.5;3;3;0;1
23/06/2026 22:35:26;4;-32.5;-35.5;0;100.0;-26.0;-32.5;-30.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.5;9.75;4;4;0;1
23/06/2026 22:35:34;5;-32.5;-30.5;0;100.0;-26.0;-32.5;-30.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.25;8.75;5;5;0;1
23/06/2026 22:35:43;6;-32.5;-34.5;0;100.0;-26.0;-32.5;-30.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.25;10.0;6;6;0;1
23/06/2026 22:35:51;7;-29.5;-34.5;0;100.0;-26.0;-32.5;-30.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.5;9.5;7;7;0;1
23/06/2026 22:35:59;8;-31.5;-34.5;0;100.0;-26.0;-32.5;-30.5;-35.5;12;125;8;20;183.10546875;183.10546875;10.25;9.75;8;8;0;1
23/06/2026 22:36:07;9;-28.0;-29.5;0;100.0;-26.0;-32.5;-29.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.25;9.25;9;9;0;1
23/06/2026 22:36:15;10;-32.5;-34.5;0;100.0;-26.0;-32.5;-29.5;-35.5;12;125;8;20;183.10546875;183.10546875;9.75;9.0;10;10;0;1
