Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 09:35:27;1;-79.5;-81.5;0;100.0;-79.5;-79.5;-81.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.0;9.0;1;1;0;1
27/06/2026 09:35:29;2;-79.5;-80.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.25;9.0;2;2;0;1
27/06/2026 09:35:31;3;-79.5;-81.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.0;9.25;3;3;0;1
27/06/2026 09:35:33;4;-79.5;-80.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.0;9.5;4;4;0;1
27/06/2026 09:35:35;5;-79.5;-80.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;8.75;8.75;5;5;0;1
27/06/2026 09:35:37;6;-79.5;-81.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.0;9.5;6;6;0;1
27/06/2026 09:35:39;7;-79.5;-80.5;0;100.0;-79.5;-79.5;-80.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.25;9.0;7;7;0;1
27/06/2026 09:35:41;8;-77.5;-78.5;0;100.0;-77.5;-79.5;-78.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.25;9.5;8;8;0;1
27/06/2026 09:35:43;9;-78.5;-79.5;0;100.0;-77.5;-79.5;-78.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.5;9.75;9;9;0;1
27/06/2026 09:35:45;10;-76.0;-77.5;0;100.0;-76.0;-79.5;-77.5;-81.5;7;125;8;20;3417.96875;3417.96875;9.25;9.75;10;10;0;1
