Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
05/07/2026 17:36:35;1;2219;31.5;39.7;-23.005364;-46.835365;767.9
05/07/2026 17:36:37;2;2218;31.5;39.7;-23.005363;-46.835365;767.9
05/07/2026 17:36:39;3;2211;31.5;39.7;-23.005362;-46.835365;768.0
05/07/2026 17:36:41;4;2207;31.5;39.59;-23.005358;-46.835364;768.2
05/07/2026 17:36:43;5;2208;31.5;39.59;-23.005355;-46.835363;768.5
05/07/2026 17:36:45;6;2204;31.5;39.59;-23.00535;-46.835362;769.4
05/07/2026 17:36:46;7;2199;31.5;39.59;-23.005341;-46.835359;770.5
05/07/2026 17:36:48;8;2194;31.5;39.5;-23.005332;-46.835357;770.9
05/07/2026 17:36:50;9;2193;31.4;39.59;-23.005332;-46.835357;771.6
05/07/2026 17:36:52;10;2197;31.4;39.59;-23.00533;-46.835354;771.8
05/07/2026 17:36:54;11;2191;31.4;39.59;-23.005326;-46.835352;772.2
05/07/2026 17:36:56;12;2191;31.4;39.5;-23.005321;-46.835349;772.7
05/07/2026 17:36:58;13;2185;31.4;39.59;-23.005321;-46.835346;772.7
05/07/2026 17:36:59;14;2176;31.4;39.59;-23.005318;-46.835345;773.5
05/07/2026 17:37:01;15;2174;31.4;39.59;-23.005312;-46.835341;773.8
05/07/2026 17:37:03;16;2176;31.4;39.59;-23.005303;-46.835335;775.0
05/07/2026 17:37:05;17;2167;31.4;39.7;-23.005295;-46.835328;776.4
05/07/2026 17:37:07;18;2169;31.3;39.7;-23.005291;-46.835321;777.2
05/07/2026 17:37:08;19;2165;31.3;39.7;-23.005273;-46.835312;780.2
05/07/2026 17:37:10;20;2163;31.3;39.7;-23.00527;-46.835306;781.1
05/07/2026 17:37:12;21;2164;31.3;39.7;-23.005257;-46.835297;783.4
05/07/2026 17:37:14;22;2159;31.3;39.7;-23.005238;-46.835285;786.8
05/07/2026 17:37:16;23;2156;31.3;39.7;-23.00522;-46.835283;789.5
05/07/2026 17:37:17;24;2153;31.2;39.7;-23.005192;-46.835279;794.2
05/07/2026 17:37:19;25;2148;31.2;39.8;-23.005155;-46.835275;800.1
05/07/2026 17:37:21;26;2145;31.2;39.8;-23.005138;-46.835272;802.6
05/07/2026 17:37:23;27;2145;31.2;39.8;-23.005127;-46.835272;803.5
05/07/2026 17:37:25;28;2139;31.2;39.9;-23.005101;-46.835267;806.5
05/07/2026 17:37:27;29;2129;31.1;39.9;-23.005106;-46.835271;805.5
05/07/2026 17:37:29;30;2126;31.1;39.9;-23.005135;-46.835279;801.9
05/07/2026 17:37:30;31;2123;31.1;40.0;-23.005144;-46.835282;800.5
05/07/2026 17:37:32;32;2119;31.1;40.0;-23.00515;-46.835285;799.9
05/07/2026 17:37:34;33;2117;31.1;40.0;-23.005144;-46.835284;800.3
05/07/2026 17:37:36;34;2114;31.1;40.09;-23.005156;-46.835288;798.6
05/07/2026 17:37:38;35;2110;31.1;40.2;-23.005173;-46.835294;796.5
05/07/2026 17:37:40;36;2103;31.1;40.2;-23.005191;-46.8353;794.2
05/07/2026 17:37:41;37;2102;31.1;40.2;-23.005202;-46.835304;792.8
05/07/2026 17:37:43;38;2104;31.0;40.2;-23.005207;-46.835305;792.1
05/07/2026 17:37:45;39;2104;31.0;40.2;-23.00521;-46.835306;791.6
05/07/2026 17:37:47;40;2096;31.0;40.2;-23.005216;-46.835308;790.6
05/07/2026 17:37:49;41;2096;31.0;40.2;-23.005227;-46.835312;789.1
05/07/2026 17:37:51;42;2091;31.0;40.2;-23.005237;-46.835316;787.6
05/07/2026 17:37:52;43;2092;31.0;40.3;-23.005265;-46.835327;783.7
05/07/2026 17:37:54;44;2088;31.0;40.2;-23.00528;-46.835335;781.9
05/07/2026 17:37:56;45;2088;30.9;40.3;-23.005285;-46.835338;780.8
05/07/2026 17:37:58;46;2083;30.9;40.3;-23.005292;-46.835343;779.2
05/07/2026 17:38:00;47;2072;30.9;40.3;-23.005306;-46.835349;777.2
05/07/2026 17:38:01;48;2074;30.9;40.4;-23.005325;-46.835357;775.5
05/07/2026 17:38:03;49;2072;30.9;40.4;-23.005324;-46.835358;775.2
05/07/2026 17:38:05;50;2065;30.9;40.4;-23.005334;-46.835363;774.6
