Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
05/07/2026 14:42:25;1;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-47.5;-47.5;-47.5;0.0;-47.5;-47.5;9.75;9.75;9.75;9.75;10.25;10.25;10.25;10.25;100.0;100.0;0.0;1098.63;1098.63;0;1;0;1
05/07/2026 14:42:28;2;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-48.5;-47.5;-48.5;0.707;-48.0;-47.97;9.75;9.75;9.75;9.75;10.25;10.25;10.25;10.25;100.0;100.0;0.0;1098.63;1098.63;0;2;0;1
05/07/2026 14:42:30;3;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-47.5;-47.5;-48.5;0.577;-47.5;-47.81;9.75;9.75;9.75;9.75;10.5;10.5;10.25;10.33;100.0;100.0;0.0;1098.63;1098.63;0;3;0;1
05/07/2026 14:42:32;4;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-48.5;-47.5;-48.5;0.577;-48.0;-47.97;10.25;10.25;9.75;9.88;10.0;10.5;10.0;10.25;100.0;100.0;0.0;1098.63;1098.63;0;4;0;1
05/07/2026 14:42:35;5;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-48.5;-47.5;-48.5;0.548;-48.5;-48.07;10.0;10.25;9.75;9.9;10.25;10.5;10.0;10.25;100.0;100.0;0.0;1098.63;1098.63;0;5;0;1
05/07/2026 14:42:37;6;-48.5;-48.5;-48.5;0.0;-48.5;-48.5;-47.5;-47.5;-48.5;0.548;-48.0;-47.97;9.75;10.25;9.75;9.88;10.25;10.5;10.0;10.25;100.0;100.0;0.0;1098.63;1098.63;0;6;0;1
05/07/2026 14:42:39;7;-47.5;-47.5;-48.5;0.378;-48.5;-48.34;-47.5;-47.5;-48.5;0.535;-47.5;-47.9;11.75;11.75;9.75;10.14;11.0;11.0;10.0;10.36;100.0;100.0;0.0;1098.63;1098.63;0;7;0;1
05/07/2026 14:42:41;8;-48.5;-47.5;-48.5;0.354;-48.5;-48.36;-47.5;-47.5;-48.5;0.518;-47.5;-47.85;9.5;11.75;9.5;10.06;10.5;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;8;0;1
05/07/2026 14:42:43;9;-48.5;-47.5;-48.5;0.333;-48.5;-48.38;-47.5;-47.5;-48.5;0.5;-47.5;-47.81;10.0;11.75;9.5;10.06;10.5;11.0;10.0;10.39;100.0;100.0;0.0;1098.63;1098.63;0;9;0;1
05/07/2026 14:42:46;10;-48.5;-47.5;-48.5;0.316;-48.5;-48.39;-48.5;-47.5;-48.5;0.516;-47.5;-47.87;9.75;11.75;9.5;10.03;10.25;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;10;0;1
05/07/2026 14:42:48;11;-48.5;-47.5;-48.5;0.302;-48.5;-48.39;-47.5;-47.5;-48.5;0.505;-47.5;-47.87;10.25;11.75;9.5;10.05;10.25;11.0;10.0;10.36;100.0;100.0;0.0;1098.63;1098.63;0;11;0;1
05/07/2026 14:42:50;12;-48.5;-47.5;-48.5;0.289;-48.5;-48.39;-47.5;-47.5;-48.5;0.492;-47.5;-47.78;9.5;11.75;9.5;10.0;10.5;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;12;0;1
05/07/2026 14:42:52;13;-48.5;-47.5;-48.5;0.277;-48.5;-48.39;-48.5;-47.5;-48.5;0.506;-47.5;-47.87;9.5;11.75;9.5;9.96;10.5;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;13;0;1
05/07/2026 14:42:55;14;-48.5;-47.5;-48.5;0.267;-48.5;-48.39;-48.5;-47.5;-48.5;0.514;-47.5;-47.87;9.75;11.75;9.5;9.95;10.25;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;14;0;1
05/07/2026 14:42:57;15;-48.5;-47.5;-48.5;0.258;-48.5;-48.39;-47.5;-47.5;-48.5;0.507;-47.5;-47.78;9.75;11.75;9.5;9.93;10.5;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;15;0;1
05/07/2026 14:42:59;16;-48.5;-47.5;-48.5;0.25;-48.5;-48.39;-48.5;-47.5;-48.5;0.512;-47.5;-47.87;10.0;11.75;9.5;9.94;10.5;11.0;10.0;10.39;100.0;100.0;0.0;1098.63;1098.63;0;16;0;1
05/07/2026 14:43:02;17;-48.5;-47.5;-48.5;0.243;-48.5;-48.5;-47.5;-47.5;-48.5;0.507;-47.5;-47.87;10.0;11.75;9.5;9.94;10.25;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;17;0;1
05/07/2026 14:43:04;18;-48.5;-47.5;-48.5;0.236;-48.5;-48.5;-47.5;-47.5;-48.5;0.502;-47.5;-47.87;9.75;11.75;9.5;9.93;10.25;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;18;0;1
05/07/2026 14:43:06;19;-48.5;-47.5;-48.5;0.229;-48.5;-48.5;-47.5;-47.5;-48.5;0.496;-47.5;-47.87;9.75;11.75;9.5;9.92;10.5;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;19;0;1
05/07/2026 14:43:08;20;-48.5;-47.5;-48.5;0.224;-48.5;-48.5;-47.5;-47.5;-48.5;0.489;-47.5;-47.78;10.0;11.75;9.5;9.93;10.25;11.0;10.0;10.38;100.0;100.0;0.0;1098.63;1098.63;0;20;0;1
05/07/2026 14:43:10;21;-48.5;-47.5;-48.5;0.218;-48.5;-48.5;-47.5;-47.5;-48.5;0.483;-47.5;-47.78;9.75;11.75;9.5;9.92;10.25;11.0;10.0;10.37;100.0;100.0;0.0;1098.63;1098.63;0;21;0;1
05/07/2026 14:43:12;22;-48.5;-47.5;-48.5;0.213;-48.5;-48.5;-47.5;-47.5;-48.5;0.477;-47.5;-47.78;9.5;11.75;9.5;9.9;10.25;11.0;10.0;10.36;100.0;100.0;0.0;1098.63;1098.63;0;22;0;1
05/07/2026 14:43:15;23;-48.5;-47.5;-48.5;0.209;-48.5;-48.5;-48.5;-47.5;-48.5;0.487;-47.5;-47.78;9.75;11.75;9.5;9.89;10.0;11.0;10.0;10.35;100.0;100.0;0.0;1098.63;1098.63;0;23;0;1
05/07/2026 14:43:17;24;-48.5;-47.5;-48.5;0.204;-48.5;-48.5;-48.5;-47.5;-48.5;0.495;-47.5;-47.78;9.75;11.75;9.5;9.89;10.5;11.0;10.0;10.35;100.0;100.0;0.0;1098.63;1098.63;0;24;0;1
05/07/2026 14:43:19;25;-48.5;-47.5;-48.5;0.2;-48.5;-48.5;-48.5;-47.5;-48.5;0.5;-47.5;-47.87;9.5;11.75;9.5;9.87;10.5;11.0;10.0;10.36;100.0;100.0;0.0;1098.63;1098.63;0;25;0;1
05/07/2026 14:43:21;26;-48.5;-47.5;-48.5;0.196;-48.5;-48.5;-48.5;-47.5;-48.5;0.504;-47.5;-47.87;9.75;11.75;9.5;9.87;10.25;11.0;10.0;10.36;100.0;100.0;0.0;1098.63;1098.63;0;26;0;1
05/07/2026 14:43:24;27;-48.5;-47.5;-48.5;0.192;-48.5;-48.5;-47.5;-47.5;-48.5;0.501;-47.5;-47.87;10.0;11.75;9.5;9.87;9.25;11.0;9.25;10.31;100.0;100.0;0.0;1098.63;1098.63;0;27;0;1
05/07/2026 14:43:26;28;-48.5;-47.5;-48.5;0.189;-48.5;-48.5;-48.5;-47.5;-48.5;0.504;-47.5;-47.97;9.75;11.75;9.5;9.87;10.5;11.0;9.25;10.32;100.0;100.0;0.0;1098.63;1098.63;0;28;0;1
05/07/2026 14:43:28;29;-48.5;-47.5;-48.5;0.186;-48.5;-48.5;-48.5;-47.5;-48.5;0.506;-47.5;-48.07;10.25;11.75;9.5;9.88;10.5;11.0;9.25;10.33;100.0;100.0;0.0;1098.63;1098.63;0;29;0;1
05/07/2026 14:43:30;30;-48.5;-47.5;-48.5;0.183;-48.5;-48.5;-48.5;-47.5;-48.5;0.507;-47.5;-48.18;9.5;11.75;9.5;9.87;10.25;11.0;9.25;10.32;100.0;100.0;0.0;1098.63;1098.63;0;30;0;1
05/07/2026 14:43:32;31;-48.5;-47.5;-48.5;0.18;-48.5;-48.5;-48.5;-47.5;-48.5;0.508;-47.5;-48.28;9.75;11.75;9.5;9.86;10.25;11.0;9.25;10.32;100.0;100.0;0.0;1098.63;1098.63;0;31;0;1
05/07/2026 14:43:35;32;-48.5;-47.5;-48.5;0.177;-48.5;-48.5;-47.5;-47.5;-48.5;0.507;-47.5;-48.28;9.75;11.75;9.5;9.86;9.75;11.0;9.25;10.3;100.0;100.0;0.0;1098.63;1098.63;0;32;0;1
05/07/2026 14:43:37;33;-48.5;-47.5;-48.5;0.174;-48.5;-48.5;-48.5;-47.5;-48.5;0.508;-47.5;-48.28;9.5;11.75;9.5;9.85;9.75;11.0;9.25;10.29;100.0;100.0;0.0;1098.63;1098.63;0;33;0;1
05/07/2026 14:43:39;34;-48.5;-47.5;-48.5;0.171;-48.5;-48.5;-48.5;-47.5;-48.5;0.508;-48.0;-48.28;9.75;11.75;9.5;9.85;10.0;11.0;9.25;10.28;100.0;100.0;0.0;1098.63;1098.63;0;34;0;1
05/07/2026 14:43:41;35;-48.5;-47.5;-48.5;0.169;-48.5;-48.5;-48.5;-47.5;-48.5;0.507;-48.5;-48.28;9.5;11.75;9.5;9.84;10.0;11.0;9.25;10.27;100.0;100.0;0.0;1098.63;1098.63;0;35;0;1
05/07/2026 14:43:44;36;-48.5;-47.5;-48.5;0.167;-48.5;-48.5;-48.5;-47.5;-48.5;0.506;-48.5;-48.28;9.75;11.75;9.5;9.83;10.25;11.0;9.25;10.27;100.0;100.0;0.0;1098.63;1098.63;0;36;0;1
