Time stamp;medida;luminosidade;luminosidade_media_movel
05/07/2026 14:42:25;1;4095.0;4095.0
05/07/2026 14:42:28;2;4095.0;4095.0
05/07/2026 14:42:30;3;4095.0;4095.0
05/07/2026 14:42:32;4;4095.0;4095.0
05/07/2026 14:42:35;5;4095.0;4095.0
05/07/2026 14:42:37;6;4095.0;4095.0
05/07/2026 14:42:39;7;4095.0;4095.0
05/07/2026 14:42:41;8;4095.0;4095.0
05/07/2026 14:42:43;9;4095.0;4095.0
05/07/2026 14:42:46;10;4095.0;4095.0
05/07/2026 14:42:48;11;4095.0;4095.0
05/07/2026 14:42:50;12;4095.0;4095.0
05/07/2026 14:42:52;13;4095.0;4095.0
05/07/2026 14:42:55;14;4095.0;4095.0
05/07/2026 14:42:57;15;4095.0;4095.0
05/07/2026 14:42:59;16;4095.0;4095.0
05/07/2026 14:43:02;17;4095.0;4095.0
05/07/2026 14:43:04;18;4095.0;4095.0
05/07/2026 14:43:06;19;4095.0;4095.0
05/07/2026 14:43:08;20;4095.0;4095.0
05/07/2026 14:43:10;21;4095.0;4095.0
05/07/2026 14:43:12;22;4095.0;4095.0
05/07/2026 14:43:15;23;4095.0;4095.0
05/07/2026 14:43:17;24;4095.0;4095.0
05/07/2026 14:43:19;25;4095.0;4095.0
05/07/2026 14:43:21;26;4095.0;4095.0
05/07/2026 14:43:24;27;4095.0;4095.0
05/07/2026 14:43:26;28;4095.0;4095.0
05/07/2026 14:43:28;29;4095.0;4095.0
05/07/2026 14:43:30;30;4095.0;4095.0
05/07/2026 14:43:32;31;4095.0;4095.0
05/07/2026 14:43:35;32;4095.0;4095.0
05/07/2026 14:43:37;33;4095.0;4095.0
05/07/2026 14:43:39;34;4095.0;4095.0
05/07/2026 14:43:42;35;4095.0;4095.0
05/07/2026 14:43:44;36;4095.0;4095.0
05/07/2026 14:43:46;37;4095.0;4095.0
05/07/2026 14:43:48;38;4095.0;4095.0
05/07/2026 14:43:50;39;4095.0;4095.0
05/07/2026 14:43:52;40;4095.0;4095.0
05/07/2026 14:43:55;41;4095.0;4095.0
05/07/2026 14:43:57;42;4095.0;4095.0
05/07/2026 14:43:59;43;4095.0;4095.0
05/07/2026 14:44:01;44;4095.0;4095.0
05/07/2026 14:44:04;45;4095.0;4095.0
05/07/2026 14:44:06;46;4095.0;4095.0
05/07/2026 14:44:08;47;4095.0;4095.0
05/07/2026 14:44:10;48;4095.0;4095.0
05/07/2026 14:44:12;49;4095.0;4095.0
05/07/2026 14:44:15;50;4095.0;4095.0
05/07/2026 14:44:17;51;4095.0;4095.0
05/07/2026 14:44:19;52;4095.0;4095.0
05/07/2026 14:44:21;53;4095.0;4095.0
05/07/2026 14:44:23;54;4095.0;4095.0
05/07/2026 14:44:26;55;4095.0;4095.0
05/07/2026 14:44:28;56;4095.0;4095.0
05/07/2026 14:44:30;57;4095.0;4095.0
05/07/2026 14:44:32;58;4095.0;4095.0
05/07/2026 14:44:34;59;4095.0;4095.0
05/07/2026 14:44:37;60;4095.0;4095.0
05/07/2026 14:44:39;61;4095.0;4095.0
05/07/2026 14:44:41;62;4095.0;4095.0
05/07/2026 14:44:44;63;4095.0;4095.0
05/07/2026 14:44:46;64;4095.0;4095.0
05/07/2026 14:44:48;65;4095.0;4095.0
05/07/2026 14:44:50;66;4095.0;4095.0
05/07/2026 14:44:52;67;4095.0;4095.0
05/07/2026 14:44:54;68;4095.0;4095.0
05/07/2026 14:44:57;69;4095.0;4095.0
05/07/2026 14:44:59;70;4095.0;4095.0
05/07/2026 14:45:01;71;4095.0;4095.0
05/07/2026 14:45:03;72;4095.0;4095.0
05/07/2026 14:45:06;73;4095.0;4095.0
05/07/2026 14:45:08;74;4095.0;4095.0
05/07/2026 14:45:10;75;4095.0;4095.0
05/07/2026 14:45:12;76;4095.0;4095.0
05/07/2026 14:45:14;77;4095.0;4095.0
05/07/2026 14:45:17;78;4095.0;4095.0
05/07/2026 14:45:22;79;4095.0;4095.0
05/07/2026 14:45:24;80;4095.0;4095.0
05/07/2026 14:45:27;81;4095.0;4095.0
05/07/2026 14:45:29;82;4095.0;4095.0
05/07/2026 14:45:31;83;4095.0;4095.0
05/07/2026 14:45:34;84;4095.0;4095.0
05/07/2026 14:45:36;85;4095.0;4095.0
05/07/2026 14:45:38;86;4095.0;4095.0
05/07/2026 14:45:40;87;4095.0;4095.0
05/07/2026 14:45:43;88;4095.0;4095.0
05/07/2026 14:45:45;89;4095.0;4095.0
05/07/2026 14:45:47;90;4095.0;4095.0
05/07/2026 14:45:49;91;4095.0;4095.0
05/07/2026 14:45:52;92;4095.0;4095.0
