Time stamp;Medida;Luminosidade;Temperatura;Umidade;Latitude;Longitude;Altitude
05/07/2026 14:42:25;1;4095;40.7;30.8;-23.005344;-46.835392;775.0
05/07/2026 14:42:27;2;4095;40.8;30.9;-23.005344;-46.835393;774.9
05/07/2026 14:42:30;3;4095;40.8;31.0;-23.005344;-46.835393;774.9
05/07/2026 14:42:32;4;4095;40.8;31.1;-23.005344;-46.835394;774.8
05/07/2026 14:42:34;5;4095;40.8;31.1;-23.005345;-46.835395;774.6
05/07/2026 14:42:37;6;4095;40.9;31.0;-23.005344;-46.835395;774.3
05/07/2026 14:42:39;7;4095;40.9;31.0;-23.005344;-46.835395;774.1
05/07/2026 14:42:41;8;4095;40.9;31.0;-23.005344;-46.835395;773.8
05/07/2026 14:42:43;9;4095;40.9;31.0;-23.005344;-46.835395;773.4
05/07/2026 14:42:45;10;4095;40.9;31.0;-23.005344;-46.835395;773.2
05/07/2026 14:42:48;11;4095;41.0;31.0;-23.005344;-46.835394;772.9
05/07/2026 14:42:50;12;4095;41.0;30.9;-23.005344;-46.835395;772.5
05/07/2026 14:42:52;13;4095;41.0;30.9;-23.005345;-46.835396;772.2
05/07/2026 14:42:54;14;4095;41.0;30.8;-23.005346;-46.835397;771.8
05/07/2026 14:42:57;15;4095;41.0;30.8;-23.005346;-46.835397;771.4
05/07/2026 14:42:59;16;4095;41.0;30.8;-23.005347;-46.835398;771.1
05/07/2026 14:43:01;17;4095;41.1;30.9;-23.005349;-46.835399;770.5
05/07/2026 14:43:03;18;4095;41.1;31.0;-23.00535;-46.8354;770.2
05/07/2026 14:43:06;19;4095;41.1;30.9;-23.005351;-46.835401;770.1
05/07/2026 14:43:08;20;4095;41.2;30.8;-23.005351;-46.835401;769.9
05/07/2026 14:43:10;21;4095;41.2;30.8;-23.005352;-46.835402;769.7
05/07/2026 14:43:12;22;4095;41.2;30.9;-23.005353;-46.835403;769.5
05/07/2026 14:43:15;23;4095;41.2;30.9;-23.005354;-46.835404;769.2
05/07/2026 14:43:17;24;4095;41.2;31.0;-23.005354;-46.835404;769.2
05/07/2026 14:43:19;25;4095;41.2;31.0;-23.005354;-46.835405;769.0
05/07/2026 14:43:21;26;4095;41.3;31.0;-23.005354;-46.835405;768.8
05/07/2026 14:43:23;27;4095;41.3;31.0;-23.005354;-46.835404;768.5
05/07/2026 14:43:26;28;4095;41.3;31.0;-23.005353;-46.835405;768.3
05/07/2026 14:43:28;29;4095;41.3;31.1;-23.005352;-46.835405;768.3
05/07/2026 14:43:30;30;4095;41.3;30.9;-23.005351;-46.835407;768.4
05/07/2026 14:43:32;31;4095;41.3;30.9;-23.005351;-46.835407;768.3
05/07/2026 14:43:35;32;4095;41.4;30.9;-23.005351;-46.835409;768.5
05/07/2026 14:43:37;33;4095;41.4;31.0;-23.005352;-46.835411;768.4
05/07/2026 14:43:39;34;4095;41.4;31.0;-23.005353;-46.835414;768.4
05/07/2026 14:43:41;35;4095;41.4;31.0;-23.005354;-46.835417;768.4
05/07/2026 14:43:43;36;4095;41.5;31.1;-23.005356;-46.835419;768.3
05/07/2026 14:43:46;37;4095;41.5;31.1;-23.005356;-46.835421;768.3
05/07/2026 14:43:48;38;4095;41.5;31.1;-23.005358;-46.835423;768.3
05/07/2026 14:43:50;39;4095;41.5;31.0;-23.005359;-46.835425;768.4
05/07/2026 14:43:52;40;4095;41.5;31.0;-23.005361;-46.835428;768.6
05/07/2026 14:43:54;41;4095;41.5;31.0;-23.005361;-46.835429;768.6
05/07/2026 14:43:57;42;4095;41.6;30.9;-23.005363;-46.835431;768.7
05/07/2026 14:43:59;43;4095;41.6;30.9;-23.005364;-46.835433;768.7
05/07/2026 14:44:01;44;4095;41.6;30.7;-23.005366;-46.835434;768.7
05/07/2026 14:44:03;45;4095;41.6;30.7;-23.005368;-46.835436;768.7
05/07/2026 14:44:06;46;4095;41.6;30.7;-23.005368;-46.835435;768.9
05/07/2026 14:44:08;47;4095;41.6;30.5;-23.005369;-46.835435;769.0
05/07/2026 14:44:10;48;4095;41.6;30.4;-23.005368;-46.835432;768.9
05/07/2026 14:44:12;49;4095;41.7;29.9;-23.00537;-46.835433;768.6
05/07/2026 14:44:14;50;4095;41.7;29.5;-23.005371;-46.835432;768.4
