Medida;Latitude;Longitude;Altitude;Distancia_3D_m;RSSI_DL_medido;RSSI_DL_previsto_shadowing
82;-23.005195;-46.835754;763.1;50.96;-72.0;-65.7
83;-23.005197;-46.835753;763.1;50.75;-72.0;-65.65
84;-23.005199;-46.835752;763.1;50.55;-71.0;-65.59
85;-23.0052;-46.835751;763.0;50.43;-71.0;-65.56
86;-23.005201;-46.835746;763.2;49.92;-71.0;-65.43
87;-23.005201;-46.835743;763.7;49.56;-72.0;-65.34
88;-23.005201;-46.835741;763.9;49.35;-76.0;-65.28
89;-23.005201;-46.835739;764.3;49.11;-74.0;-65.22
90;-23.005202;-46.835737;764.6;48.81;-73.0;-65.14
91;-23.005202;-46.835735;765.2;48.53;-78.5;-65.06
92;-23.005203;-46.835734;765.7;48.28;-74.0;-65.0
93;-23.005203;-46.835733;765.9;48.16;-76.0;-64.96
94;-23.005203;-46.835732;766.1;48.04;-75.0;-64.93
95;-23.005204;-46.835732;766.6;47.88;-72.0;-64.89
96;-23.005204;-46.835732;767.3;47.76;-76.0;-64.86
97;-23.005203;-46.835733;767.5;47.87;-72.0;-64.89
98;-23.005203;-46.835733;767.8;47.82;-77.5;-64.87
99;-23.005203;-46.835734;768.0;47.87;-72.0;-64.89
100;-23.005203;-46.835736;768.1;48.01;-72.0;-64.93
101;-23.005204;-46.835739;768.1;48.19;-73.0;-64.97
102;-23.005204;-46.835741;768.3;48.32;-73.0;-65.01
103;-23.005204;-46.835742;768.6;48.35;-79.5;-65.02
104;-23.005204;-46.835742;769.1;48.29;-70.0;-65.0
105;-23.005204;-46.835743;769.2;48.35;-79.5;-65.02
106;-23.005205;-46.835745;769.3;48.44;-74.0;-65.04
107;-23.005206;-46.835747;769.2;48.55;-77.5;-65.07
108;-23.005206;-46.835747;769.3;48.53;-75.0;-65.07
109;-23.005206;-46.835748;769.3;48.62;-78.5;-65.09
110;-23.005206;-46.835748;769.3;48.62;-73.0;-65.09
111;-23.005206;-46.835748;769.1;48.64;-75.0;-65.09
112;-23.005206;-46.835748;768.9;48.67;-76.0;-65.1
113;-23.005205;-46.835747;768.9;48.65;-74.0;-65.1
114;-23.005206;-46.835747;769.0;48.57;-76.0;-65.08
115;-23.005205;-46.835746;769.3;48.52;-72.0;-65.06
116;-23.005205;-46.835747;769.0;48.64;-86.0;-65.09
117;-23.005203;-46.835746;769.0;48.69;-72.0;-65.11
118;-23.005203;-46.835746;768.8;48.72;-75.0;-65.11
119;-23.005203;-46.835746;768.9;48.7;-67.5;-65.11
120;-23.005201;-46.835746;768.7;48.86;-72.0;-65.15
121;-23.005199;-46.835745;768.2;48.99;-75.0;-65.19
122;-23.005197;-46.835744;767.8;49.1;-74.0;-65.22
123;-23.005194;-46.835744;767.3;49.39;-71.0;-65.29
124;-23.005191;-46.835743;766.9;49.58;-79.5;-65.34
125;-23.005192;-46.835743;766.6;49.56;-82.5;-65.34
126;-23.005191;-46.835742;766.3;49.61;-75.0;-65.35
127;-23.005189;-46.83574;766.3;49.59;-74.0;-65.35
128;-23.005188;-46.835739;766.3;49.58;-75.0;-65.34
129;-23.005187;-46.835737;766.1;49.53;-72.0;-65.33
130;-23.005185;-46.835737;765.9;49.71;-71.0;-65.38
131;-23.005186;-46.835737;765.8;49.65;-72.0;-65.36
132;-23.005187;-46.835738;766.0;49.62;-72.0;-65.36
133;-23.005188;-46.835738;765.9;49.57;-72.0;-65.34
134;-23.005188;-46.835737;765.7;49.54;-72.0;-65.33
135;-23.005188;-46.835738;765.3;49.69;-72.0;-65.37
136;-23.005186;-46.835737;764.8;49.86;-76.0;-65.42
137;-23.005185;-46.835737;764.4;50.01;-70.0;-65.46
138;-23.005184;-46.835738;764.1;50.23;-66.5;-65.51
139;-23.005185;-46.835739;764.4;50.17;-77.5;-65.5
140;-23.005185;-46.835741;764.4;50.32;-75.0;-65.54
141;-23.005186;-46.835741;764.8;50.17;-74.0;-65.5
142;-23.005188;-46.835741;765.2;49.95;-73.0;-65.44
143;-23.005189;-46.835742;765.4;49.92;-67.5;-65.43
144;-23.005188;-46.835742;765.7;49.92;-70.0;-65.43
145;-23.005189;-46.835743;765.9;49.9;-72.0;-65.43
146;-23.00519;-46.835743;766.0;49.81;-73.0;-65.4
147;-23.005189;-46.835743;766.4;49.8;-72.0;-65.4
148;-23.00519;-46.835744;767.0;49.71;-72.0;-65.38
149;-23.00519;-46.835744;767.5;49.63;-73.0;-65.36
150;-23.00519;-46.835745;767.9;49.64;-76.0;-65.36
151;-23.00519;-46.835745;768.3;49.58;-76.0;-65.34
152;-23.00519;-46.835744;768.8;49.44;-87.0;-65.31
153;-23.00519;-46.835743;768.9;49.34;-79.5;-65.28
154;-23.00519;-46.835742;769.1;49.24;-76.0;-65.25
155;-23.005191;-46.835743;768.9;49.27;-80.5;-65.26
156;-23.005192;-46.835744;769.0;49.27;-71.0;-65.26
157;-23.005192;-46.835744;769.0;49.27;-79.5;-65.26
158;-23.005193;-46.835745;769.0;49.28;-71.0;-65.27
159;-23.005195;-46.835745;768.9;49.16;-71.0;-65.23
160;-23.005196;-46.835745;768.8;49.11;-72.0;-65.22
161;-23.005198;-46.835745;768.8;48.97;-74.0;-65.18
162;-23.005199;-46.835743;768.9;48.73;-70.0;-65.12
163;-23.005199;-46.835742;768.8;48.66;-68.5;-65.1
164;-23.005199;-46.835741;768.7;48.6;-72.0;-65.08
165;-23.0052;-46.83574;768.7;48.45;-71.0;-65.04
166;-23.0052;-46.835739;768.6;48.38;-70.0;-65.03
167;-23.005199;-46.835737;768.4;48.32;-71.0;-65.01
168;-23.005197;-46.835736;768.0;48.44;-71.0;-65.04
169;-23.005197;-46.835736;767.7;48.48;-71.0;-65.05
170;-23.005196;-46.835736;767.4;48.6;-74.0;-65.08
171;-23.005196;-46.835735;767.2;48.55;-71.0;-65.07
172;-23.005195;-46.835734;767.1;48.56;-83.5;-65.07
173;-23.005194;-46.835733;766.9;48.59;-71.0;-65.08
174;-23.005194;-46.835732;766.7;48.54;-76.0;-65.07
175;-23.005195;-46.835731;766.9;48.36;-64.5;-65.02
176;-23.005186;-46.835771;766.6;52.2;-64.5;-66.01
177;-23.00517;-46.835832;766.6;58.22;-68.5;-67.44
178;-23.005144;-46.835912;766.1;66.62;-89.0;-69.19
179;-23.005113;-46.836006;765.6;76.59;-73.0;-71.01
180;-23.005069;-46.836131;764.1;90.19;-74.0;-73.14
181;-23.005052;-46.836181;763.7;95.58;-75.0;-73.9
182;-23.005052;-46.836181;763.7;95.58;-75.0;-73.9
183;-23.005029;-46.836245;763.3;102.55;-78.5;-74.81
184;-23.005028;-46.836243;763.1;102.45;-78.5;-74.8
185;-23.005028;-46.836242;763.0;102.37;-78.5;-74.79
186;-23.005027;-46.836241;763.0;102.34;-78.5;-74.79
187;-23.005027;-46.83624;763.0;102.25;-79.5;-74.77
188;-23.005027;-46.83624;763.0;102.25;-78.5;-74.77
189;-23.005027;-46.836238;762.9;102.08;-78.5;-74.75
190;-23.005027;-46.836238;763.0;102.07;-78.5;-74.75
191;-23.005026;-46.836239;762.8;102.24;-83.5;-74.77
192;-23.005026;-46.836238;763.1;102.11;-77.5;-74.76
193;-23.005022;-46.83624;762.0;102.64;-80.5;-74.82
194;-23.005018;-46.83624;760.5;103.06;-79.5;-74.88
195;-23.005016;-46.83624;760.2;103.21;-78.5;-74.9
196;-23.005015;-46.83624;760.0;103.3;-78.5;-74.91
197;-23.005017;-46.836236;761.2;102.66;-78.5;-74.83
198;-23.005019;-46.836232;762.4;102.04;-81.5;-74.75
199;-23.005019;-46.836229;763.0;101.7;-76.0;-74.7
200;-23.00502;-46.836228;763.6;101.49;-79.5;-74.68
201;-23.00502;-46.836226;763.9;101.28;-80.5;-74.65
202;-23.00502;-46.836224;764.2;101.06;-77.5;-74.62
203;-23.00502;-46.836222;764.3;100.88;-79.5;-74.6
204;-23.005019;-46.836221;764.1;100.87;-82.5;-74.6
205;-23.005018;-46.836221;763.9;100.94;-81.5;-74.61
206;-23.005016;-46.836221;763.6;101.09;-78.5;-74.63
207;-23.005016;-46.83622;763.6;101.0;-76.0;-74.61
208;-23.005012;-46.836222;762.9;101.48;-77.5;-74.68
209;-23.005012;-46.836221;763.1;101.37;-77.5;-74.66
210;-23.005012;-46.836221;763.1;101.37;-78.5;-74.66
211;-23.005013;-46.836221;763.5;101.26;-82.5;-74.65
212;-23.005012;-46.83622;763.8;101.2;-80.5;-74.64
213;-23.005013;-46.83622;764.2;101.1;-79.5;-74.63
214;-23.005014;-46.836219;764.6;100.91;-79.5;-74.6
215;-23.005015;-46.836218;765.1;100.71;-84.5;-74.58
216;-23.005015;-46.836217;765.6;100.57;-79.5;-74.56
217;-23.005016;-46.836217;765.9;100.49;-76.0;-74.55
218;-23.005016;-46.836217;766.1;100.47;-80.5;-74.55
219;-23.005017;-46.836217;766.3;100.4;-82.5;-74.54
220;-23.005016;-46.836218;765.9;100.58;-77.5;-74.56
221;-23.005014;-46.83622;765.3;100.92;-78.5;-74.6
222;-23.005017;-46.836221;766.0;100.78;-79.5;-74.59
223;-23.005017;-46.836221;766.4;100.74;-77.5;-74.58
224;-23.005018;-46.836223;766.5;100.86;-80.5;-74.6
225;-23.005018;-46.836225;766.5;101.03;-79.5;-74.62
226;-23.005018;-46.836225;766.6;101.02;-77.5;-74.62
227;-23.005018;-46.836225;766.7;101.02;-78.5;-74.62
228;-23.005017;-46.836225;766.3;101.11;-78.5;-74.63
229;-23.005017;-46.836225;766.1;101.12;-78.5;-74.63
230;-23.005016;-46.836224;766.0;101.1;-77.5;-74.63
231;-23.005014;-46.836222;765.7;101.06;-77.5;-74.62
232;-23.005013;-46.836222;765.5;101.14;-77.5;-74.63
233;-23.005012;-46.836222;765.3;101.21;-77.5;-74.64
234;-23.005011;-46.836221;765.0;101.21;-78.5;-74.64
235;-23.00501;-46.836221;764.7;101.3;-76.0;-74.65
236;-23.005008;-46.836222;764.1;101.56;-76.0;-74.69
237;-23.005007;-46.836224;763.5;101.86;-79.5;-74.72
238;-23.005006;-46.836226;762.9;102.16;-80.5;-74.76
239;-23.005006;-46.836227;762.5;102.3;-78.5;-74.78
240;-23.005005;-46.836229;762.2;102.57;-77.5;-74.81
241;-23.005003;-46.836231;761.2;102.99;-78.5;-74.87
242;-23.005003;-46.836232;760.8;103.13;-86.0;-74.89
243;-23.005003;-46.836232;760.7;103.15;-79.5;-74.89
244;-23.005004;-46.836232;760.6;103.11;-81.5;-74.88
245;-23.005001;-46.836232;759.6;103.42;-79.5;-74.92
246;-23.004998;-46.836235;757.9;104.12;-78.5;-75.01
247;-23.004997;-46.836235;756.8;104.37;-78.5;-75.04
248;-23.004995;-46.836236;755.7;104.77;-81.5;-75.09
249;-23.004993;-46.836237;754.7;105.16;-79.5;-75.14
250;-23.004991;-46.836237;753.0;105.61;-81.5;-75.2
251;-23.004994;-46.836244;755.8;105.5;-71.0;-75.18
252;-23.004985;-46.836291;755.8;110.09;-71.0;-75.74
253;-23.004968;-46.836359;755.4;117.05;-68.5;-76.54
254;-23.004937;-46.836476;756.1;128.97;-74.0;-77.8
255;-23.004914;-46.836561;756.0;137.8;-76.0;-78.66
256;-23.004892;-46.836646;756.3;146.56;-76.0;-79.46
257;-23.004866;-46.836733;756.2;155.78;-76.0;-80.26
258;-23.00484;-46.836815;756.3;164.52;-89.0;-80.97
259;-23.004796;-46.836918;755.7;176.14;-81.5;-81.86
260;-23.004775;-46.836973;755.3;182.23;-87.0;-82.3
261;-23.004761;-46.837012;755.1;186.51;-89.0;-82.61
262;-23.004751;-46.837047;755.3;190.18;-97.5;-82.86
263;-23.004742;-46.837071;755.7;192.77;-90.0;-83.04
264;-23.004741;-46.837071;756.0;192.79;-90.0;-83.04
265;-23.00474;-46.83707;756.0;192.74;-82.5;-83.03
266;-23.004739;-46.837071;756.2;192.86;-84.5;-83.04
267;-23.004739;-46.837071;756.8;192.8;-83.5;-83.04
268;-23.004736;-46.837071;757.2;192.91;-86.0;-83.04
269;-23.004736;-46.837071;757.7;192.86;-88.0;-83.04
270;-23.004735;-46.837071;758.0;192.88;-88.0;-83.04
271;-23.004734;-46.837071;758.4;192.89;-89.0;-83.04
272;-23.004734;-46.837071;758.7;192.86;-86.0;-83.04
273;-23.004734;-46.837072;759.2;192.91;-86.0;-83.05
274;-23.004734;-46.837072;759.4;192.9;-83.5;-83.04
275;-23.004735;-46.837073;759.4;192.94;-86.0;-83.05
276;-23.004735;-46.837073;759.4;192.94;-88.0;-83.05
277;-23.004734;-46.837073;759.4;192.99;-86.0;-83.05
278;-23.004734;-46.837073;759.3;193.0;-82.5;-83.05
279;-23.004734;-46.837073;759.1;193.02;-86.0;-83.05
280;-23.004735;-46.837074;758.8;193.09;-86.0;-83.06
281;-23.004735;-46.837075;758.7;193.19;-82.5;-83.06
282;-23.004735;-46.837075;758.6;193.2;-87.0;-83.06
283;-23.004736;-46.837074;758.3;193.08;-84.5;-83.06
284;-23.004736;-46.837073;758.4;192.98;-86.0;-83.05
285;-23.004736;-46.837071;758.4;192.8;-86.0;-83.04
286;-23.004736;-46.83707;758.5;192.7;-83.5;-83.03
287;-23.004736;-46.837069;758.6;192.59;-86.0;-83.02
288;-23.004737;-46.837067;758.7;192.35;-88.0;-83.01
289;-23.004737;-46.837066;758.8;192.25;-83.5;-83.0
290;-23.004737;-46.837065;758.7;192.17;-83.5;-82.99
291;-23.004737;-46.837064;758.7;192.08;-82.5;-82.99
292;-23.004738;-46.837063;758.7;191.94;-90.0;-82.98
293;-23.00474;-46.837062;758.7;191.75;-88.0;-82.97
294;-23.004742;-46.837062;758.6;191.67;-87.0;-82.96
295;-23.004743;-46.837062;758.5;191.63;-86.0;-82.96
296;-23.004743;-46.837061;758.4;191.55;-87.0;-82.95
297;-23.004745;-46.837062;758.4;191.55;-93.5;-82.95
298;-23.004746;-46.837061;758.3;191.42;-87.0;-82.94
299;-23.004745;-46.83706;758.2;191.38;-81.5;-82.94
300;-23.004745;-46.83706;758.0;191.4;-83.5;-82.94
301;-23.004745;-46.837059;758.0;191.3;-84.5;-82.94
302;-23.004745;-46.837059;757.8;191.32;-83.5;-82.94
303;-23.004745;-46.837057;757.4;191.17;-83.5;-82.93
304;-23.004744;-46.837057;757.5;191.21;-82.5;-82.93
305;-23.004743;-46.837056;757.5;191.17;-86.0;-82.93
306;-23.004742;-46.837056;757.3;191.23;-81.5;-82.93
307;-23.004741;-46.837056;757.1;191.3;-82.5;-82.94
308;-23.00474;-46.837055;756.9;191.27;-82.5;-82.93
309;-23.004739;-46.837056;756.8;191.42;-82.5;-82.94
310;-23.004738;-46.837055;756.5;191.4;-83.5;-82.94
311;-23.004737;-46.837055;756.3;191.47;-82.5;-82.95
312;-23.004738;-46.837055;756.5;191.4;-83.5;-82.94
313;-23.004738;-46.837054;756.4;191.32;-89.0;-82.94
314;-23.004738;-46.837053;756.4;191.23;-86.0;-82.93
315;-23.004738;-46.837053;756.8;191.19;-84.5;-82.93
316;-23.004739;-46.837053;757.1;191.11;-84.5;-82.92
317;-23.004739;-46.837054;757.4;191.18;-84.5;-82.93
318;-23.004739;-46.837055;757.8;191.23;-86.0;-82.93
319;-23.00474;-46.837055;758.1;191.16;-87.0;-82.93
320;-23.004741;-46.837056;758.4;191.18;-88.0;-82.93
321;-23.004742;-46.837056;758.6;191.11;-86.0;-82.92
322;-23.004742;-46.837056;758.6;191.11;-86.0;-82.92
323;-23.004742;-46.837055;758.1;191.06;-87.0;-82.92
324;-23.004741;-46.837055;757.8;191.14;-84.5;-82.92
325;-23.004741;-46.837054;757.9;191.04;-84.5;-82.92
326;-23.004738;-46.837055;757.3;191.33;-90.0;-82.94
327;-23.004737;-46.837056;756.9;191.5;-88.0;-82.95
328;-23.004735;-46.837056;756.7;191.62;-90.0;-82.96
329;-23.004734;-46.837055;756.5;191.59;-92.0;-82.96
330;-23.004733;-46.837053;756.2;191.48;-86.0;-82.95
331;-23.004731;-46.837054;756.3;191.66;-84.5;-82.96
332;-23.004731;-46.837074;756.1;193.52;-80.5;-83.09
333;-23.004727;-46.837128;755.3;198.78;-84.5;-83.44
334;-23.004708;-46.837205;755.2;206.8;-90.0;-83.95
335;-23.004661;-46.837352;754.3;222.69;-88.0;-84.92
336;-23.004631;-46.837442;754.1;232.44;-92.0;-85.47
337;-23.004607;-46.83752;754.0;240.8;-91.0;-85.93
338;-23.004579;-46.837602;753.7;249.73;-92.0;-86.41
339;-23.004543;-46.837698;753.3;260.33;-100.5;-86.95
340;-23.004496;-46.837831;753.1;274.87;-89.0;-87.66
341;-23.004479;-46.837885;753.2;280.67;-94.5;-87.93
342;-23.004466;-46.837911;752.8;283.71;-103.5;-88.07
343;-23.004464;-46.837911;753.0;283.78;-94.5;-88.07
344;-23.004463;-46.83791;753.4;283.7;-97.5;-88.07
345;-23.004462;-46.837908;753.6;283.54;-93.5;-88.06
346;-23.00446;-46.837906;753.7;283.43;-92.0;-88.06
347;-23.004459;-46.837906;753.9;283.46;-93.5;-88.06
348;-23.004458;-46.837905;754.2;283.39;-94.5;-88.06
349;-23.004455;-46.837903;754.5;283.31;-92.0;-88.05
350;-23.004454;-46.837902;754.7;283.24;-95.5;-88.05
351;-23.004454;-46.837901;755.1;283.12;-92.0;-88.04
352;-23.004452;-46.837899;755.3;283.01;-91.0;-88.04
353;-23.004451;-46.837897;755.2;282.87;-92.0;-88.03
354;-23.004449;-46.837895;755.3;282.77;-97.5;-88.03
355;-23.004446;-46.837891;755.3;282.53;-93.5;-88.02
356;-23.004442;-46.837887;755.3;282.33;-90.0;-88.01
357;-23.004439;-46.837885;755.4;282.27;-91.0;-88.0
358;-23.004438;-46.837882;755.5;282.03;-90.0;-87.99
359;-23.004435;-46.837881;755.5;282.07;-91.0;-88.0
360;-23.004434;-46.83788;755.5;282.02;-89.0;-87.99
361;-23.004432;-46.837878;755.4;281.94;-93.5;-87.99
362;-23.004432;-46.837878;755.6;281.92;-95.5;-87.99
363;-23.004432;-46.837878;755.6;281.92;-93.5;-87.99
364;-23.004435;-46.837879;755.5;281.89;-93.5;-87.99
365;-23.004438;-46.83788;755.4;281.85;-90.0;-87.98
366;-23.004439;-46.837879;755.3;281.72;-97.5;-87.98
367;-23.004442;-46.837882;755.1;281.88;-95.5;-87.99
368;-23.004445;-46.837884;755.2;281.92;-93.5;-87.99
369;-23.004447;-46.837886;755.2;282.02;-93.5;-87.99
370;-23.00445;-46.837888;755.4;282.06;-92.0;-87.99
371;-23.004452;-46.837889;755.4;282.07;-91.0;-87.99
372;-23.004454;-46.83789;755.4;282.07;-94.5;-87.99
373;-23.004455;-46.837891;755.2;282.13;-98.5;-88.0
374;-23.004457;-46.837892;755.2;282.14;-106.5;-88.0
375;-23.004458;-46.837892;755.0;282.11;-95.5;-88.0
376;-23.004458;-46.83789;754.5;281.96;-94.5;-87.99
377;-23.004459;-46.83789;754.2;281.94;-93.5;-87.99
378;-23.00446;-46.83789;754.0;281.91;-96.5;-87.99
379;-23.004462;-46.837892;754.0;282.01;-95.5;-87.99
380;-23.004463;-46.837892;753.8;281.98;-94.5;-87.99
381;-23.004463;-46.837891;753.6;281.9;-92.0;-87.99
382;-23.004464;-46.837891;753.4;281.87;-92.0;-87.99
383;-23.004464;-46.837891;753.4;281.87;-94.5;-87.99
384;-23.004466;-46.837892;753.6;281.86;-97.5;-87.99
385;-23.004466;-46.837893;753.7;281.95;-95.5;-87.99
386;-23.004467;-46.837892;753.9;281.8;-93.5;-87.98
387;-23.004468;-46.837893;754.4;281.81;-89.0;-87.98
388;-23.00447;-46.837895;754.8;281.88;-95.5;-87.99
389;-23.004472;-46.837898;755.7;282.01;-96.5;-87.99
390;-23.004473;-46.837901;756.3;282.21;-98.5;-88.0
391;-23.004472;-46.837901;756.6;282.23;-94.5;-88.0
392;-23.004472;-46.837902;756.9;282.3;-91.0;-88.01
393;-23.004473;-46.837903;757.3;282.33;-91.0;-88.01
394;-23.004473;-46.837904;757.9;282.38;-92.0;-88.01
395;-23.004471;-46.837904;758.5;282.43;-92.0;-88.01
396;-23.00447;-46.837905;759.0;282.54;-94.5;-88.02
397;-23.00447;-46.837904;759.4;282.43;-94.5;-88.01
398;-23.00447;-46.837905;759.7;282.5;-93.5;-88.01
399;-23.00447;-46.837906;759.8;282.59;-94.5;-88.02
400;-23.00447;-46.837905;759.6;282.51;-92.0;-88.02
401;-23.004468;-46.837917;759.5;283.73;-86.0;-88.07
402;-23.004461;-46.837953;759.4;287.43;-84.5;-88.24
403;-23.00443;-46.838052;759.1;298.1;-89.0;-88.72
404;-23.004408;-46.838135;758.8;306.89;-89.0;-89.09
405;-23.004384;-46.838214;757.9;315.42;-88.0;-89.45
406;-23.00436;-46.838291;757.2;323.75;-93.5;-89.79
407;-23.004335;-46.838371;757.2;332.36;-95.5;-90.13
408;-23.0043;-46.83849;757.0;345.1;-91.0;-90.62
409;-23.004277;-46.838565;757.2;353.16;-92.0;-90.92
410;-23.004252;-46.838636;757.2;360.93;-97.5;-91.21
411;-23.004228;-46.838696;756.9;367.63;-94.5;-91.45
412;-23.004214;-46.838744;757.2;372.74;-93.5;-91.63
413;-23.004197;-46.838802;757.9;378.92;-91.0;-91.84
414;-23.004191;-46.838828;758.5;381.6;-92.0;-91.93
415;-23.004191;-46.838832;758.8;381.97;-91.0;-91.95
416;-23.004193;-46.838833;758.7;381.99;-91.0;-91.95
417;-23.004196;-46.838835;759.0;382.04;-91.0;-91.95
418;-23.0042;-46.838836;759.7;381.94;-91.0;-91.94
419;-23.004203;-46.838839;760.2;382.09;-90.0;-91.95
420;-23.004206;-46.838841;760.8;382.13;-90.0;-91.95
421;-23.004208;-46.838842;761.1;382.13;-92.0;-91.95
422;-23.004211;-46.838844;761.4;382.19;-91.0;-91.95
423;-23.004214;-46.838845;761.9;382.15;-91.0;-91.95
424;-23.004215;-46.838846;762.2;382.19;-89.0;-91.95
425;-23.004217;-46.838847;762.5;382.19;-92.0;-91.95
426;-23.004219;-46.838848;762.6;382.21;-92.0;-91.95
427;-23.004221;-46.838849;763.0;382.21;-92.0;-91.95
428;-23.004223;-46.838849;763.1;382.12;-91.0;-91.95
429;-23.004224;-46.838849;763.3;382.08;-90.0;-91.95
430;-23.004226;-46.838851;763.6;382.18;-92.0;-91.95
431;-23.004229;-46.838853;764.0;382.24;-92.0;-91.95
432;-23.004231;-46.838854;764.2;382.25;-91.0;-91.95
433;-23.004233;-46.838855;764.4;382.26;-90.0;-91.95
